LFM_st0,LFM_all,file,pp,condition,ans,att,acc
0.023336072,0.9766639,pp109_control_ans0_att20_acc100.csv,109,control,0,20,100
0.67474985,0.32525015,pp560_guess_ans0_att18_acc62.csv,560,guess,0,18,62
0.0048404224,0.99515957,pp38_guess_ans0_att13_acc51.csv,38,guess,0,13,51
0.0041627474,0.9958372,pp355_control_ans0_att19_acc74.csv,355,control,0,19,74
0.80857164,0.19142836,pp218_guess_ans0_att17_acc52.csv,218,guess,0,17,52
0.004759607,0.99524045,pp375_control_ans0_att19_acc66.csv,375,control,0,19,66
0.48769316,0.51230687,pp74_guess_ans0_att20_acc76.csv,74,guess,0,20,76
0.7819152,0.21808478,pp500_guess_ans0_att20_acc67.csv,500,guess,0,20,67
0.5416296,0.45837042,pp168_guess_ans0_att20_acc79.csv,168,guess,0,20,79
0.0036438121,0.99635625,pp420_guess_ans0_att20_acc69.csv,420,guess,0,20,69
0.0047084885,0.9952915,pp19_control_ans0_att12_acc52.csv,19,control,0,12,52
0.5287627,0.47123727,pp317_control_ans0_att20_acc73.csv,317,control,0,20,73
0.4186011,0.5813989,pp131_control_ans0_att18_acc61.csv,131,control,0,18,61
0.9881748,0.011825189,pp509_control_ans0_att20_acc96.csv,509,control,0,20,96
0.92179257,0.078207426,pp372_guess_ans0_att19_acc89.csv,372,guess,0,19,89
0.06916531,0.9308347,pp382_guess_ans0_att19_acc60.csv,382,guess,0,19,60
0.005658068,0.99434197,pp179_control_ans0_att20_acc68.csv,179,control,0,20,68
0.9379379,0.062062114,pp234_guess_ans0_att19_acc72.csv,234,guess,0,19,72
0.9567513,0.043248683,pp272_guess_ans0_att19_acc56.csv,272,guess,0,19,56
0.06721546,0.93278456,pp534_guess_ans0_att18_acc57.csv,534,guess,0,18,57
0.63691765,0.36308235,pp78_guess_ans0_att20_acc69.csv,78,guess,0,20,69
0.0141377775,0.9858622,pp283_control_ans0_att20_acc78.csv,283,control,0,20,78
0.004417671,0.9955823,pp162_guess_ans0_att15_acc60.csv,162,guess,0,15,60
0.101826265,0.89817375,pp402_guess_ans0_att18_acc65.csv,402,guess,0,18,65
0.95353645,0.046463564,pp167_control_ans0_att20_acc96.csv,167,control,0,20,96
0.17078376,0.82921624,pp387_control_ans0_att20_acc62.csv,387,control,0,20,62
0.8884645,0.111535534,pp66_guess_ans0_att20_acc75.csv,66,guess,0,20,75
0.42361364,0.57638633,pp556_guess_ans0_att20_acc81.csv,556,guess,0,20,81
0.0057709864,0.99422896,pp582_guess_ans0_att20_acc64.csv,582,guess,0,20,64
0.11548647,0.88451356,pp53_control_ans0_att19_acc68.csv,53,control,0,19,68
0.35799778,0.6420022,pp570_guess_ans0_att17_acc67.csv,570,guess,0,17,67
0.18130943,0.81869054,pp169_control_ans0_att17_acc55.csv,169,control,0,17,55
0.034091175,0.9659088,pp125_control_ans0_att17_acc66.csv,125,control,0,17,66
0.830829,0.16917104,pp83_control_ans0_att20_acc75.csv,83,control,0,20,75
0.0050006383,0.9949994,pp384_guess_ans0_att19_acc67.csv,384,guess,0,19,67
0.2875854,0.7124146,pp112_guess_ans0_att19_acc64.csv,112,guess,0,19,64
0.9722181,0.027781876,pp373_control_ans0_att20_acc85.csv,373,control,0,20,85
0.0049479813,0.99505204,pp311_control_ans0_att20_acc65.csv,311,control,0,20,65
0.9197281,0.08027188,pp398_guess_ans0_att20_acc83.csv,398,guess,0,20,83
0.0054118875,0.99458814,pp333_control_ans0_att18_acc69.csv,333,control,0,18,69
0.9357393,0.064260684,pp104_guess_ans0_att20_acc86.csv,104,guess,0,20,86
0.9446338,0.05536624,pp537_control_ans0_att20_acc81.csv,537,control,0,20,81
0.0061568455,0.9938432,pp141_control_ans0_att20_acc69.csv,141,control,0,20,69
0.0042568333,0.9957431,pp144_guess_ans0_att17_acc73.csv,144,guess,0,17,73
0.004474089,0.9955259,pp217_control_ans0_att20_acc72.csv,217,control,0,20,72
0.9060011,0.09399888,pp215_control_ans0_att20_acc77.csv,215,control,0,20,77
0.2522738,0.7477262,pp401_control_ans0_att18_acc62.csv,401,control,0,18,62
0.9517552,0.04824478,pp79_control_ans0_att20_acc87.csv,79,control,0,20,87
0.016359981,0.98364,pp246_guess_ans0_att19_acc61.csv,246,guess,0,19,61
0.12956567,0.87043434,pp532_guess_ans0_att20_acc81.csv,532,guess,0,20,81
0.8944496,0.10555041,pp313_control_ans0_att20_acc71.csv,313,control,0,20,71
0.004183692,0.9958163,pp476_guess_ans0_att19_acc74.csv,476,guess,0,19,74
0.55921924,0.44078076,pp56_guess_ans0_att20_acc72.csv,56,guess,0,20,72
0.76825255,0.2317475,pp120_guess_ans0_att20_acc65.csv,120,guess,0,20,65
0.0039320122,0.996068,pp197_control_ans0_att20_acc100.csv,197,control,0,20,100
0.0044480707,0.9955519,pp288_guess_ans0_att18_acc59.csv,288,guess,0,18,59
0.9947941,0.0052059675,pp183_control_ans0_att20_acc88.csv,183,control,0,20,88
0.9877308,0.012269154,pp441_control_ans0_att20_acc84.csv,441,control,0,20,84
0.974033,0.025967026,pp114_guess_ans0_att20_acc73.csv,114,guess,0,20,73
0.0153161455,0.9846838,pp354_guess_ans0_att18_acc64.csv,354,guess,0,18,64
0.0058073266,0.99419266,pp324_guess_ans0_att17_acc56.csv,324,guess,0,17,56
0.9872273,0.012772648,pp171_control_ans0_att20_acc79.csv,171,control,0,20,79
0.93943346,0.060566563,pp262_guess_ans0_att20_acc68.csv,262,guess,0,20,68
0.117230505,0.88276947,pp326_guess_ans0_att16_acc63.csv,326,guess,0,16,63
0.971982,0.028017957,pp485_control_ans0_att20_acc99.csv,485,control,0,20,99
0.14531034,0.85468966,pp137_control_ans0_att20_acc76.csv,137,control,0,20,76
0.004785778,0.9952142,pp178_guess_ans0_att20_acc70.csv,178,guess,0,20,70
0.45542035,0.54457974,pp439_control_ans0_att20_acc84.csv,439,control,0,20,84
0.09150301,0.908497,pp32_guess_ans0_att18_acc62.csv,32,guess,0,18,62
0.93015575,0.06984426,pp258_guess_ans0_att20_acc69.csv,258,guess,0,20,69
0.35934526,0.64065474,pp410_guess_ans0_att20_acc72.csv,410,guess,0,20,72
0.70847994,0.29152,pp345_control_ans0_att19_acc67.csv,345,control,0,19,67
0.9544745,0.045525532,pp251_control_ans0_att20_acc83.csv,251,control,0,20,83
0.97229,0.027709996,pp341_control_ans0_att20_acc90.csv,341,control,0,20,90
0.8169474,0.1830526,pp580_guess_ans0_att20_acc60.csv,580,guess,0,20,60
0.99211204,0.007887892,pp15_control_ans0_att20_acc78.csv,15,control,0,20,78
0.10580627,0.8941937,pp135_control_ans0_att19_acc65.csv,135,control,0,19,65
0.82555044,0.1744495,pp207_control_ans0_att20_acc72.csv,207,control,0,20,72
0.86289376,0.13710624,pp64_guess_ans0_att20_acc69.csv,64,guess,0,20,69
0.9477971,0.05220293,pp99_control_ans0_att20_acc89.csv,99,control,0,20,89
0.927173,0.072827026,pp138_guess_ans0_att20_acc79.csv,138,guess,0,20,79
0.11404123,0.88595873,pp269_control_ans0_att20_acc64.csv,269,control,0,20,64
0.84504294,0.15495706,pp440_guess_ans0_att19_acc67.csv,440,guess,0,19,67
0.33413336,0.6658667,pp216_guess_ans0_att19_acc70.csv,216,guess,0,19,70
0.023338541,0.9766615,pp146_guess_ans0_att20_acc61.csv,146,guess,0,20,61
0.98268825,0.01731173,pp366_guess_ans0_att20_acc81.csv,366,guess,0,20,81
0.9348713,0.065128684,pp80_guess_ans0_att20_acc80.csv,80,guess,0,20,80
0.8985976,0.10140246,pp160_guess_ans0_att20_acc77.csv,160,guess,0,20,77
0.92509073,0.07490931,pp132_guess_ans0_att20_acc72.csv,132,guess,0,20,72
0.81844467,0.18155532,pp118_guess_ans0_att17_acc67.csv,118,guess,0,17,67
0.8823122,0.11768776,pp124_guess_ans0_att20_acc67.csv,124,guess,0,20,67
0.008739562,0.99126047,pp103_control_ans0_att19_acc64.csv,103,control,0,19,64
0.005575662,0.99442434,pp210_guess_ans0_att20_acc69.csv,210,guess,0,20,69
0.60839975,0.39160022,pp399_control_ans0_att16_acc64.csv,399,control,0,16,64
0.8019349,0.1980651,pp195_control_ans0_att19_acc68.csv,195,control,0,19,68
0.9832318,0.016768249,pp498_guess_ans0_att20_acc84.csv,498,guess,0,20,84
0.118160576,0.88183945,pp96_guess_ans0_att12_acc54.csv,96,guess,0,12,54
0.9247717,0.07522824,pp499_control_ans0_att20_acc71.csv,499,control,0,20,71
0.9032001,0.096799895,pp392_guess_ans0_att20_acc67.csv,392,guess,0,20,67
0.0048423246,0.99515766,pp318_guess_ans0_att19_acc63.csv,318,guess,0,19,63
0.65167683,0.34832326,pp566_guess_ans0_att20_acc64.csv,566,guess,0,20,64
0.8710241,0.1289759,pp285_control_ans0_att20_acc69.csv,285,control,0,20,69
0.97525364,0.024746396,pp249_control_ans0_att19_acc94.csv,249,control,0,19,94
0.8815906,0.11840941,pp85_control_ans0_att20_acc69.csv,85,control,0,20,69
0.9463037,0.05369623,pp459_control_ans0_att19_acc86.csv,459,control,0,19,86
0.08417208,0.9158279,pp122_guess_ans0_att12_acc54.csv,122,guess,0,12,54
0.004568184,0.9954318,pp409_control_ans0_att17_acc64.csv,409,control,0,17,64
0.18599689,0.8140031,pp46_guess_ans0_att20_acc76.csv,46,guess,0,20,76
0.0050758454,0.99492407,pp561_control_ans0_att20_acc74.csv,561,control,0,20,74
0.21985011,0.78014994,pp468_guess_ans0_att20_acc64.csv,468,guess,0,20,64
0.98446125,0.015538708,pp594_guess_ans0_att20_acc94.csv,594,guess,0,20,94
0.0048009595,0.995199,pp27_control_ans0_att19_acc69.csv,27,control,0,19,69
0.0076770736,0.9923229,pp346_guess_ans0_att20_acc70.csv,346,guess,0,20,70
0.9735173,0.026482645,pp519_control_ans0_att20_acc83.csv,519,control,0,20,83
0.72308856,0.27691144,pp175_control_ans0_att20_acc99.csv,175,control,0,20,99
0.7383655,0.26163453,pp172_guess_ans0_att19_acc56.csv,172,guess,0,19,56
0.0048135617,0.9951865,pp362_guess_ans0_att20_acc65.csv,362,guess,0,20,65
0.60586464,0.39413536,pp126_guess_ans0_att20_acc70.csv,126,guess,0,20,70
0.9548707,0.045129307,pp202_guess_ans0_att20_acc75.csv,202,guess,0,20,75
0.32045552,0.67954445,pp371_control_ans0_att20_acc67.csv,371,control,0,20,67
0.004685394,0.9953146,pp229_control_ans0_att18_acc65.csv,229,control,0,18,65
0.5831503,0.41684973,pp101_control_ans0_att20_acc76.csv,101,control,0,20,76
0.0047964617,0.9952035,pp472_guess_ans0_att20_acc73.csv,472,guess,0,20,73
0.95855814,0.04144187,pp604_guess_ans0_att17_acc82.csv,604,guess,0,17,82
0.901429,0.09857107,pp418_guess_ans0_att19_acc63.csv,418,guess,0,19,63
0.81697875,0.18302125,pp489_control_ans0_att19_acc66.csv,489,control,0,19,66
0.98965985,0.01034017,pp429_control_ans0_att20_acc95.csv,429,control,0,20,95
0.011655017,0.988345,pp491_control_ans0_att16_acc56.csv,491,control,0,16,56
0.8959864,0.1040136,pp445_control_ans0_att20_acc98.csv,445,control,0,20,98
0.98282915,0.017170873,pp386_guess_ans0_att20_acc88.csv,386,guess,0,20,88
0.8413641,0.15863593,pp460_guess_ans0_att19_acc76.csv,460,guess,0,19,76
0.99034214,0.009657849,pp431_control_ans0_att20_acc100.csv,431,control,0,20,100
0.45321167,0.5467883,pp276_guess_ans0_att14_acc62.csv,276,guess,0,14,62
0.16326194,0.83673805,pp397_control_ans0_att19_acc56.csv,397,control,0,19,56
0.08094033,0.9190597,pp385_control_ans0_att18_acc67.csv,385,control,0,18,67
0.9449606,0.05503943,pp601_control_ans0_att20_acc93.csv,601,control,0,20,93
0.9055101,0.094489805,pp65_control_ans0_att20_acc73.csv,65,control,0,20,73
0.7109343,0.28906566,pp294_guess_ans0_att17_acc64.csv,294,guess,0,17,64
0.93530697,0.06469309,pp295_control_ans0_att20_acc93.csv,295,control,0,20,93
0.16467306,0.83532697,pp479_control_ans0_att20_acc68.csv,479,control,0,20,68
0.7683441,0.23165588,pp309_control_ans0_att13_acc52.csv,309,control,0,13,52
0.6666887,0.33331132,pp456_guess_ans0_att20_acc61.csv,456,guess,0,20,61
0.07186023,0.92813975,pp257_control_ans0_att20_acc69.csv,257,control,0,20,69
0.9761703,0.023829727,pp433_control_ans0_att19_acc78.csv,433,control,0,19,78
0.4292339,0.57076603,pp248_guess_ans0_att19_acc62.csv,248,guess,0,19,62
0.7738716,0.22612837,pp464_guess_ans0_att20_acc67.csv,464,guess,0,20,67
0.9898539,0.010146075,pp279_control_ans0_att19_acc84.csv,279,control,0,19,84
0.5433243,0.45667565,pp245_control_ans0_att15_acc54.csv,245,control,0,15,54
0.004823556,0.99517643,pp565_control_ans0_att20_acc83.csv,565,control,0,20,83
0.8017776,0.19822241,pp361_control_ans0_att20_acc69.csv,361,control,0,20,69
0.30429143,0.6957085,pp395_control_ans0_att20_acc65.csv,395,control,0,20,65
0.8404405,0.1595595,pp517_control_ans0_att19_acc70.csv,517,control,0,19,70
0.35886616,0.64113384,pp381_control_ans0_att15_acc60.csv,381,control,0,15,60
0.004849999,0.99515,pp264_guess_ans0_att20_acc59.csv,264,guess,0,20,59
0.98318416,0.016815878,pp437_control_ans0_att20_acc88.csv,437,control,0,20,88
0.004814955,0.9951851,pp221_control_ans0_att20_acc69.csv,221,control,0,20,69
0.26187444,0.73812556,pp299_control_ans0_att12_acc59.csv,299,control,0,12,59
0.9757028,0.024297157,pp227_control_ans0_att19_acc75.csv,227,control,0,19,75
0.0072083888,0.99279165,pp548_guess_ans0_att14_acc53.csv,548,guess,0,14,53
0.9845612,0.015438841,pp595_control_ans0_att20_acc100.csv,595,control,0,20,100
0.0042348695,0.9957651,pp606_guess_ans0_att12_acc51.csv,606,guess,0,12,51
0.0048958464,0.9951042,pp35_control_ans0_att16_acc59.csv,35,control,0,16,59
0.6085718,0.3914281,pp128_guess_ans0_att16_acc53.csv,128,guess,0,16,53
0.007914372,0.99208564,pp528_guess_ans0_att17_acc68.csv,528,guess,0,17,68
0.019363023,0.98063695,pp280_guess_ans0_att14_acc64.csv,280,guess,0,14,64
0.008084116,0.9919159,pp348_guess_ans0_att20_acc63.csv,348,guess,0,20,63
0.94760543,0.052394606,pp457_control_ans0_att20_acc75.csv,457,control,0,20,75
0.8620461,0.13795383,pp412_guess_ans0_att18_acc57.csv,412,guess,0,18,57
0.20405024,0.7959498,pp421_control_ans0_att20_acc68.csv,421,control,0,20,68
0.2688085,0.73119146,pp159_control_ans0_att20_acc65.csv,159,control,0,20,65
0.8287116,0.17128837,pp347_control_ans0_att18_acc60.csv,347,control,0,18,60
0.8477327,0.15226725,pp312_guess_ans0_att20_acc75.csv,312,guess,0,20,75
0.67385566,0.32614437,pp255_control_ans0_att19_acc64.csv,255,control,0,19,64
0.011875768,0.9881243,pp481_control_ans0_att19_acc62.csv,481,control,0,19,62
0.83276904,0.16723104,pp407_control_ans0_att20_acc77.csv,407,control,0,20,77
0.03329635,0.9667037,pp45_control_ans0_att20_acc68.csv,45,control,0,20,68
0.470919,0.5290809,pp297_control_ans0_att20_acc65.csv,297,control,0,20,65
0.5306915,0.46930853,pp494_guess_ans0_att19_acc63.csv,494,guess,0,19,63
0.7078273,0.29217267,pp199_control_ans0_att20_acc68.csv,199,control,0,20,68
0.81434244,0.18565759,pp287_control_ans0_att20_acc69.csv,287,control,0,20,69
0.8633831,0.13661686,pp50_guess_ans0_att20_acc79.csv,50,guess,0,20,79
0.037928376,0.9620716,pp259_control_ans0_att20_acc82.csv,259,control,0,20,82
