DM_st0,LFM_st0,DM_all,LFM_all,file,pp,condition,ans,att,acc
0.0019938787,0.002872203,0.89263004,0.10250385,pp109_control_ans0_att20_acc100.csv,109,control,0,20,100
0.339863,0.14225052,0.34959373,0.16829278,pp560_guess_ans0_att18_acc62.csv,560,guess,0,18,62
0.0066952407,0.02960005,0.09614125,0.8675634,pp38_guess_ans0_att13_acc51.csv,38,guess,0,13,51
0.0024864548,0.5770259,0.004543435,0.41594422,pp355_control_ans0_att19_acc74.csv,355,control,0,19,74
0.48966295,0.054935344,0.402657,0.052744754,pp218_guess_ans0_att17_acc52.csv,218,guess,0,17,52
0.0015609156,0.16805197,0.003654229,0.82673293,pp375_control_ans0_att19_acc66.csv,375,control,0,19,66
0.0022781976,0.07049768,0.0021177952,0.92510635,pp74_guess_ans0_att20_acc76.csv,74,guess,0,20,76
0.40279624,0.124096066,0.35316157,0.11994609,pp500_guess_ans0_att20_acc67.csv,500,guess,0,20,67
0.007941381,0.14062452,0.009910439,0.8415237,pp168_guess_ans0_att20_acc79.csv,168,guess,0,20,79
0.0023553187,0.019887054,0.001894963,0.9758626,pp420_guess_ans0_att20_acc69.csv,420,guess,0,20,69
0.014792002,0.0030578324,0.9028138,0.07933631,pp19_control_ans0_att12_acc52.csv,19,control,0,12,52
0.0025070687,0.22059898,0.0027193583,0.77417463,pp317_control_ans0_att20_acc73.csv,317,control,0,20,73
0.14134218,0.268373,0.20876545,0.38151935,pp131_control_ans0_att18_acc61.csv,131,control,0,18,61
0.0046697473,0.9061438,0.0027862936,0.08640018,pp509_control_ans0_att20_acc96.csv,509,control,0,20,96
0.0027969894,0.012720552,0.0014208639,0.98306155,pp372_guess_ans0_att19_acc89.csv,372,guess,0,19,89
0.0016155035,0.71932954,0.0024998987,0.27655503,pp382_guess_ans0_att19_acc60.csv,382,guess,0,19,60
0.019581951,0.0075533427,0.6180859,0.35477868,pp179_control_ans0_att20_acc68.csv,179,control,0,20,68
0.24152364,0.4009078,0.18314229,0.17442618,pp234_guess_ans0_att19_acc72.csv,234,guess,0,19,72
0.08586986,0.6812188,0.03855861,0.19435267,pp272_guess_ans0_att19_acc56.csv,272,guess,0,19,56
0.0027930362,0.002018254,0.90764564,0.08754298,pp534_guess_ans0_att18_acc57.csv,534,guess,0,18,57
0.25954926,0.19610967,0.25725824,0.28708288,pp78_guess_ans0_att20_acc69.csv,78,guess,0,20,69
0.017536199,0.023303526,0.13774337,0.8214169,pp283_control_ans0_att20_acc78.csv,283,control,0,20,78
0.0015722759,0.0917618,0.004309265,0.9023567,pp162_guess_ans0_att15_acc60.csv,162,guess,0,15,60
0.19339696,0.026815806,0.65337515,0.1264121,pp402_guess_ans0_att18_acc65.csv,402,guess,0,18,65
0.004093131,0.8547191,0.0026843038,0.13850345,pp167_control_ans0_att20_acc96.csv,167,control,0,20,96
0.23191713,0.09748776,0.41460615,0.2559889,pp387_control_ans0_att20_acc62.csv,387,control,0,20,62
0.0019079351,0.77297837,0.0028765926,0.22223713,pp66_guess_ans0_att20_acc75.csv,66,guess,0,20,75
0.4079111,0.042460073,0.47185937,0.07776952,pp556_guess_ans0_att20_acc81.csv,556,guess,0,20,81
0.054078925,0.006221864,0.8476087,0.09209046,pp582_guess_ans0_att20_acc64.csv,582,guess,0,20,64
0.19147374,0.017997583,0.6987981,0.0917306,pp53_control_ans0_att19_acc68.csv,53,control,0,19,68
0.0023707037,0.032673553,0.0023562019,0.9625995,pp570_guess_ans0_att17_acc67.csv,570,guess,0,17,67
0.33939198,0.10396582,0.41061607,0.14602612,pp169_control_ans0_att17_acc55.csv,169,control,0,17,55
0.10933537,0.019747686,0.68476677,0.1861501,pp125_control_ans0_att17_acc66.csv,125,control,0,17,66
0.43511048,0.2240206,0.21004406,0.13082482,pp83_control_ans0_att20_acc75.csv,83,control,0,20,75
0.018194525,0.004321251,0.8431022,0.13438207,pp384_guess_ans0_att19_acc67.csv,384,guess,0,19,67
0.011271956,0.21019715,0.022558391,0.75597245,pp112_guess_ans0_att19_acc64.csv,112,guess,0,19,64
0.0040792,0.8554792,0.0027113548,0.13773033,pp373_control_ans0_att20_acc85.csv,373,control,0,20,85
0.01974631,0.003923192,0.8674057,0.10892478,pp311_control_ans0_att20_acc65.csv,311,control,0,20,65
0.70675004,0.061288822,0.2084311,0.023529995,pp398_guess_ans0_att20_acc83.csv,398,guess,0,20,83
0.0021247687,0.030821428,0.00687032,0.96018356,pp333_control_ans0_att18_acc69.csv,333,control,0,18,69
0.0018023044,0.8224507,0.0037083728,0.1720387,pp104_guess_ans0_att20_acc86.csv,104,guess,0,20,86
0.6389017,0.13472587,0.17859398,0.047778446,pp537_control_ans0_att20_acc81.csv,537,control,0,20,81
0.0054865354,0.0022424208,0.88538104,0.10689001,pp141_control_ans0_att20_acc69.csv,141,control,0,20,69
0.002074318,0.6872916,0.004480099,0.30615392,pp144_guess_ans0_att17_acc73.csv,144,guess,0,17,73
0.002218833,0.008885197,0.0013300867,0.98756593,pp217_control_ans0_att20_acc72.csv,217,control,0,20,72
0.0028442016,0.5097712,0.0027989314,0.48458567,pp215_control_ans0_att20_acc77.csv,215,control,0,20,77
0.25977328,0.20246601,0.2906839,0.24707676,pp401_control_ans0_att18_acc62.csv,401,control,0,18,62
