LFM_st0,LFM_all,file,pp,condition,ans,att,acc
0.94801044,0.051989578,pp262_guess_ans0_att20_acc68.csv,262,guess,0,20,68
0.27535158,0.7246484,pp326_guess_ans0_att16_acc63.csv,326,guess,0,16,63
0.9697,0.030300017,pp485_control_ans0_att20_acc99.csv,485,control,0,20,99
0.41136545,0.5886345,pp137_control_ans0_att20_acc76.csv,137,control,0,20,76
0.004780757,0.9952192,pp178_guess_ans0_att20_acc70.csv,178,guess,0,20,70
0.10294546,0.8970545,pp439_control_ans0_att20_acc84.csv,439,control,0,20,84
0.1350196,0.86498046,pp32_guess_ans0_att18_acc62.csv,32,guess,0,18,62
0.9024733,0.09752675,pp258_guess_ans0_att20_acc69.csv,258,guess,0,20,69
0.34847003,0.65153,pp410_guess_ans0_att20_acc72.csv,410,guess,0,20,72
0.62237936,0.3776207,pp345_control_ans0_att19_acc67.csv,345,control,0,19,67
0.95786095,0.042139016,pp251_control_ans0_att20_acc83.csv,251,control,0,20,83
0.9580993,0.041900627,pp341_control_ans0_att20_acc90.csv,341,control,0,20,90
0.7827912,0.21720883,pp580_guess_ans0_att20_acc60.csv,580,guess,0,20,60
0.9825716,0.017428342,pp15_control_ans0_att20_acc78.csv,15,control,0,20,78
0.17355794,0.826442,pp135_control_ans0_att19_acc65.csv,135,control,0,19,65
0.70815253,0.2918474,pp207_control_ans0_att20_acc72.csv,207,control,0,20,72
0.885159,0.114840955,pp64_guess_ans0_att20_acc69.csv,64,guess,0,20,69
0.9532176,0.04678236,pp99_control_ans0_att20_acc89.csv,99,control,0,20,89
0.931086,0.06891406,pp138_guess_ans0_att20_acc79.csv,138,guess,0,20,79
0.23239781,0.76760215,pp269_control_ans0_att20_acc64.csv,269,control,0,20,64
0.80905163,0.19094844,pp440_guess_ans0_att19_acc67.csv,440,guess,0,19,67
0.43769366,0.5623064,pp216_guess_ans0_att19_acc70.csv,216,guess,0,19,70
0.00895079,0.9910492,pp146_guess_ans0_att20_acc61.csv,146,guess,0,20,61
0.9816207,0.018379234,pp366_guess_ans0_att20_acc81.csv,366,guess,0,20,81
0.9452921,0.05470789,pp80_guess_ans0_att20_acc80.csv,80,guess,0,20,80
0.9052691,0.094730966,pp160_guess_ans0_att20_acc77.csv,160,guess,0,20,77
0.9411109,0.058889102,pp132_guess_ans0_att20_acc72.csv,132,guess,0,20,72
0.6446086,0.35539138,pp118_guess_ans0_att17_acc67.csv,118,guess,0,17,67
0.8846869,0.11531317,pp124_guess_ans0_att20_acc67.csv,124,guess,0,20,67
0.009779978,0.99022,pp103_control_ans0_att19_acc64.csv,103,control,0,19,64
0.0050893533,0.99491066,pp210_guess_ans0_att20_acc69.csv,210,guess,0,20,69
0.65271294,0.34728703,pp399_control_ans0_att16_acc64.csv,399,control,0,16,64
0.7805987,0.21940131,pp195_control_ans0_att19_acc68.csv,195,control,0,19,68
0.9766951,0.023304826,pp498_guess_ans0_att20_acc84.csv,498,guess,0,20,84
0.13976866,0.86023134,pp96_guess_ans0_att12_acc54.csv,96,guess,0,12,54
0.92184955,0.07815038,pp499_control_ans0_att20_acc71.csv,499,control,0,20,71
0.9179303,0.08206967,pp392_guess_ans0_att20_acc67.csv,392,guess,0,20,67
0.0048888703,0.99511117,pp318_guess_ans0_att19_acc63.csv,318,guess,0,19,63
0.6936398,0.30636016,pp566_guess_ans0_att20_acc64.csv,566,guess,0,20,64
0.84329504,0.156705,pp285_control_ans0_att20_acc69.csv,285,control,0,20,69
0.98737925,0.012620735,pp249_control_ans0_att19_acc94.csv,249,control,0,19,94
0.88429266,0.11570732,pp85_control_ans0_att20_acc69.csv,85,control,0,20,69
0.8977198,0.102280185,pp459_control_ans0_att19_acc86.csv,459,control,0,19,86
0.05297226,0.94702774,pp122_guess_ans0_att12_acc54.csv,122,guess,0,12,54
0.0047823344,0.9952177,pp409_control_ans0_att17_acc64.csv,409,control,0,17,64
0.22792815,0.7720718,pp46_guess_ans0_att20_acc76.csv,46,guess,0,20,76
0.009883737,0.9901163,pp561_control_ans0_att20_acc74.csv,561,control,0,20,74
0.22571355,0.77428645,pp468_guess_ans0_att20_acc64.csv,468,guess,0,20,64
0.9743604,0.02563959,pp594_guess_ans0_att20_acc94.csv,594,guess,0,20,94
0.0047868546,0.99521315,pp27_control_ans0_att19_acc69.csv,27,control,0,19,69
0.0057038246,0.99429613,pp346_guess_ans0_att20_acc70.csv,346,guess,0,20,70
0.9730357,0.026964292,pp519_control_ans0_att20_acc83.csv,519,control,0,20,83
0.6859391,0.3140609,pp175_control_ans0_att20_acc99.csv,175,control,0,20,99
0.7826562,0.21734378,pp172_guess_ans0_att19_acc56.csv,172,guess,0,19,56
0.004927848,0.99507207,pp362_guess_ans0_att20_acc65.csv,362,guess,0,20,65
0.52657354,0.47342652,pp126_guess_ans0_att20_acc70.csv,126,guess,0,20,70
0.953457,0.04654297,pp202_guess_ans0_att20_acc75.csv,202,guess,0,20,75
0.35715753,0.6428425,pp371_control_ans0_att20_acc67.csv,371,control,0,20,67
0.004927816,0.9950722,pp229_control_ans0_att18_acc65.csv,229,control,0,18,65
0.5367237,0.46327633,pp101_control_ans0_att20_acc76.csv,101,control,0,20,76
0.005218923,0.9947811,pp472_guess_ans0_att20_acc73.csv,472,guess,0,20,73
0.9521598,0.047840152,pp604_guess_ans0_att17_acc82.csv,604,guess,0,17,82
0.91639006,0.0836099,pp418_guess_ans0_att19_acc63.csv,418,guess,0,19,63
0.84838235,0.15161768,pp489_control_ans0_att19_acc66.csv,489,control,0,19,66
0.9812206,0.01877944,pp429_control_ans0_att20_acc95.csv,429,control,0,20,95
0.017548522,0.9824515,pp491_control_ans0_att16_acc56.csv,491,control,0,16,56
0.9154799,0.08452012,pp445_control_ans0_att20_acc98.csv,445,control,0,20,98
0.9774835,0.022516532,pp386_guess_ans0_att20_acc88.csv,386,guess,0,20,88
0.81244403,0.18755601,pp460_guess_ans0_att19_acc76.csv,460,guess,0,19,76
0.9808992,0.019100748,pp431_control_ans0_att20_acc100.csv,431,control,0,20,100
0.6338323,0.36616766,pp276_guess_ans0_att14_acc62.csv,276,guess,0,14,62
0.19669677,0.80330324,pp397_control_ans0_att19_acc56.csv,397,control,0,19,56
0.057991527,0.9420085,pp385_control_ans0_att18_acc67.csv,385,control,0,18,67
0.9282633,0.07173669,pp601_control_ans0_att20_acc93.csv,601,control,0,20,93
0.89856666,0.10143331,pp65_control_ans0_att20_acc73.csv,65,control,0,20,73
0.7351809,0.26481915,pp294_guess_ans0_att17_acc64.csv,294,guess,0,17,64
0.94774497,0.052255116,pp295_control_ans0_att20_acc93.csv,295,control,0,20,93
0.008844545,0.9911555,pp479_control_ans0_att20_acc68.csv,479,control,0,20,68
0.89375734,0.106242634,pp309_control_ans0_att13_acc52.csv,309,control,0,13,52
0.65809315,0.3419069,pp456_guess_ans0_att20_acc61.csv,456,guess,0,20,61
0.062198784,0.9378012,pp257_control_ans0_att20_acc69.csv,257,control,0,20,69
0.9764731,0.023526931,pp433_control_ans0_att19_acc78.csv,433,control,0,19,78
0.40763158,0.5923684,pp248_guess_ans0_att19_acc62.csv,248,guess,0,19,62
0.8460105,0.15398948,pp464_guess_ans0_att20_acc67.csv,464,guess,0,20,67
0.9806902,0.019309783,pp279_control_ans0_att19_acc84.csv,279,control,0,19,84
0.33016613,0.66983384,pp245_control_ans0_att15_acc54.csv,245,control,0,15,54
0.0047396854,0.9952603,pp565_control_ans0_att20_acc83.csv,565,control,0,20,83
0.7762348,0.22376516,pp361_control_ans0_att20_acc69.csv,361,control,0,20,69
0.36226,0.63774,pp395_control_ans0_att20_acc65.csv,395,control,0,20,65
0.88601166,0.11398837,pp517_control_ans0_att19_acc70.csv,517,control,0,19,70
0.18267849,0.81732154,pp381_control_ans0_att15_acc60.csv,381,control,0,15,60
0.004758898,0.99524117,pp264_guess_ans0_att20_acc59.csv,264,guess,0,20,59
0.9853719,0.014628078,pp437_control_ans0_att20_acc88.csv,437,control,0,20,88
0.0049577123,0.9950422,pp221_control_ans0_att20_acc69.csv,221,control,0,20,69
0.1401992,0.8598008,pp299_control_ans0_att12_acc59.csv,299,control,0,12,59
0.9771433,0.022856748,pp227_control_ans0_att19_acc75.csv,227,control,0,19,75
0.005250111,0.99474984,pp548_guess_ans0_att14_acc53.csv,548,guess,0,14,53
0.9768345,0.023165584,pp595_control_ans0_att20_acc100.csv,595,control,0,20,100
0.0047758115,0.9952242,pp606_guess_ans0_att12_acc51.csv,606,guess,0,12,51
0.004961935,0.9950381,pp35_control_ans0_att16_acc59.csv,35,control,0,16,59
0.6928334,0.30716655,pp128_guess_ans0_att16_acc53.csv,128,guess,0,16,53
0.4499982,0.5500018,pp528_guess_ans0_att17_acc68.csv,528,guess,0,17,68
0.0099565685,0.9900434,pp280_guess_ans0_att14_acc64.csv,280,guess,0,14,64
0.006575424,0.99342453,pp348_guess_ans0_att20_acc63.csv,348,guess,0,20,63
0.9549562,0.045043856,pp457_control_ans0_att20_acc75.csv,457,control,0,20,75
0.8758914,0.12410866,pp412_guess_ans0_att18_acc57.csv,412,guess,0,18,57
0.97761166,0.022388358,pp421_control_ans0_att20_acc68.csv,421,control,0,20,68
0.37703556,0.6229645,pp159_control_ans0_att20_acc65.csv,159,control,0,20,65
0.80490524,0.1950948,pp347_control_ans0_att18_acc60.csv,347,control,0,18,60
0.8669713,0.13302867,pp312_guess_ans0_att20_acc75.csv,312,guess,0,20,75
0.49511927,0.5048807,pp255_control_ans0_att19_acc64.csv,255,control,0,19,64
0.030969879,0.96903014,pp481_control_ans0_att19_acc62.csv,481,control,0,19,62
0.84365445,0.15634559,pp407_control_ans0_att20_acc77.csv,407,control,0,20,77
0.014656961,0.9853431,pp45_control_ans0_att20_acc68.csv,45,control,0,20,68
0.41778415,0.58221585,pp297_control_ans0_att20_acc65.csv,297,control,0,20,65
0.48288396,0.517116,pp494_guess_ans0_att19_acc63.csv,494,guess,0,19,63
0.8325202,0.16747983,pp199_control_ans0_att20_acc68.csv,199,control,0,20,68
0.6778984,0.32210156,pp287_control_ans0_att20_acc69.csv,287,control,0,20,69
0.9621569,0.03784313,pp50_guess_ans0_att20_acc79.csv,50,guess,0,20,79
0.012413696,0.98758626,pp259_control_ans0_att20_acc82.csv,259,control,0,20,82
0.005452524,0.9945475,pp54_guess_ans0_att12_acc51.csv,54,guess,0,12,51
0.92001665,0.07998337,pp330_guess_ans0_att19_acc77.csv,330,guess,0,19,77
0.462089,0.537911,pp406_guess_ans0_att20_acc67.csv,406,guess,0,20,67
0.0049378285,0.9950622,pp149_control_ans0_att18_acc60.csv,149,control,0,18,60
0.76333964,0.23666033,pp320_guess_ans0_att20_acc87.csv,320,guess,0,20,87
0.5842534,0.41574663,pp444_guess_ans0_att19_acc61.csv,444,guess,0,19,61
0.9681442,0.03185584,pp569_control_ans0_att20_acc99.csv,569,control,0,20,99
0.8543768,0.14562315,pp147_control_ans0_att20_acc87.csv,147,control,0,20,87
0.8554786,0.14452146,pp232_guess_ans0_att20_acc61.csv,232,guess,0,20,61
0.36648574,0.6335142,pp438_guess_ans0_att20_acc64.csv,438,guess,0,20,64
0.9498706,0.05012943,pp452_guess_ans0_att20_acc76.csv,452,guess,0,20,76
0.35260254,0.6473974,pp119_control_ans0_att19_acc66.csv,119,control,0,19,66
0.28440672,0.7155933,pp541_control_ans0_att20_acc84.csv,541,control,0,20,84
0.7909719,0.20902814,pp29_control_ans0_att15_acc54.csv,29,control,0,15,54
0.86257464,0.13742536,pp52_guess_ans0_att20_acc76.csv,52,guess,0,20,76
0.007200568,0.9927994,pp478_guess_ans0_att19_acc68.csv,478,guess,0,19,68
0.94790035,0.052099623,pp496_guess_ans0_att20_acc73.csv,496,guess,0,20,73
0.74476254,0.25523746,pp174_guess_ans0_att20_acc81.csv,174,guess,0,20,81
0.33382565,0.6661743,pp442_guess_ans0_att18_acc56.csv,442,guess,0,18,56
0.98905444,0.010945568,pp360_guess_ans0_att20_acc90.csv,360,guess,0,20,90
0.17428215,0.82571787,pp263_control_ans0_att14_acc60.csv,263,control,0,14,60
0.45970422,0.54029584,pp351_control_ans0_att20_acc64.csv,351,control,0,20,64
0.12614174,0.8738583,pp378_guess_ans0_att19_acc63.csv,378,guess,0,19,63
0.31812584,0.6818742,pp380_guess_ans0_att20_acc62.csv,380,guess,0,20,62
0.8921964,0.107803605,pp577_control_ans0_att20_acc90.csv,577,control,0,20,90
0.6554418,0.34455818,pp306_guess_ans0_att20_acc82.csv,306,guess,0,20,82
0.9595701,0.04042991,pp436_guess_ans0_att20_acc74.csv,436,guess,0,20,74
0.028341962,0.9716581,pp329_control_ans0_att19_acc62.csv,329,control,0,19,62
0.5989444,0.40105554,pp70_guess_ans0_att20_acc71.csv,70,guess,0,20,71
0.87894046,0.1210595,pp544_guess_ans0_att20_acc82.csv,544,guess,0,20,82
0.8292666,0.1707334,pp184_guess_ans0_att19_acc74.csv,184,guess,0,19,74
0.75845486,0.24154517,pp88_guess_ans0_att20_acc74.csv,88,guess,0,20,74
0.9727648,0.027235212,pp374_guess_ans0_att20_acc86.csv,374,guess,0,20,86
0.02358549,0.97641444,pp145_control_ans0_att18_acc61.csv,145,control,0,18,61
0.9647664,0.035233643,pp187_control_ans0_att20_acc97.csv,187,control,0,20,97
0.86387765,0.13612239,pp72_guess_ans0_att20_acc62.csv,72,guess,0,20,62
0.70997053,0.29002944,pp486_guess_ans0_att20_acc68.csv,486,guess,0,20,68
0.31139973,0.68860024,pp473_control_ans0_att15_acc55.csv,473,control,0,15,55
0.9791084,0.020891584,pp161_control_ans0_att20_acc98.csv,161,control,0,20,98
0.008800661,0.9911993,pp469_control_ans0_att20_acc67.csv,469,control,0,20,67
0.8558675,0.14413254,pp36_guess_ans0_att20_acc66.csv,36,guess,0,20,66
0.95458084,0.04541915,pp289_control_ans0_att19_acc66.csv,289,control,0,19,66
0.6454953,0.35450467,pp342_guess_ans0_att20_acc81.csv,342,guess,0,20,81
0.24813548,0.7518645,pp281_control_ans0_att16_acc57.csv,281,control,0,16,57
0.0053488906,0.99465114,pp377_control_ans0_att18_acc61.csv,377,control,0,18,61
0.0070652296,0.99293476,pp142_guess_ans0_att20_acc64.csv,142,guess,0,20,64
0.004856429,0.99514365,pp393_control_ans0_att20_acc67.csv,393,control,0,20,67
0.004896248,0.9951037,pp238_guess_ans0_att17_acc68.csv,238,guess,0,17,68
0.96128714,0.038712893,pp60_guess_ans0_att20_acc78.csv,60,guess,0,20,78
0.9797166,0.020283384,pp181_control_ans0_att20_acc95.csv,181,control,0,20,95
0.9025855,0.09741447,pp291_control_ans0_att20_acc85.csv,291,control,0,20,85
0.910216,0.08978396,pp352_guess_ans0_att19_acc65.csv,352,guess,0,19,65
0.6120348,0.38796523,pp222_guess_ans0_att12_acc51.csv,222,guess,0,12,51
0.88666254,0.1133374,pp244_guess_ans0_att20_acc63.csv,244,guess,0,20,63
0.0048026894,0.99519736,pp220_guess_ans0_att20_acc95.csv,220,guess,0,20,95
0.1769494,0.82305056,pp413_control_ans0_att20_acc64.csv,413,control,0,20,64
0.9111099,0.088890135,pp89_control_ans0_att20_acc79.csv,89,control,0,20,79
0.95326185,0.04673814,pp205_control_ans0_att20_acc83.csv,205,control,0,20,83
0.47651753,0.52348244,pp549_control_ans0_att18_acc71.csv,549,control,0,18,71
0.56268215,0.43731794,pp394_guess_ans0_att19_acc63.csv,394,guess,0,19,63
0.04338885,0.9566111,pp536_guess_ans0_att20_acc54.csv,536,guess,0,20,54
0.004874421,0.9951256,pp240_guess_ans0_att20_acc61.csv,240,guess,0,20,61
0.81204116,0.18795875,pp578_guess_ans0_att18_acc62.csv,578,guess,0,18,62
0.06786219,0.9321378,pp503_control_ans0_att19_acc66.csv,503,control,0,19,66
0.68141454,0.31858546,pp467_control_ans0_att20_acc74.csv,467,control,0,20,74
0.9439872,0.056012806,pp235_control_ans0_att20_acc68.csv,235,control,0,20,68
0.024037987,0.975962,pp502_guess_ans0_att18_acc67.csv,502,guess,0,18,67
0.6607824,0.3392176,pp603_control_ans0_att20_acc64.csv,603,control,0,20,64
0.97755677,0.02244321,pp49_control_ans0_att20_acc95.csv,49,control,0,20,95
0.28512272,0.7148772,pp335_control_ans0_att20_acc90.csv,335,control,0,20,90
0.0050992044,0.9949008,pp17_control_ans0_att19_acc66.csv,17,control,0,19,66
0.732126,0.267874,pp322_guess_ans0_att19_acc72.csv,322,guess,0,19,72
0.69896865,0.30103135,pp301_control_ans0_att17_acc60.csv,301,control,0,17,60
0.1473493,0.8526507,pp261_control_ans0_att18_acc68.csv,261,control,0,18,68
0.93277395,0.06722604,pp458_guess_ans0_att20_acc79.csv,458,guess,0,20,79
0.70275944,0.29724059,pp495_control_ans0_att19_acc82.csv,495,control,0,19,82
0.95163494,0.048364982,pp152_guess_ans0_att20_acc77.csv,152,guess,0,20,77
0.70774734,0.29225263,pp196_guess_ans0_att20_acc67.csv,196,guess,0,20,67
