DM_st0,LFM_st0,DM_all,LFM_all,file,pp,condition,ans,att,acc
0.42373693,0.29569685,0.1604667,0.120099545,pp161_guess_ans0_att20_acc97.csv,161,guess,0,20,97
0.0032811507,0.099210806,0.0025860148,0.894922,pp206_control_ans0_att20_acc79.csv,206,control,0,20,79
0.21820578,0.03902287,0.53857625,0.20419505,pp125_guess_ans0_att20_acc83.csv,125,guess,0,20,83
0.2473024,0.44726405,0.09896356,0.20646997,pp166_control_ans0_att20_acc80.csv,166,control,0,20,80
0.2823469,0.27462864,0.2072091,0.23581539,pp180_control_ans0_att20_acc72.csv,180,control,0,20,72
0.047467295,0.88719076,0.009011044,0.05633087,pp264_control_ans0_att20_acc94.csv,264,control,0,20,94
0.0018038611,0.75845075,0.0037482155,0.23599714,pp132_control_ans0_att18_acc69.csv,132,control,0,18,69
0.15976524,0.1734575,0.25539023,0.41138706,pp199_guess_ans0_att20_acc68.csv,199,guess,0,20,68
0.001742002,0.17654964,0.0027553013,0.8189531,pp330_control_ans0_att18_acc59.csv,330,control,0,18,59
0.038120095,0.09727949,0.12608516,0.73851526,pp152_control_ans0_att20_acc60.csv,152,control,0,20,60
0.002930253,0.049148902,0.008702325,0.9392186,pp379_guess_ans0_att19_acc74.csv,379,guess,0,19,74
0.3555008,0.258474,0.22928928,0.1567359,pp341_guess_ans0_att20_acc69.csv,341,guess,0,20,69
0.0021728792,0.031301074,0.0020709818,0.964455,pp297_guess_ans0_att19_acc69.csv,297,guess,0,19,69
0.003376038,0.02735731,0.0014746351,0.967792,pp146_control_ans0_att17_acc61.csv,146,control,0,17,61
0.0015842015,0.08924087,0.0026375277,0.90653735,pp408_control_ans0_att19_acc70.csv,408,control,0,19,70
0.29024798,0.029210439,0.58339095,0.09715068,pp236_control_ans0_att20_acc81.csv,236,control,0,20,81
0.17494139,0.04067338,0.5165399,0.2678454,pp139_guess_ans0_att20_acc77.csv,139,guess,0,20,77
0.28785622,0.3025186,0.17441289,0.23521233,pp311_guess_ans0_att20_acc77.csv,311,guess,0,20,77
0.25649557,0.0836313,0.45410353,0.20576966,pp375_guess_ans0_att20_acc64.csv,375,guess,0,20,64
0.30756456,0.19197619,0.28966993,0.21078937,pp441_guess_ans0_att18_acc64.csv,441,guess,0,18,64
0.3289784,0.14209323,0.36036217,0.16856618,pp355_guess_ans0_att16_acc61.csv,355,guess,0,16,61
0.33021167,0.12347299,0.380809,0.16550633,pp327_guess_ans0_att17_acc63.csv,327,guess,0,17,63
0.0021412019,0.004095289,0.0028079539,0.99095565,pp162_control_ans0_att20_acc81.csv,162,control,0,20,81
0.0225092,0.74532807,0.011793111,0.22036955,pp130_control_ans0_att20_acc69.csv,130,control,0,20,69
0.05266886,0.57349455,0.03193759,0.341899,pp121_guess_ans0_att20_acc70.csv,121,guess,0,20,70
0.0043322914,0.85294247,0.002800265,0.13992502,pp234_control_ans0_att20_acc96.csv,234,control,0,20,96
0.01001354,0.004071134,0.72100973,0.2649056,pp172_control_ans0_att20_acc78.csv,172,control,0,20,78
0.066644505,0.55520564,0.030945446,0.3472043,pp275_guess_ans0_att20_acc86.csv,275,guess,0,20,86
0.006365236,0.0027300343,0.8435343,0.14737037,pp157_guess_ans0_att14_acc59.csv,157,guess,0,14,59
0.026169607,0.17592107,0.110480465,0.6874289,pp117_guess_ans0_att12_acc52.csv,117,guess,0,12,52
0.12264282,0.18078378,0.1856977,0.5108757,pp334_control_ans0_att20_acc76.csv,334,control,0,20,76
0.30899844,0.2869724,0.20082586,0.20320326,pp377_guess_ans0_att20_acc71.csv,377,guess,0,20,71
0.0035789767,0.8410741,0.0025656007,0.15278137,pp352_control_ans0_att20_acc99.csv,352,control,0,20,99
0.43372536,0.03077013,0.48795283,0.04755173,pp397_guess_ans0_att20_acc70.csv,397,guess,0,20,70
0.0014616027,0.06336609,0.002723543,0.93244874,pp155_guess_ans0_att20_acc70.csv,155,guess,0,20,70
0.0022511247,0.0048819566,0.0010060638,0.9918609,pp372_control_ans0_att20_acc88.csv,372,control,0,20,88
0.5933948,0.15829551,0.18980753,0.05850212,pp388_control_ans0_att20_acc75.csv,388,control,0,20,75
0.0032825137,0.8481153,0.002732474,0.14586964,pp306_control_ans0_att20_acc97.csv,306,control,0,20,97
0.41235363,0.22843352,0.22067092,0.13854194,pp447_guess_ans0_att20_acc87.csv,447,guess,0,20,87
0.053622313,0.037134603,0.24409276,0.6651503,pp353_guess_ans0_att20_acc75.csv,353,guess,0,20,75
0.0002709151,0.99175066,0.00018172969,0.0077966843,pp272_control_ans0_att20_acc91.csv,272,control,0,20,91
0.0018928837,0.89612323,0.0029363332,0.09904754,pp226_control_ans0_att20_acc86.csv,226,control,0,20,86
0.38108212,0.065312065,0.4622556,0.09135024,pp244_control_ans0_att18_acc66.csv,244,control,0,18,66
0.0020195432,0.0028210888,0.022998303,0.972161,pp268_control_ans0_att20_acc83.csv,268,control,0,20,83
0.2728012,0.44071862,0.117239416,0.1692408,pp429_guess_ans0_att20_acc75.csv,429,guess,0,20,75
0.025758032,0.16393839,0.05366488,0.7566387,pp285_guess_ans0_att20_acc71.csv,285,guess,0,20,71
0.37821168,0.10418982,0.39265943,0.12493907,pp390_control_ans0_att19_acc63.csv,390,control,0,19,63
0.74664867,0.07275451,0.16035545,0.020241382,pp318_control_ans0_att20_acc87.csv,318,control,0,20,87
0.0026652096,0.39020827,0.002870619,0.604256,pp122_control_ans0_att20_acc73.csv,122,control,0,20,73
0.0018425826,0.22220372,0.0026600785,0.7732937,pp431_guess_ans0_att19_acc64.csv,431,guess,0,19,64
0.51676047,0.100109644,0.3142576,0.068872325,pp319_guess_ans0_att20_acc62.csv,319,guess,0,20,62
0.2986484,0.044835024,0.5430905,0.11342604,pp142_control_ans0_att20_acc67.csv,142,control,0,20,67
0.22643979,0.12742901,0.3527857,0.29334548,pp231_guess_ans0_att20_acc66.csv,231,guess,0,20,66
0.67653733,0.08974402,0.2010934,0.03262523,pp190_control_ans0_att20_acc77.csv,190,control,0,20,77
0.0028905224,0.8049969,0.0028799165,0.18923263,pp308_control_ans0_att20_acc97.csv,308,control,0,20,97
0.3586441,0.14710383,0.34161663,0.15263548,pp401_guess_ans0_att19_acc64.csv,401,guess,0,19,64
0.22391945,0.05946562,0.50103545,0.21557947,pp164_control_ans0_att20_acc66.csv,164,control,0,20,66
0.009248539,0.73259443,0.0062562036,0.25190076,pp217_guess_ans0_att19_acc63.csv,217,guess,0,19,63
0.27030906,0.11567074,0.39987624,0.21414398,pp451_control_ans0_att20_acc68.csv,451,control,0,20,68
0.16273734,0.048320185,0.5185822,0.27036026,pp432_control_ans0_att20_acc70.csv,432,control,0,20,70
0.38531753,0.07965807,0.38949585,0.14552853,pp350_control_ans0_att20_acc99.csv,350,control,0,20,99
0.325231,0.27159604,0.17848374,0.2246892,pp286_control_ans0_att20_acc78.csv,286,control,0,20,78
0.08851315,0.40901336,0.07158599,0.43088743,pp284_control_ans0_att19_acc70.csv,284,control,0,19,70
0.0018403664,0.8115193,0.0030692029,0.18357107,pp143_guess_ans0_att19_acc82.csv,143,guess,0,19,82
0.32664558,0.36598247,0.15889707,0.14847483,pp370_control_ans0_att20_acc65.csv,370,control,0,20,65
0.1965241,0.1610473,0.29013819,0.35229033,pp403_guess_ans0_att20_acc68.csv,403,guess,0,20,68
0.11761521,0.14532793,0.14347252,0.59358436,pp192_control_ans0_att20_acc83.csv,192,control,0,20,83
0.09486554,0.26407987,0.09578747,0.5452671,pp281_guess_ans0_att20_acc72.csv,281,guess,0,20,72
0.4916707,0.27980223,0.14884101,0.07968616,pp405_guess_ans0_att20_acc79.csv,405,guess,0,20,79
0.006264894,0.24903208,0.0074213683,0.7372816,pp195_guess_ans0_att20_acc76.csv,195,guess,0,20,76
0.16113679,0.48624852,0.09668567,0.25592902,pp239_guess_ans0_att20_acc68.csv,239,guess,0,20,68
0.32490233,0.11140104,0.40174887,0.1619477,pp321_guess_ans0_att16_acc61.csv,321,guess,0,16,61
0.016787026,0.20294096,0.014489023,0.76578295,pp288_control_ans0_att20_acc79.csv,288,control,0,20,79
0.04709823,0.7910719,0.016117241,0.14571269,pp156_control_ans0_att19_acc97.csv,156,control,0,19,97
0.28421566,0.27209502,0.20555198,0.23813733,pp176_control_ans0_att20_acc70.csv,176,control,0,20,70
0.002096976,0.0037534572,0.003080401,0.9910692,pp194_control_ans0_att20_acc88.csv,194,control,0,20,88
0.002020861,0.3106452,0.0043359376,0.68299806,pp290_control_ans0_att16_acc59.csv,290,control,0,16,59
0.34213668,0.083970815,0.44260573,0.13128686,pp257_guess_ans0_att18_acc56.csv,257,guess,0,18,56
0.41352722,0.2199447,0.23924558,0.12728257,pp197_guess_ans0_att20_acc74.csv,197,guess,0,20,74
0.12689087,0.34384006,0.13933411,0.38993502,pp170_control_ans0_att14_acc55.csv,170,control,0,14,55
0.0022801922,0.7115094,0.002802885,0.28340745,pp233_guess_ans0_att19_acc93.csv,233,guess,0,19,93
0.24284624,0.5146324,0.083228745,0.15929262,pp273_guess_ans0_att20_acc82.csv,273,guess,0,20,82
0.30258536,0.22081032,0.25600547,0.22059886,pp131_guess_ans0_att18_acc65.csv,131,guess,0,18,65
0.0159658,0.006063676,0.67973137,0.2982392,pp294_control_ans0_att20_acc65.csv,294,control,0,20,65
0.07771822,0.03524072,0.4411234,0.4459177,pp227_guess_ans0_att20_acc70.csv,227,guess,0,20,70
0.23670466,0.4238586,0.12741168,0.21202503,pp427_guess_ans0_att18_acc55.csv,427,guess,0,18,55
