rt,symbol,cond,pp
-9.570145706994055,0.0,control,109
-7.780877563005438,0.0,control,109
-13.915433743332468,0.0,control,109
-10.385594269376366,0.0,control,109
-8.897025171578605,0.0,control,109
-7.382674900003312,0.0,control,109
-7.670845536244702,0.0,control,109
-8.339582089903669,0.0,control,109
-8.435202230835223,0.0,control,109
-7.196863078219678,0.0,control,109
-12.685589708913302,0.0,control,109
-6.352430472918668,0.0,control,109
-12.951282124818187,0.0,control,109
-9.570192254477274,0.0,control,109
-15.545380734044308,0.0,control,109
-8.30629432935014,0.0,control,109
8.937372780507658,0.0,control,109
-14.270728143496436,0.0,control,109
-8.230493131198646,0.0,control,109
-15.050449882880269,0.0,control,109
-9.827251810927802,0.0,control,109
-9.389418794120129,0.0,control,109
-8.669802590042575,0.0,control,109
-8.490321801961331,0.0,control,109
-12.587759149950259,0.0,control,109
-7.566572039617242,0.0,control,109
-9.235514453761162,0.0,control,109
-9.05428221857102,0.0,control,109
-7.252678063709516,0.0,control,109
-6.635275490410492,0.0,control,109
-6.604670614509424,0.0,control,109
-10.266091948549512,0.0,control,109
-9.821045499018805,0.0,control,109
-11.969187133135424,0.0,control,109
-9.145807345351473,0.0,control,109
-13.999094453957445,0.0,control,109
-9.323902777819095,0.0,control,109
-9.627661348727019,0.0,control,109
6.932293544852903,0.0,control,109
-12.881138608888474,0.0,control,109
-9.264089789348102,0.0,control,109
-11.351951356901498,0.0,control,109
-9.963447901652188,0.0,control,109
-15.092998652703557,0.0,control,109
-8.749362499695943,0.0,control,109
-9.507201979524352,0.0,control,109
-8.231982732088506,0.0,control,109
-6.399894702881482,0.0,control,109
-10.800717388736826,0.0,control,109
-7.355654456945676,0.0,control,109
-11.676073995287247,0.0,control,109
-10.521523450922857,0.0,control,109
10.64664051200403,0.0,control,109
-7.800367255948872,0.0,control,109
-13.956828744466057,0.0,control,109
-8.869479325706928,0.0,control,109
-8.914132905905118,0.0,control,109
-8.874315377933693,0.0,control,109
-9.27202075081231,0.0,control,109
-7.777968868158626,0.0,control,109
-9.657897668451522,0.0,control,109
-9.639939367858474,0.0,control,109
-11.756351352848338,0.0,control,109
-10.65922498025576,0.0,control,109
-10.6087214637548,0.0,control,109
-9.908840494394537,0.0,control,109
-7.574442925505339,0.0,control,109
-8.826542521019489,0.0,control,109
-6.978038227674913,0.0,control,109
-13.921638544343525,0.0,control,109
-10.453860556548756,0.0,control,109
-14.418349453745908,0.0,control,109
7.101423868549377,0.0,control,109
-12.549969706000093,0.0,control,109
