rt,symbol,cond,pp
-2.04748293616316,0.0,control,160
-0.9799883984548425,0.0,control,160
-2.264289716467921,0.0,control,160
-1.06702335596759,0.0,control,160
-0.747605555898597,0.0,control,160
-2.051321285770428,0.0,control,160
-1.801406176895327,0.0,control,160
-1.0545211027346715,0.0,control,160
-1.4123463971998242,0.0,control,160
-2.460706328350059,0.0,control,160
-1.608888683157674,0.0,control,160
-2.2239828680147116,0.0,control,160
-2.667287459088115,0.0,control,160
-1.4905465206602915,0.0,control,160
-1.5538593007773418,0.0,control,160
-1.574691887935157,0.0,control,160
-2.3348327126905453,0.0,control,160
-2.414893957085773,0.0,control,160
2.2886031817849206,0.0,control,160
2.749501220349459,0.0,control,160
-3.131176162291916,0.0,control,160
-2.6889521631897577,0.0,control,160
-1.3574341220611261,0.0,control,160
-3.189870779983694,0.0,control,160
2.851839595287611,0.0,control,160
-3.212998926015348,0.0,control,160
-1.3952487501391189,0.0,control,160
-3.353014628018512,0.0,control,160
-2.6669346016949858,0.0,control,160
-2.275887083834491,0.0,control,160
-2.0005778588544305,0.0,control,160
-0.8199568179467824,0.0,control,160
-1.4805746297073599,0.0,control,160
-1.5352053030666069,0.0,control,160
-1.6059293006479916,0.0,control,160
-1.528372253774352,0.0,control,160
-1.6608489025025757,0.0,control,160
-1.8060755195690987,0.0,control,160
-1.6764538375059932,0.0,control,160
-1.9698277639214048,0.0,control,160
-1.547094438055347,0.0,control,160
-0.8340723159649421,0.0,control,160
-1.7790784761710374,0.0,control,160
-0.9497600044112697,0.0,control,160
-1.3415404998605711,0.0,control,160
-1.605521685115836,0.0,control,160
-1.74219239598871,0.0,control,160
-3.2159436387210794,0.0,control,160
1.12489373709644,0.0,control,160
-1.0874294641891384,0.0,control,160
-3.5566678473099684,0.0,control,160
-1.5897373436873883,0.0,control,160
-0.7704635720831606,0.0,control,160
-0.7867746921128801,0.0,control,160
2.9845037454837016,0.0,control,160
-3.3112677126625094,0.0,control,160
-1.0262922683338618,0.0,control,160
-2.0224457120253865,0.0,control,160
-2.0536159913834333,0.0,control,160
-1.008917554957319,0.0,control,160
-3.5685506877975812,0.0,control,160
-1.7103122220189273,0.0,control,160
-1.7932292399710055,0.0,control,160
-1.7503443015270022,0.0,control,160
1.427935185323933,0.0,control,160
2.2364978952819015,0.0,control,160
1.345264467500107,0.0,control,160
-1.7211104001175712,0.0,control,160
-0.9744790928434132,0.0,control,160
-3.3833432895622435,0.0,control,160
-0.9782703376887875,0.0,control,160
-1.0833781834899336,0.0,control,160
-0.7548807294714562,0.0,control,160
