RT,mean,half
1.0073,1,1
-1.6237,0,1
-2.0924,0,1
-6.3995,0,1
5.8455,1,1
-4.7544,1,1
0.7862,1,1
6.2956,0,1
-8.3653,1,1
-1.7146,0,1
-5.5344,1,1
9.9349,1,1
-1.2601,0,1
2.4931,1,1
-6.3606,0,1
2.3505,1,1
-7.5915,1,1
-6.5078,1,1
-2.7566,0,1
-1.8829,0,1
3.9571,0,1
2.1055,0,1
1.7263,1,1
0.9264,1,1
-1.5501,0,1
2.2245,0,1
-6.2906,0,1
-2.3562,0,1
1.5393,0,1
-2.007,0,1
1.1087,1,1
-6.7353,0,1
0.9551,1,1
2.1257,1,1
1.7503,1,1
-6.9904,1,1
6.8138,0,1
-4.9727,1,1
-1.8249,0,1
1.1069,1,1
-5.0755,1,1
2.7367,0,1
-1.4911,0,1
-0.9578,0,1
-0.6665,1,1
-1.6745,1,1
1.3988,1,1
-2.0572,0,1
-1.2841,1,1
-0.7902,1,1
2.2537,1,1
2.7092,1,1
1.6694,1,1
2.3745,0,1
-1.2687,1,1
1.0087,1,1
2.2419,0,1
1.2552,0,1
1.5402,1,1
1.2088,0,1
-1.3053,0,1
-2.5095,1,1
3.075,1,1
3.4074,1,1
2.0826,1,1
-2.4243,0,1
2.0248,0,1
-5.4189,0,1
-12.5983,1,1
-7.8405,1,1
-1.4706,1,1
-1.3074,0,1
1.3577,0,1
-1.9478,0,1
-4.1776,1,1
2.8144,1,1
-1.9834,0,1
3.8045,0,1
-2.4026,0,1
-3.7743,0,1
2.8543,1,1
-2.6271,0,1
2.7623,0,1
-20.0359,1,1
-16.7795,0,1
-2.4305,1,1
-10.8289,1,1
-6.1964,0,1
-6.4031,1,1
-0.6924,1,1
-8.9797,1,1
-4.6794,0,1
-5.0912,1,1
-13.3677,1,1
-12.4107,0,1
1.4139,1,1
-13.6671,1,1
-0.9427,1,1
0.5953,0,1
-1.0921,0,1
1.3895,1,1
-1.6496,1,1
-6.2807,1,1
-4.0552,1,1
-7.6145,1,1
-15.3085,1,1
11.6381,0,1
-6.4309,0,1
5.4943,0,1
-4.4267,0,1
-11.5236,1,1
-3.1921,0,1
-7.4243,0,1
-2.9244,1,1
8.2218,0,1
-6.2633,0,1
1.7752,1,2
-0.9221,0,2
-0.9083,1,2
-1.2992,1,2
-0.9337,1,2
-1.5271,0,2
-0.8412,1,2
-0.7328,1,2
1.6437,0,2
1.0401,1,2
2.2406,0,2
-0.9194,0,2
-1.2623,1,1
1.6841,0,1
1.023,0,1
-1.0761,0,1
-0.8841,1,1
-1.2897,0,1
20.2686,1,1
-2.8245,1,1
13.2706,1,1
23.4683,0,1
16.2218,0,1
2.9579,0,1
-1.2596,0,1
-1.542,0,1
-21.1532,0,1
-10.8728,0,1
-19.4934,0,1
-1.7845,1,1
-1.3934,0,2
-1.452,1,2
-1.4564,0,2
1.0415,1,2
-1.0587,0,2
1.6748,0,1
1.1312,0,1
1.2746,0,1
1.5748,1,1
-2.4873,1,1
-1.3361,0,1
1.9379,1,1
-0.923,0,1
-1.6274,1,1
