RT,mean,half
-1.5947,1,1
1.9137,0,1
1.2328,1,1
-2.2467,0,1
-2.4372,0,1
-1.8857,0,1
0.8181,1,1
-0.8525,0,1
-1.3086,0,1
1.7679,1,1
1.7002,1,1
1.8201,1,1
-2.2594,0,1
1.4841,1,1
1.471,1,1
-1.3377,0,1
0.9954,1,1
-1.3195,0,1
1.9911,0,1
-2.1146,0,1
-2.421,1,1
1.8166,1,1
1.3676,1,1
2.1831,0,1
-1.8878,0,1
-1.4485,0,1
0.9254,1,1
-2.253,1,1
-1.6451,0,1
-1.3126,0,1
2.4065,1,1
2.3798,0,1
0.824,1,1
1.3267,1,1
-1.223,0,1
-1.4285,1,1
-1.8925,0,1
2.2547,0,1
1.7221,0,1
1.6803,1,1
1.6463,1,1
-1.2417,0,1
1.1801,0,1
-1.9587,0,1
-1.3569,0,1
1.638,1,1
-1.7375,1,1
0.7649,1,1
-2.289,1,1
-1.5153,0,1
-3.2704,1,1
2.7463,1,1
-2.039,0,1
2.3801,0,1
-2.9544,0,1
2.4673,0,1
-2.8157,0,1
1.4775,1,1
2.5044,1,1
1.8733,1,1
1.1812,0,1
0.7504,1,1
0.7483,0,1
1.2809,1,1
-1.0997,0,1
0.7139,1,1
-1.1406,1,1
-4.0212,1,1
-2.5093,0,1
3.2439,1,1
4.4493,1,1
-2.9517,0,1
-2.9911,1,1
5.994,1,1
-6.6349,0,1
-4.8908,1,1
-11.2809,1,1
1.3569,1,1
-1.7688,0,1
1.3558,1,1
-2.0457,0,1
-1.6998,1,1
2.662,1,1
2.1412,0,1
-1.9784,1,1
-2.6406,0,1
-5.6438,0,1
-7.6075,0,1
-4.2417,0,1
-8.4437,0,1
5.8596,1,1
-7.0844,0,2
1.9477,1,2
-3.4671,0,2
1.7032,1,2
-6.5275,0,2
4.4091,1,2
6.8136,0,2
7.2869,1,2
-3.9234,1,2
2.3793,1,2
-1.7123,0,2
10.488,1,2
6.2763,1,2
-7.8005,0,2
12.3788,1,2
11.0604,0,2
2.729,0,2
-6.8743,0,2
17.5199,0,2
11.9791,1,2
5.6729,1,2
-5.6804,0,1
7.085,1,1
8.007,1,1
6.4581,1,1
-3.3829,1,1
8.6334,1,1
-2.9132,0,1
-4.7217,0,1
-5.0511,0,1
-5.8934,0,1
4.4778,0,2
1.5334,1,2
-2.367,0,2
4.0944,1,2
2.4739,1,2
-2.2306,0,2
-2.9951,0,2
-1.8163,0,2
4.5489,1,2
3.6983,1,2
12.202,1,2
-11.3836,1,2
3.7601,1,2
-4.1774,0,2
3.0897,1,2
-1.9567,0,2
1.7652,1,2
-1.2584,1,2
5.7484,1,2
-5.9744,0,2
-6.6577,1,2
-1.6968,1,2
-1.6406,0,2
6.4321,1,2
10.894,0,2
3.7075,1,2
-1.2769,1,2
-2.8294,0,2
-5.0485,0,2
10.8262,0,2
5.1024,0,2
3.4328,0,2
3.6957,0,2
5.1092,0,2
1.0901,1,2
7.3376,0,2
4.3473,1,2
-4.6289,1,2
8.6009,1,2
-1.7113,0,2
4.8789,0,2
1.8164,0,2
3.2864,0,2
6.29,1,2
-1.9883,1,2
7.3794,0,2
2.0804,1,2
-1.4672,1,2
2.4461,0,2
2.7037,0,2
4.7433,0,2
3.9096,0,2
4.9655,1,2
2.8142,1,2
2.6293,1,2
2.5717,0,2
2.6153,0,2
-4.2703,0,2
5.7144,0,2
-2.5858,0,2
-1.5389,0,2
-3.4879,0,2
5.8744,1,2
11.4571,0,2
5.8576,1,2
3.33,1,2
7.1335,1,2
2.8391,1,2
1.8564,0,2
2.6718,1,2
-6.253,0,2
-2.5645,0,2
7.9075,1,2
-7.4351,1,2
-6.2455,0,2
5.9829,1,2
-7.6433,0,2
-2.9966,0,2
-7.247,0,2
6.6504,1,2
-5.9744,0,2
7.3198,1,2
-15.7387,0,2
6.2329,1,2
7.9638,1,2
-6.6342,0,2
-11.4964,0,2
-2.0334,0,2
6.8991,1,2
-12.5093,0,2
-5.6437,0,2
7.3323,1,2
6.4095,1,2
8.3468,1,2
17.114,0,2
-15.4684,0,2
6.9424,1,2
5.8485,1,2
-8.045,0,2
-9.9349,0,2
1.9612,1,2
7.8275,1,2
5.0047,0,2
-6.8708,1,2
-5.0386,0,2
9.454,1,2
5.4745,1,2
7.5113,1,2
7.4982,0,2
7.8086,1,2
-9.2085,0,2
4.6954,1,2
18.2049,1,2
9.6535,1,2
8.0615,1,2
8.3049,1,2
-11.2476,0,2
7.1433,1,2
-13.3575,0,2
5.0918,1,2
12.4844,1,2
6.871,1,2
-8.4778,0,2
-3.6316,0,2
-1.2312,0,2
4.2933,1,2
4.0413,1,2
8.4193,1,2
-8.5758,0,2
-8.3321,0,2
2.3801,1,2
-14.5393,0,2
-10.529,0,2
4.5631,0,2
5.0698,0,2
1.1863,0,1
1.6051,0,1
-1.3652,1,1
1.3545,1,1
1.708,1,1
-1.2583,1,1
3.7156,1,2
5.5832,0,2
4.1955,0,2
5.1931,1,2
6.3255,1,2
15.0946,0,2
6.0673,0,2
1.1398,1,2
-2.7144,0,2
1.7387,1,2
-1.6449,0,1
2.2539,0,1
-1.1458,0,1
1.1088,0,1
1.6656,0,1
-0.9727,0,1
1.1793,1,1
-0.805,0,1
-1.3839,1,1
0.8847,1,1
0.6989,1,1
0.8841,1,1
2.1861,1,1
-1.1762,0,1
1.6235,0,1
3.2681,0,1
5.7034,1,1
-2.2543,0,1
-5.2326,0,1
-1.431,0,1
-1.8365,0,1
1.4371,1,1
-2.3564,0,1
2.6323,1,1
5.0712,0,1
1.2847,0,1
6.1637,1,1
5.611,0,1
3.434,1,1
-1.0713,0,1
1.1041,1,1
1.2835,1,1
-1.6554,0,1
-1.4341,0,1
1.5314,1,1
0.9164,0,1
1.647,1,1
-1.7882,0,1
-1.548,1,1
1.4272,1,1
2.7017,1,1
2.7343,1,1
4.0869,1,1
-5.0473,1,1
1.6001,1,1
3.9179,0,1
-3.142,0,1
-2.244,0,1
-1.6896,0,1
4.4965,1,1
-3.1408,0,1
-6.2233,0,1
-2.897,0,2
-2.47,1,1
3.0147,1,1
-3.5122,1,1
1.4903,1,1
-2.2614,0,1
-1.018,1,2
4.7709,1,2
2.6375,0,1
-18.9856,0,2
-5.1997,0,1
6.511,1,2
7.4493,1,2
14.8659,0,2
-3.4097,0,2
1.8922,1,2
2.5203,0,1
-2.1182,1,1
-2.4385,0,1
1.7611,1,1
6.5711,0,1
4.5971,1,1
2.8262,1,1
-2.4149,0,1
7.7408,1,1
