RT,mean,half
2.353,1,1
-9.9,0,1
12.0583,1,1
11.079,0,1
-4.5484,0,1
-4.0267,0,1
-6.4146,0,1
5.5983,1,1
4.7806,1,1
-8.4035,1,1
4.955,1,1
-9.474,1,1
10.533,1,1
-3.5749,0,1
-10.3059,1,1
-3.0729,0,1
-7.0054,0,1
15.1317,0,1
14.2742,1,1
39.5594,1,1
28.0273,1,1
-9.4433,0,1
10.3985,1,1
8.5955,1,1
8.2344,1,1
11.0113,1,1
-10.08,0,1
-3.9395,0,1
-6.5447,0,1
16.4238,1,1
-6.5816,0,1
3.8185,1,1
-4.32,0,1
-4.7234,1,1
16.649,1,1
-6.889,0,1
10.8375,1,1
7.3005,1,1
-29.1788,1,1
-9.2852,0,1
-22.0531,0,1
-6.1692,0,1
-16.8592,0,1
-20.6043,0,1
3.2096,1,1
4.3106,1,1
7.4263,1,1
1.883,1,2
6.7141,1,2
6.2251,1,2
10.7194,1,2
1.608,1,2
2.8065,0,2
-2.6355,1,2
-5.3327,0,2
11.0638,1,2
-17.46,1,2
6.5517,1,2
-8.9779,0,2
20.0478,1,2
5.2872,1,2
18.6271,0,2
14.0261,1,2
-15.9267,0,2
-15.8786,1,2
26.2524,1,2
-17.1431,0,2
10.4848,1,2
-6.1678,0,2
-13.8367,0,2
19.6999,1,2
9.8328,1,2
-2.8382,0,2
-6.4858,0,2
-17.8336,0,1
7.5893,1,1
-6.7161,0,1
2.0364,1,2
-4.185,0,2
7.4777,1,2
-9.4181,0,2
7.9662,1,2
2.9628,1,2
-2.13,0,2
-3.3049,0,2
-3.3063,0,2
-3.7055,1,2
3.6249,0,2
-5.4704,0,2
-4.2383,0,2
2.4925,1,2
7.1212,1,2
8.1084,1,2
5.7429,0,2
-15.7136,0,2
-15.4185,0,2
8.0166,1,1
10.3744,1,1
-9.2504,0,1
-7.6269,1,1
-12.9794,0,1
-12.0669,1,1
-7.881,1,1
11.1156,1,2
-7.5986,0,1
-9.8434,0,1
15.069,0,1
-3.8512,0,1
-10.0537,1,1
23.605,1,1
6.5715,1,1
10.184,1,1
-12.8796,0,1
-12.7563,0,1
-6.9294,0,1
20.6366,1,1
12.2989,1,1
-19.1423,1,1
-5.0392,0,1
-7.1456,0,1
-6.5129,0,1
9.7691,1,1
16.832,1,1
-18.2409,0,1
-5.4332,0,1
-12.2567,0,1
-7.3734,0,2
-8.0366,0,2
6.1679,1,2
6.8025,1,2
2.4151,1,2
8.3412,0,2
-2.6342,0,2
4.2438,1,2
2.0945,1,2
2.5324,0,2
-8.1938,0,2
2.8443,1,2
1.9077,1,2
-5.5872,0,2
4.1195,1,2
-6.1547,0,2
3.0581,0,2
1.9031,1,2
5.6477,1,2
4.8044,1,2
1.8248,0,2
1.488,1,2
-19.8594,0,2
3.83,1,2
3.7677,1,2
6.5375,1,2
16.9539,1,2
23.3984,1,2
-3.8406,0,2
7.243,1,2
-3.4471,0,2
1.4485,1,2
6.9552,1,2
2.6739,1,2
-9.6155,0,2
-6.0126,0,2
33.1956,1,2
4.8341,1,2
7.9408,1,2
-8.4924,0,2
-3.3203,0,2
1.4052,1,2
-4.5597,0,2
2.9488,0,2
-10.0352,0,2
-10.2689,0,2
-8.7113,0,2
-22.6836,0,2
1.5625,1,2
2.5897,1,2
-18.101,0,2
24.2367,1,1
-6.1076,0,1
-12.2843,0,1
9.3023,1,1
-7.5358,0,1
9.5452,1,1
-13.7831,0,1
2.1199,1,2
-5.0586,0,2
3.8029,1,2
8.8561,1,2
-15.952,0,2
-8.4868,0,2
-7.2101,0,2
-4.4138,0,2
1.9084,1,2
3.356,1,2
-5.9893,0,2
3.486,1,2
9.3411,1,1
9.4422,1,1
-8.1668,0,1
10.7081,1,1
-7.9427,0,1
15.2914,1,1
-11.467,0,1
19.0054,1,1
18.1561,1,1
-11.6778,1,1
-5.7318,0,1
11.1695,1,1
-9.6024,0,2
-6.2127,0,2
-2.7004,0,2
-6.8307,0,2
6.9367,1,2
-15.7299,0,2
5.7438,1,2
4.887,1,2
8.8486,1,1
-6.2048,0,1
2.5249,1,1
4.7683,1,1
1.958,1,1
2.6457,1,1
3.6318,1,1
-4.1811,0,1
-7.7103,0,1
-10.1828,0,1
-22.4038,0,1
-10.9627,0,1
-8.9719,0,1
-3.5756,0,1
-4.3195,0,1
9.9171,1,1
3.9911,0,2
3.4276,1,2
6.3334,0,2
