t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
1.129451,1.2000024,0.53723806,-0.019098762,0.33514395,1.832241,1.3502017,pp412_guess_ans0_att18_acc57.csv,412,guess,0,18,57
0.87431985,1.3448625,0.77777064,-0.07107215,0.26455688,4.250029,1.3610023,pp377_control_ans0_att18_acc61.csv,377,control,0,18,61
0.70956224,1.4298251,0.4553339,-0.05002232,0.4012847,6.840029,1.0493815,pp375_control_ans0_att19_acc66.csv,375,control,0,19,66
0.8072566,1.4235613,0.56140745,-0.13787095,-0.029082559,6.175171,1.035601,pp288_guess_ans0_att18_acc59.csv,288,guess,0,18,59
2.1316614,1.4273831,0.42905858,-0.40044808,0.6101172,6.1380725,1.4183458,pp439_control_ans0_att20_acc84.csv,439,control,0,20,84
1.7572973,1.1406078,0.475994,-0.28264898,0.2825465,3.4884446,1.6242609,pp361_control_ans0_att20_acc69.csv,361,control,0,20,69
4.5073404,1.40405,0.76402575,-0.33554643,-0.21466504,8.277491,1.9845295,pp183_control_ans0_att20_acc88.csv,183,control,0,20,88
0.9516199,1.3895677,0.48047632,-0.29806662,0.5309007,5.5597267,1.0615941,pp234_guess_ans0_att19_acc72.csv,234,guess,0,19,72
1.170747,1.2094884,0.44441366,-0.6923663,0.09381712,1.3672931,1.7240052,pp438_guess_ans0_att20_acc64.csv,438,guess,0,20,64
0.7042356,0.28043002,0.6342448,-0.44757807,0.24992982,1.3945581,1.5761675,pp402_guess_ans0_att18_acc65.csv,402,guess,0,18,65
0.7270237,0.2761205,0.5377718,-0.23996584,0.32251185,1.5812669,1.4266847,pp142_guess_ans0_att20_acc64.csv,142,guess,0,20,64
2.7308652,1.4330956,0.5829281,-0.47674912,0.4170907,6.030719,1.3833534,pp259_control_ans0_att20_acc82.csv,259,control,0,20,82
0.7265012,1.4396646,0.33813238,-0.09259237,0.2617341,7.3414874,1.3055412,pp420_guess_ans0_att20_acc69.csv,420,guess,0,20,69
0.7125652,0.31132194,0.5205173,-0.31594652,0.44448212,2.3377304,1.3239878,pp313_control_ans0_att20_acc71.csv,313,control,0,20,71
0.6353301,0.53629833,0.5048767,-0.23940952,0.41358164,2.4393492,1.6863014,pp141_control_ans0_att20_acc69.csv,141,control,0,20,69
