RT,mean,half
2.4132,0,1
-1.7158,0,1
2.5676,0,1
3.7749,1,1
3.0713,1,1
2.6574,1,1
3.047,1,1
-6.284,0,1
4.1584,1,1
2.1569,1,1
-2.9614,0,1
-4.2243,0,1
4.9763,1,1
-2.5729,0,1
5.9993,1,1
2.7029,0,1
2.3954,1,1
5.0773,1,1
7.72,0,1
-2.2071,0,1
-3.8876,0,1
-4.5277,0,1
-2.7384,0,1
3.6253,0,1
2.8994,1,1
-2.4485,1,1
-1.8116,1,1
-3.1857,1,1
2.8726,0,1
3.3393,1,1
9.6139,0,1
-2.8647,1,1
-3.6745,0,1
-3.1508,1,1
-4.6919,1,1
4.3579,1,1
-3.0592,0,1
5.2524,1,1
5.0255,1,1
-2.2764,0,1
-4.1392,1,1
-3.4968,0,1
2.2608,1,1
-2.7211,0,1
2.9264,0,1
-2.8204,0,1
-1.1699,0,1
-3.4074,1,1
2.3438,1,1
-1.3452,1,1
4.6263,1,1
-0.9192,0,1
0.99,0,1
-0.792,0,1
1.66,1,1
-2.5276,1,1
3.0234,1,1
-1.9886,0,1
-3.9896,0,1
-1.3518,0,1
-3.1898,1,1
2.0499,1,1
-1.3566,0,1
-3.4324,0,1
2.6038,1,1
-0.8927,0,1
-1.0358,0,1
1.633,0,1
2.1191,1,1
-2.9067,1,1
3.4592,1,1
-3.2399,0,1
1.3799,1,1
2.5805,1,1
-1.0591,0,1
1.799,1,1
-0.9949,0,1
-1.0595,0,1
-2.5326,0,1
1.6263,1,1
-3.2619,0,1
1.2966,1,1
-1.2866,0,1
3.2249,1,1
-2.6137,0,1
5.8907,1,1
-1.7531,0,1
2.4837,1,1
-1.4129,1,1
-2.9558,0,1
-1.4997,0,1
1.2388,0,1
3.2138,0,1
1.02,0,1
3.416,1,1
1.68,1,1
2.0824,1,1
1.4039,1,1
3.7161,1,1
-2.8663,1,1
1.4978,1,1
-1.7799,0,1
-2.761,0,1
-1.3651,1,1
-3.0169,0,1
3.5248,1,1
-2.9829,0,1
-2.1211,0,1
1.9231,1,1
-3.3213,0,1
2.038,1,1
1.2231,0,1
3.8903,1,1
8.2733,0,1
1.5177,1,1
-2.6479,0,1
3.4258,1,1
1.679,0,1
5.5268,1,1
-3.8037,0,1
-3.0599,0,1
2.0469,1,1
4.0211,1,1
-1.5372,1,1
3.9537,1,1
-1.1775,1,1
-1.8474,1,1
-3.47,0,1
-3.1257,0,1
-1.0954,0,1
4.4928,0,1
4.0768,1,1
-4.5398,0,1
-4.2411,0,1
3.0603,1,1
-2.9549,0,1
-1.1848,0,1
-1.2876,0,1
1.5758,1,1
-2.2927,0,1
-1.2529,0,1
-1.4473,0,1
1.3292,0,1
1.9162,1,1
2.4273,1,1
3.2187,0,1
3.6106,1,1
-3.6157,1,1
5.9761,1,1
3.3424,0,1
-4.3425,1,1
-3.0476,1,1
-2.2861,0,1
3.4238,1,1
3.603,1,1
3.6596,1,1
2.9453,1,1
-3.264,1,1
-0.9397,0,1
-2.0264,0,1
-3.7774,0,1
-1.3626,0,1
-3.0439,0,1
-2.6291,0,1
-1.4305,0,1
-1.3521,0,1
2.8572,1,1
-1.6442,0,2
1.0909,1,2
-3.3321,0,2
-2.8642,1,2
3.6936,0,2
3.394,1,2
4.0442,0,2
2.8955,1,2
3.7257,1,2
5.0738,1,2
-1.7279,0,2
7.5934,1,2
1.322,1,2
-3.6693,0,2
2.2629,1,2
1.6553,0,2
3.177,0,2
-1.17,0,2
-4.3599,0,2
2.2961,1,2
6.0786,1,2
5.0392,0,2
-4.5159,0,2
-3.699,0,2
-7.5343,0,2
5.8141,0,2
-4.257,0,2
2.5732,1,2
-1.3766,0,2
3.0098,1,2
-7.0784,1,2
-3.3113,0,2
1.4762,1,2
1.7285,0,2
3.1922,1,2
2.2604,1,2
2.1352,0,2
-3.0237,0,2
-4.248,0,2
-3.9789,1,2
6.2103,1,2
1.7594,1,2
3.6746,1,2
-1.6882,1,2
-3.0368,0,2
8.6991,1,2
-2.0452,0,2
4.5519,1,2
2.386,1,2
1.4312,1,2
-2.1735,0,2
8.5319,1,2
10.7415,1,2
-2.5705,0,2
-3.8537,1,2
-4.8226,0,2
6.692,1,2
3.3672,1,2
-2.42,0,2
2.9126,1,2
-3.5371,0,2
2.4473,0,2
2.098,1,2
4.6092,1,2
-3.5303,0,2
-3.958,0,2
-5.2379,1,2
-2.2489,0,2
8.1624,1,2
1.4879,1,2
-3.2413,0,2
-2.4612,0,2
-3.0356,0,2
-2.9823,0,2
9.6522,1,2
-4.2381,1,2
-2.6859,0,2
-6.171,1,2
2.5075,1,2
2.3846,0,2
-8.3551,0,2
-3.154,0,2
