RT,mean,half
-6.809,0,1
-7.873,0,1
-13.924,0,1
15.765,1,1
7.93,1,1
6.977,1,1
14.179,1,1
-8.623,0,1
9.192,1,1
9.656,1,1
8.958,0,1
-8.695,0,1
10.474,1,1
-10.504,0,1
9.689,1,1
-14.033,0,1
-7.48,0,1
6.373,1,1
-10.057,0,1
6.684,1,1
8.476,1,1
11.351,1,1
8.705,1,1
-7.439,0,1
10.057,1,1
-7.763,0,1
9.127,1,1
-7.745,0,1
7.107,1,1
6.808,1,1
12.63,1,1
-6.972,0,1
9.986,1,1
-8.824,0,1
6.111,1,1
-5.424,0,1
7.197,1,1
-7.092,0,1
13.737,1,1
9.845,1,1
5.005,1,1
-6.396,0,1
-8.698,0,1
-12.863,0,1
-14.73,0,1
8.208,1,1
10.6,1,1
11.229,1,1
6.611,1,1
-12.558,0,1
-11.68,0,1
-8.656,0,1
12.475,1,1
9.01,1,1
9.834,1,1
-13.511,0,1
-10.512,0,1
-14.732,0,1
11.314,1,1
8.512,1,1
-7.733,0,1
-8.182,0,1
-8.479,0,1
10.148,1,1
-8.682,0,1
-11.053,0,1
-9.631,0,1
5.926,1,1
9.244,1,1
5.662,1,1
-7.658,0,1
9.439,1,1
6.228,1,1
-6.514,0,1
6.057,1,1
-6.059,0,1
-5.879,0,1
-5.237,0,1
5.957,1,1
-10.28,0,1
13.356,1,1
-6.513,0,1
5.924,1,1
6.862,1,1
-6.276,0,1
7.694,1,1
-8.845,0,1
8.182,1,1
8.614,1,1
-5.83,0,1
-6.331,0,1
6.974,0,1
-7.93,0,1
-8.077,0,1
-6.157,1,1
7.958,1,1
5.629,1,1
4.727,1,1
5.447,1,1
5.681,1,1
8.378,1,1
-5.625,0,1
-5.921,0,1
7.987,1,1
-6.974,0,1
5.709,1,1
-11.778,0,1
-5.708,0,1
6.54,1,1
-5.242,0,1
7.592,1,1
-6.506,0,1
7.244,1,1
-5.242,0,1
5.477,1,1
-6.3,0,1
8.612,1,1
-6.153,0,1
7.165,1,1
-7.075,0,1
-7.03,0,1
7.914,1,1
6.393,1,1
7.771,1,1
8.211,1,1
7.2,1,1
5.281,1,1
-7.974,0,1
-5.565,0,1
-5.228,0,1
