t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
5.8196845,1.0645909,0.576099,-0.73370403,0.50740045,5.2369294,0.005088531,pp109_control_ans0_att20_acc100.csv,109,control,0,20,100
1.0466691,1.3018465,0.5008243,0.119850785,0.97870374,1.3142177,0.011570812,pp560_guess_ans0_att18_acc62.csv,560,guess,0,18,62
0.5850587,1.2991759,0.55763507,-0.1745759,-0.23455341,3.6238813,-0.022852995,pp38_guess_ans0_att13_acc51.csv,38,guess,0,13,51
2.0326834,1.4058167,0.4634376,-0.15865107,0.08288904,4.3187737,0.011499202,pp355_control_ans0_att19_acc74.csv,355,control,0,19,74
0.6027274,0.50113016,0.36117625,-0.05929401,0.037575904,2.332574,0.004615955,pp218_guess_ans0_att17_acc52.csv,218,guess,0,17,52
0.66592985,1.3599778,0.51120025,-0.117803186,0.12647498,3.82104,-0.010249513,pp375_control_ans0_att19_acc66.csv,375,control,0,19,66
1.0990467,1.3358173,0.52013296,-0.3964492,0.099013254,4.2755957,-0.012113767,pp74_guess_ans0_att20_acc76.csv,74,guess,0,20,76
0.8304341,0.7216775,0.5744026,-0.18100801,0.6687191,1.930667,0.008483284,pp500_guess_ans0_att20_acc67.csv,500,guess,0,20,67
0.96150714,1.3256078,0.49308082,-0.42581674,0.2844114,3.9125414,-0.03440848,pp168_guess_ans0_att20_acc79.csv,168,guess,0,20,79
1.1960812,1.2361403,0.40383154,-0.17806719,0.0288894,4.287223,-0.022504665,pp420_guess_ans0_att20_acc69.csv,420,guess,0,20,69
0.07025807,0.7197982,0.5761701,-0.13171461,0.037285563,2.6728199,0.0019494495,pp19_control_ans0_att12_acc52.csv,19,control,0,12,52
1.8914636,1.3797992,0.54031897,-0.21590933,0.2750912,4.046163,-0.034861412,pp317_control_ans0_att20_acc73.csv,317,control,0,20,73
0.45896474,0.8622331,0.5415502,-0.24557579,0.10597373,2.5476243,0.0038873348,pp131_control_ans0_att18_acc61.csv,131,control,0,18,61
5.270226,1.3916193,0.494902,-0.68947875,0.6919283,6.2012653,-0.014698886,pp509_control_ans0_att20_acc96.csv,509,control,0,20,96
2.1239839,1.4017036,0.5323321,-0.43971992,0.29606313,4.778237,-0.0025505037,pp372_guess_ans0_att19_acc89.csv,372,guess,0,19,89
0.77265525,1.262835,0.50139904,-0.18971875,-0.13131395,4.227184,0.022933595,pp382_guess_ans0_att19_acc60.csv,382,guess,0,19,60
0.6997089,0.7639134,0.5292381,-0.33012468,0.20180936,2.7087572,-0.008965499,pp179_control_ans0_att20_acc68.csv,179,control,0,20,68
0.70965725,0.8427715,0.51751065,-0.18478984,0.28900027,3.7331278,-0.008350835,pp234_guess_ans0_att19_acc72.csv,234,guess,0,19,72
0.7835425,1.2022967,0.45329818,0.4478759,1.0423027,2.3989081,0.004802175,pp272_guess_ans0_att19_acc56.csv,272,guess,0,19,56
0.20749043,0.73469436,0.47416016,-0.014937013,0.226219,2.7163153,0.025202775,pp534_guess_ans0_att18_acc57.csv,534,guess,0,18,57
0.94051933,1.1614705,0.5378058,-0.35505462,0.329769,2.3707411,0.0022910996,pp78_guess_ans0_att20_acc69.csv,78,guess,0,20,69
1.0267509,1.2029879,0.45019716,-0.26453793,0.34547177,3.8001137,0.017497694,pp283_control_ans0_att20_acc78.csv,283,control,0,20,78
0.39816287,1.3800678,0.6911093,-0.21332812,-0.15514177,3.7075195,-0.004931262,pp162_guess_ans0_att15_acc60.csv,162,guess,0,15,60
0.5632129,0.3103733,0.580445,-0.4075757,0.29417464,1.7294194,0.016111456,pp402_guess_ans0_att18_acc65.csv,402,guess,0,18,65
4.4256387,1.4148226,0.51240236,-0.8152532,1.1024336,4.053939,-0.0039317654,pp167_control_ans0_att20_acc96.csv,167,control,0,20,96
0.71140057,0.6960627,0.49388745,-0.017150672,0.43095744,2.0992973,-0.012171241,pp387_control_ans0_att20_acc62.csv,387,control,0,20,62
1.9794719,1.4182615,0.46280345,-0.29629588,0.15736748,4.630442,0.0068044104,pp66_guess_ans0_att20_acc75.csv,66,guess,0,20,75
0.5573487,0.9672111,0.548625,-0.34535074,0.667029,2.760002,-0.021129038,pp556_guess_ans0_att20_acc81.csv,556,guess,0,20,81
0.3642052,0.4559789,0.4952056,-0.23955992,0.3267497,2.1701605,-0.0005162572,pp582_guess_ans0_att20_acc64.csv,582,guess,0,20,64
