t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
1.03468,1.3423449,0.3918125,-0.83243513,-0.28960443,2.0040798,0.0040112785,pp160_control_ans0_att18_acc59.csv,160,control,0,18,59
2.5036628,1.4221635,0.511783,0.038580135,0.41523242,3.9700575,-0.018523399,pp253_guess_ans0_att19_acc63.csv,253,guess,0,19,63
0.78753084,1.1810019,0.4850315,-0.1905511,0.31952667,3.2645998,0.014699646,pp436_control_ans0_att20_acc70.csv,436,control,0,20,70
1.4351856,1.4211743,0.43434957,-0.3485331,0.21364997,4.1006436,-0.011075918,pp255_guess_ans0_att19_acc76.csv,255,guess,0,19,76
0.76896816,1.3108888,0.5154795,-0.22319987,0.58710366,3.7630038,-0.0017130161,pp183_guess_ans0_att19_acc80.csv,183,guess,0,19,80
0.9872302,1.4076549,0.43576798,-0.31278312,0.31423545,3.4996817,0.018482607,pp228_control_ans0_att20_acc76.csv,228,control,0,20,76
0.73172295,0.95632607,0.4722292,0.040392205,0.5624967,2.583381,-0.015927691,pp271_guess_ans0_att19_acc65.csv,271,guess,0,19,65
1.1060296,0.9387544,0.4749772,-0.1730049,0.49782574,3.266886,0.020095928,pp237_guess_ans0_att20_acc75.csv,237,guess,0,20,75
0.991553,1.3108118,0.54499924,-0.36693358,0.26797396,3.1866736,-0.012295443,pp335_guess_ans0_att20_acc73.csv,335,guess,0,20,73
1.3664857,1.3961519,0.46923974,-0.29754797,0.24531315,4.7501273,0.036525216,pp279_guess_ans0_att20_acc77.csv,279,guess,0,20,77
4.7929673,1.4385878,0.6540564,-0.8843335,0.17836164,6.0557275,-0.032332618,pp260_control_ans0_att20_acc91.csv,260,control,0,20,91
0.8216025,1.2568145,0.51616484,-0.36373672,0.1603006,3.0397034,0.00046294145,pp280_control_ans0_att20_acc71.csv,280,control,0,20,71
5.6557007,1.4321561,0.60208213,-0.80110747,0.098474436,7.2535243,-0.014349354,pp422_control_ans0_att20_acc91.csv,422,control,0,20,91
1.1492089,1.325931,0.45708677,-0.22059126,0.60162985,2.4379284,-0.0032799311,pp340_control_ans0_att20_acc72.csv,340,control,0,20,72
2.1822228,1.4160451,0.5159487,-0.30611756,0.6491876,5.582068,-0.018890006,pp242_control_ans0_att20_acc86.csv,242,control,0,20,86
