t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
0.798848,0.35535648,0.69286555,-0.44227552,-0.16358157,3.0949073,1.2632751,pp152_control_ans0_att20_acc60.csv,152,control,0,20,60
0.8362084,0.92918825,0.56931275,-0.25609136,0.3006413,2.756574,1.3161391,pp218_control_ans0_att18_acc66.csv,218,control,0,18,66
1.2287657,1.2242813,0.46724835,-0.247648,0.64035267,2.2943432,1.3222386,pp340_control_ans0_att20_acc72.csv,340,control,0,20,72
1.0857664,1.4051421,0.76715875,-0.026753547,0.3139923,5.8665776,1.1366104,pp290_control_ans0_att16_acc59.csv,290,control,0,16,59
1.2559259,0.20975205,0.479688,-0.2809431,0.6150101,3.6314015,1.2805874,pp237_guess_ans0_att20_acc75.csv,237,guess,0,20,75
1.3553138,0.8724099,0.5121779,-0.2297408,0.5026527,3.5036523,1.784317,pp190_control_ans0_att20_acc77.csv,190,control,0,20,77
4.2306085,1.4022441,0.48777047,-0.70295095,0.76997715,7.6337485,1.9008633,pp350_control_ans0_att20_acc99.csv,350,control,0,20,99
1.4894207,1.2780619,0.64283663,0.03214901,0.45930663,3.3569837,1.6172144,pp319_guess_ans0_att20_acc62.csv,319,guess,0,20,62
2.2081685,1.4355582,0.7256486,-0.30606773,-0.032317523,7.988719,1.879289,pp325_guess_ans0_att20_acc75.csv,325,guess,0,20,75
1.2100844,1.1671731,0.40009725,-0.19624251,0.035273593,2.878723,1.3421247,pp427_guess_ans0_att18_acc55.csv,427,guess,0,18,55
1.8816695,1.4333557,0.4593999,-0.5551054,0.53133696,7.1089897,1.3990824,pp372_control_ans0_att20_acc88.csv,372,control,0,20,88
1.5777984,1.264167,0.5300646,-0.44552514,0.52122545,4.550594,1.629932,pp192_control_ans0_att20_acc83.csv,192,control,0,20,83
4.2721996,1.3849143,0.71307737,-0.25661224,-0.16178435,8.305535,1.9787309,pp422_control_ans0_att20_acc91.csv,422,control,0,20,91
1.4315706,1.346659,0.70664144,-0.118421935,0.48764354,3.5826523,1.7779517,pp451_control_ans0_att20_acc68.csv,451,control,0,20,68
0.9487195,1.4371543,0.516833,-0.19768064,0.34598795,6.2621202,1.1141473,pp297_guess_ans0_att19_acc69.csv,297,guess,0,19,69
0.7431456,0.49641386,0.7042255,-0.19780846,0.29664743,2.0598001,1.4204084,pp321_guess_ans0_att16_acc61.csv,321,guess,0,16,61
3.5017366,1.4100451,0.49182364,-0.5508546,0.8221018,6.6265516,1.6992698,pp135_guess_ans0_att20_acc92.csv,135,guess,0,20,92
1.236084,0.71109724,0.51583827,-0.22930683,0.5200021,3.7339907,1.5735135,pp388_control_ans0_att20_acc75.csv,388,control,0,20,75
0.9163731,1.09629,0.47471625,-0.22144625,0.38842428,3.4927015,1.3708557,pp436_control_ans0_att20_acc70.csv,436,control,0,20,70
