t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
5.760431,1.3931421,0.5879048,-0.8229353,0.53564274,5.8301945,-0.00026475367,pp109_control_ans0_att20_acc100.csv,109,control,0,20,100
1.0732359,1.3201141,0.5287228,0.06371916,0.89294827,1.250206,0.009879369,pp560_guess_ans0_att18_acc62.csv,560,guess,0,18,62
0.6776698,1.4352542,0.5347764,-0.07767646,-0.06726349,3.6913311,0.0032578565,pp38_guess_ans0_att13_acc51.csv,38,guess,0,13,51
1.7044088,1.437031,0.5119203,-0.2309934,0.1576239,5.1488295,-0.022111284,pp355_control_ans0_att19_acc74.csv,355,control,0,19,74
0.6295999,0.51637524,0.36981323,-0.09083651,0.014879595,2.314705,-0.039772812,pp218_guess_ans0_att17_acc52.csv,218,guess,0,17,52
0.6504653,1.4337931,0.49619204,-0.045117885,0.20187251,4.1895013,0.0020785308,pp375_control_ans0_att19_acc66.csv,375,control,0,19,66
1.3023864,1.4273016,0.50400496,-0.41439497,0.16820715,4.1085777,0.01465887,pp74_guess_ans0_att20_acc76.csv,74,guess,0,20,76
0.8008409,0.66898704,0.56756955,-0.14041479,0.6436339,1.9161389,-0.002583126,pp500_guess_ans0_att20_acc67.csv,500,guess,0,20,67
1.0395442,1.3691126,0.47787046,-0.40735364,0.31401885,3.8228214,-0.013425306,pp168_guess_ans0_att20_acc79.csv,168,guess,0,20,79
1.0135026,1.4334455,0.3937402,-0.13433146,0.19677201,4.7952495,0.008029745,pp420_guess_ans0_att20_acc69.csv,420,guess,0,20,69
0.13779123,0.48505118,0.57364094,-0.12719865,0.049906075,2.8151894,0.0030868077,pp19_control_ans0_att12_acc52.csv,19,control,0,12,52
1.961416,1.4198639,0.52942204,-0.2156749,0.31654492,3.9702055,0.012375459,pp317_control_ans0_att20_acc73.csv,317,control,0,20,73
0.5408833,0.8363165,0.54261184,-0.2107007,0.12712434,2.583001,-0.0061738803,pp131_control_ans0_att18_acc61.csv,131,control,0,18,61
5.056296,1.4000401,0.48399746,-0.67185867,0.71879756,6.5183697,-0.005865964,pp509_control_ans0_att20_acc96.csv,509,control,0,20,96
2.2249928,1.4330155,0.527468,-0.48814034,0.38700482,4.9700346,0.029041186,pp372_guess_ans0_att19_acc89.csv,372,guess,0,19,89
0.89100236,1.4312305,0.47036552,-0.19299664,0.003520329,4.138036,0.010347608,pp382_guess_ans0_att19_acc60.csv,382,guess,0,19,60
0.680702,0.8066062,0.51941586,-0.27678955,0.23636411,2.7259247,0.01766655,pp179_control_ans0_att20_acc68.csv,179,control,0,20,68
0.78945315,1.4034727,0.5036412,-0.18558009,0.33112475,3.7271407,0.034054976,pp234_guess_ans0_att19_acc72.csv,234,guess,0,19,72
0.8047114,1.2898409,0.45515162,0.45560434,1.005432,2.334306,0.008020137,pp272_guess_ans0_att19_acc56.csv,272,guess,0,19,56
0.098269254,0.37317622,0.4593102,0.02206797,0.2914095,2.8688495,-0.004886235,pp534_guess_ans0_att18_acc57.csv,534,guess,0,18,57
0.93594825,1.1066687,0.5391454,-0.3612237,0.31579635,2.3310058,-0.011587297,pp78_guess_ans0_att20_acc69.csv,78,guess,0,20,69
1.1546527,1.3761598,0.43642354,-0.27570465,0.3780195,3.6918695,0.0071226205,pp283_control_ans0_att20_acc78.csv,283,control,0,20,78
-0.09362425,1.4291217,0.65525204,-0.12008749,-0.012114718,4.420315,0.01597702,pp162_guess_ans0_att15_acc60.csv,162,guess,0,15,60
0.6670179,0.30941144,0.5926394,-0.39483285,0.33964086,1.6416584,-0.012954291,pp402_guess_ans0_att18_acc65.csv,402,guess,0,18,65
4.468754,1.4131317,0.48220304,-0.7051793,1.1399912,3.9537644,-0.013471457,pp167_control_ans0_att20_acc96.csv,167,control,0,20,96
