t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
0.7809592,0.44077623,0.6749695,-0.40761715,-0.16088004,3.031352,1.4530225,pp152_control_ans0_att20_acc60.csv,152,control,0,20,60
0.8331333,0.9976444,0.55953914,-0.21970281,0.28407568,2.6864543,1.4819436,pp218_control_ans0_att18_acc66.csv,218,control,0,18,66
1.2284538,1.2640127,0.46738666,-0.22129263,0.5929425,2.2123775,1.3752545,pp340_control_ans0_att20_acc72.csv,340,control,0,20,72
1.1889532,1.4079291,0.7812087,-0.08712423,0.20495908,5.3764887,1.1606761,pp290_control_ans0_att16_acc59.csv,290,control,0,16,59
1.2202584,0.31157124,0.47153148,-0.24955012,0.60992223,3.6781285,1.2357115,pp237_guess_ans0_att20_acc75.csv,237,guess,0,20,75
1.3477203,1.0281639,0.50703484,-0.21634631,0.5221305,3.4657035,1.8240138,pp190_control_ans0_att20_acc77.csv,190,control,0,20,77
4.382963,1.3409128,0.46718678,-0.6896988,0.84975344,7.616614,1.8677785,pp350_control_ans0_att20_acc99.csv,350,control,0,20,99
1.531837,1.3470889,0.6346362,0.054066066,0.44139066,3.2356377,1.7015307,pp319_guess_ans0_att20_acc62.csv,319,guess,0,20,62
3.3759875,1.436529,0.7797196,-0.55008245,-0.34166703,7.8252563,1.5690906,pp325_guess_ans0_att20_acc75.csv,325,guess,0,20,75
1.2148359,1.213286,0.40465182,-0.1757514,0.031435493,2.8310263,1.4109046,pp427_guess_ans0_att18_acc55.csv,427,guess,0,18,55
2.1875563,1.4031518,0.46505016,-0.59888244,0.5442742,6.5897493,1.4002415,pp372_control_ans0_att20_acc88.csv,372,control,0,20,88
1.6449685,1.311089,0.5423947,-0.4492619,0.4749593,4.3306646,1.6674845,pp192_control_ans0_att20_acc83.csv,192,control,0,20,83
5.733562,1.4389541,0.69903743,-0.4865311,-0.36704424,7.7951326,1.7629447,pp422_control_ans0_att20_acc91.csv,422,control,0,20,91
