file,r_alpha_a,r_alpha_t0,r_a_t0,pp,cond,ans,att,acc
pp109_control_ans0_att20_acc100.csv,-0.25005161121222674,0.04964794869626275,-0.5739303215541003,109,control,0,20,100
pp560_guess_ans0_att18_acc62.csv,0.8783804746154269,-0.22791416247550123,-0.5796458809280486,560,guess,0,18,62
pp38_guess_ans0_att13_acc51.csv,-0.4230586599366594,-0.026780282777338234,-0.16859535843498755,38,guess,0,13,51
pp355_control_ans0_att19_acc74.csv,-0.684723129736636,-0.11079456765936802,0.0014818510172462838,355,control,0,19,74
pp218_guess_ans0_att17_acc52.csv,0.19242750870366743,-0.2089117008837614,-0.2675842427324753,218,guess,0,17,52
pp375_control_ans0_att19_acc66.csv,-0.6149299231618801,-0.048794916885181915,-0.04077777676425309,375,control,0,19,66
pp74_guess_ans0_att20_acc76.csv,-0.788157780231856,-0.1186135567062406,-0.05012595385342813,74,guess,0,20,76
pp500_guess_ans0_att20_acc67.csv,0.7768253865840988,-0.26849499304229657,-0.6465208134515456,500,guess,0,20,67
pp168_guess_ans0_att20_acc79.csv,-0.7418387210905156,-0.38419037310654763,0.03698115028027821,168,guess,0,20,79
pp401_control_ans0_att18_acc61.csv,0.8895107531684252,-0.23540863616354477,-0.48517788766174386,401,control,0,18,61
pp19_control_ans0_att12_acc52.csv,-0.20011173421097334,-0.187778349623829,-0.23145241419456317,19,control,0,12,52
pp317_control_ans0_att20_acc73.csv,-0.8283464999944005,-0.18154801208933402,0.003762089329945079,317,control,0,20,73
pp509_control_ans0_att20_acc96.csv,-0.31714980227748596,-0.2550465638138165,-0.16776356994446412,509,control,0,20,96
pp372_guess_ans0_att19_acc89.csv,-0.8402595975368474,0.06836438337423435,-0.23162013599582823,372,guess,0,19,89
pp382_guess_ans0_att19_acc60.csv,-0.7062960357322792,-0.17021667142702987,0.04074931848349009,382,guess,0,19,60
pp179_control_ans0_att20_acc68.csv,0.012090567844683516,-0.2990278645014304,-0.2176079438092426,179,control,0,20,68
pp234_guess_ans0_att19_acc72.csv,-0.6639368967823837,-0.1519109227286301,-0.15647228441138825,234,guess,0,19,72
pp272_guess_ans0_att19_acc56.csv,-0.1395609834414741,-0.3003233970524794,-0.43086218912416346,272,guess,0,19,56
pp534_guess_ans0_att18_acc57.csv,-0.20402328678866963,-0.21583721465110536,-0.25107957771165346,534,guess,0,18,57
pp78_guess_ans0_att20_acc69.csv,0.34593120787802745,-0.23727829615587523,-0.6674682315142716,78,guess,0,20,69
pp283_control_ans0_att20_acc78.csv,-0.7619236700432573,-0.49499912314079947,0.17325120874370897,283,control,0,20,78
pp162_guess_ans0_att15_acc60.csv,-0.4569259698162237,-0.06036139966075678,-0.10363377873980797,162,guess,0,15,60
pp167_control_ans0_att20_acc96.csv,-0.4986382426700542,0.07653197060743105,-0.6810190104270852,167,control,0,20,96
pp387_control_ans0_att20_acc62.csv,0.7953451402496607,-0.2584666726519185,-0.5164669385988385,387,control,0,20,62
pp66_guess_ans0_att20_acc75.csv,-0.8297243767480507,-0.1954691159767705,0.05962049877560986,66,guess,0,20,75
pp556_guess_ans0_att20_acc81.csv,0.07137625638099819,-0.10402432905824131,-0.4261790014746578,556,guess,0,20,81
pp582_guess_ans0_att20_acc64.csv,0.7778310066202558,-0.2660543020267426,-0.5143792273264011,582,guess,0,20,64
pp53_control_ans0_att19_acc68.csv,-0.14698457602466528,-0.2515342290398419,-0.21972929759829293,53,control,0,19,68
pp570_guess_ans0_att17_acc67.csv,-0.842790598758651,-0.4209509546434342,0.20875796025016582,570,guess,0,17,67
pp169_control_ans0_att17_acc55.csv,0.9303839984181346,-0.08257115027997416,-0.35462229330823997,169,control,0,17,55
pp125_control_ans0_att17_acc66.csv,0.37092881008555206,-0.2812105209124603,-0.4263330138629194,125,control,0,17,66
pp83_control_ans0_att20_acc75.csv,-0.5025626348670809,-0.28382104845416295,-0.2799995947153667,83,control,0,20,75
pp384_guess_ans0_att19_acc67.csv,-0.49885911459825505,-0.2773964341186756,-0.07768801602382536,384,guess,0,19,67
pp112_guess_ans0_att19_acc64.csv,-0.3017384877231254,-0.1948059954253027,-0.14234892891069661,112,guess,0,19,64
