file,r_alpha_a,r_alpha_t0,r_a_t0,pp,cond,ans,att,acc
pp160_control_ans0_att18_acc59.csv,0.3831149109903976,-0.19985247508999704,-0.5266742885204009,160,control,0,18,59
pp436_control_ans0_att20_acc70.csv,-0.6544187120125438,-0.41954481246307884,-0.028005547875947313,436,control,0,20,70
pp191_guess_ans0_att16_acc60.csv,0.8385249001814044,-0.29984430064827594,-0.5609298500814994,191,guess,0,16,60
pp255_guess_ans0_att19_acc76.csv,-0.7931850473787879,-0.1366192032263513,-0.02579007509300319,255,guess,0,19,76
pp183_guess_ans0_att19_acc80.csv,-0.8210330056145624,-0.06901077134315711,-0.098619042762546,183,guess,0,19,80
pp228_control_ans0_att20_acc76.csv,-0.7874127325938899,-0.4131594230254272,0.14201447011076979,228,control,0,20,76
pp271_guess_ans0_att19_acc65.csv,0.24838443084224943,-0.2989317700573346,-0.46518699100767624,271,guess,0,19,65
pp237_guess_ans0_att20_acc75.csv,-0.6872154345881665,-0.3531207602479153,0.030463777483335622,237,guess,0,20,75
pp335_guess_ans0_att20_acc73.csv,-0.6091792236859578,-0.2931676534968528,-0.2288100005917711,335,guess,0,20,73
pp279_guess_ans0_att20_acc77.csv,-0.5952160510115544,-0.2728207126986517,0.061609943633703916,279,guess,0,20,77
pp253_guess_ans0_att19_acc64.csv,-0.82214624432839,-0.30426359813962867,0.08754599974117461,253,guess,0,19,64
pp260_control_ans0_att20_acc91.csv,-0.33121916873435236,-0.06034704937500973,-0.2761882854989438,260,control,0,20,91
pp280_control_ans0_att20_acc71.csv,-0.4954847652722775,-0.287316337262809,-0.28041941598272846,280,control,0,20,71
pp422_control_ans0_att20_acc91.csv,0.6484577813762026,0.19337157470042224,-0.28420695567529974,422,control,0,20,91
pp340_control_ans0_att20_acc72.csv,0.14793342557545358,-0.24469885519664217,-0.6229249981074723,340,control,0,20,72
pp242_control_ans0_att20_acc86.csv,-0.6090650391786573,-0.05452283704934791,-0.10429291052361325,242,control,0,20,86
pp120_control_ans0_att20_acc100.csv,-0.14683308995557023,-0.188618138217801,-0.17748614359213027,120,control,0,20,100
pp419_guess_ans0_att20_acc66.csv,-0.7367723696881389,-0.09049431037388844,-0.07744996234803517,419,guess,0,20,66
pp303_guess_ans0_att20_acc92.csv,-0.6556660144102222,-0.13636249286482782,-0.15743024811934542,303,guess,0,20,92
pp140_control_ans0_att19_acc65.csv,-0.3839354223682007,-0.06708618851318138,-0.17975667756546232,140,control,0,19,65
pp144_control_ans0_att20_acc90.csv,-0.8556548268007038,-0.18959446534672092,-0.03892034163790347,144,control,0,20,90
pp224_control_ans0_att20_acc82.csv,-0.2800439200045472,-0.20481492347072566,-0.5175623985404069,224,control,0,20,82
pp365_guess_ans0_att20_acc62.csv,0.3858003089840837,-0.35773807421743486,-0.6897894036360663,365,guess,0,20,62
pp135_guess_ans0_att20_acc92.csv,-0.7563458060709477,-0.07493327244048789,-0.19057639744072175,135,guess,0,20,92
pp149_guess_ans0_att19_acc92.csv,-0.5838103815606194,-0.2813689817081509,0.001615106223642462,149,guess,0,19,92
pp426_control_ans0_att20_acc85.csv,-0.8063496837043492,-0.011200631145036425,-0.26512387152977424,426,control,0,20,85
pp443_guess_ans0_att19_acc64.csv,0.8683338607614242,-0.3457837735448515,-0.45878642921728136,443,guess,0,19,64
pp218_control_ans0_att18_acc66.csv,-0.24525576529003137,-0.30085016045515084,-0.35005527635597933,218,control,0,18,66
pp325_guess_ans0_att20_acc75.csv,-0.34631632309564137,-0.020142986900698306,-0.04284275489560742,325,guess,0,20,75
pp349_guess_ans0_att20_acc82.csv,-0.7220112222532775,-0.07304605783763526,-0.11806238070944475,349,guess,0,20,82
pp304_control_ans0_att19_acc69.csv,-0.4708974606971154,-0.4104413843233611,-0.20533536689936313,304,control,0,19,69
pp225_guess_ans0_att20_acc93.csv,-0.7723182251298746,-0.06878535366088938,-0.17194746294517818,225,guess,0,20,93
pp174_control_ans0_att20_acc92.csv,-0.2170157705583913,-0.18240684134361376,-0.06354765860261925,174,control,0,20,92
pp210_control_ans0_att20_acc81.csv,-0.8086153470006748,-0.3520513182398399,0.11307044812601316,210,control,0,20,81
pp246_control_ans0_att19_acc68.csv,0.05754199471834603,-0.35671886203174547,-0.4868885668057355,246,control,0,19,68
pp313_guess_ans0_att20_acc86.csv,-0.6781261528155583,-0.16903814113626198,-0.03094651243943367,313,guess,0,20,86
pp212_control_ans0_att20_acc64.csv,-0.708488151379147,-0.5488857618653887,0.14170752433540806,212,control,0,20,64
pp245_guess_ans0_att20_acc98.csv,-0.29202143560495186,-0.29089662608553113,-0.3955686688457332,245,guess,0,20,98
pp189_guess_ans0_att16_acc61.csv,-0.6580648328427745,-0.15004627418119407,-0.09381699288205866,189,guess,0,16,61
pp440_control_ans0_att20_acc93.csv,-0.68472562336727,-0.1760309904537651,-0.04257694992354596,440,control,0,20,93
pp247_guess_ans0_att17_acc61.csv,-0.502560517671588,-0.1512340462747032,-0.08662970622783552,247,guess,0,17,61
pp133_guess_ans0_att20_acc70.csv,-0.6347199985615839,-0.2017710434640853,-0.21228375186616644,133,guess,0,20,70
pp161_guess_ans0_att20_acc97.csv,-0.5680861227603239,0.0800414790464139,-0.625026766173467,161,guess,0,20,97
pp206_control_ans0_att20_acc79.csv,-0.800330631634569,-0.152541593754052,-0.00642197383039644,206,control,0,20,79
pp125_guess_ans0_att20_acc83.csv,-0.23589264396271117,-0.25648163918671685,-0.4890135288248245,125,guess,0,20,83
pp166_control_ans0_att20_acc80.csv,-0.5012256421807406,-0.2892656294101113,-0.12864378827101944,166,control,0,20,80
pp180_control_ans0_att20_acc72.csv,-0.5104168132552277,-0.4041021823502779,-0.17937779031307294,180,control,0,20,72
pp264_control_ans0_att20_acc94.csv,-0.2904720942781824,-0.33623407668900024,-0.18349723795146564,264,control,0,20,94
pp132_control_ans0_att18_acc69.csv,-0.7830361120145115,0.003241059845762918,-0.16317879198792778,132,control,0,18,69
pp199_guess_ans0_att20_acc68.csv,0.901036753707253,-0.13564489617411238,-0.46542846473718985,199,guess,0,20,68
