file,r_alpha_a,r_alpha_t0,r_a_t0,pp,cond,ans,att,acc
pp109_control_ans0_att20_acc100.csv,-0.00255389286837062,0.0023583798596843496,-0.6190625410629,109,control,0,20,100
pp560_guess_ans0_att18_acc62.csv,0.015469240789675404,-0.022740918921150117,-0.8751383013935345,560,guess,0,18,62
pp38_guess_ans0_att13_acc51.csv,0.013836703636308158,0.0016324987307864305,-0.5443945599305947,38,guess,0,13,51
pp355_control_ans0_att19_acc74.csv,-0.018969118950106025,0.014153179395790623,-0.4246077990927103,355,control,0,19,74
pp218_guess_ans0_att17_acc52.csv,0.005411629494986823,0.0014701300232521002,-0.8536995499048016,218,guess,0,17,52
pp375_control_ans0_att19_acc66.csv,0.011927806966414439,-0.02751463855485827,-0.5559377954040722,375,control,0,19,66
pp74_guess_ans0_att20_acc76.csv,0.014202710849915905,-0.008621058632780312,-0.46444058109485886,74,guess,0,20,76
pp500_guess_ans0_att20_acc67.csv,0.018046718573466375,-0.012077713154304396,-0.6671338831580477,500,guess,0,20,67
pp168_guess_ans0_att20_acc79.csv,0.010087246136270572,0.004299494799691091,-0.5539745102546232,168,guess,0,20,79
pp401_control_ans0_att18_acc61.csv,-0.01197467743398302,-0.00433709259979448,-0.6090711663685482,401,control,0,18,61
pp19_control_ans0_att12_acc52.csv,0.008892504685548721,-0.0018839277804641396,-0.8892721088083759,19,control,0,12,52
pp317_control_ans0_att20_acc73.csv,0.009156858626311035,-0.01340354260105376,-0.5383095862620425,317,control,0,20,73
pp509_control_ans0_att20_acc96.csv,-0.007050407219356504,-8.420353005925427e-05,-0.5805582780062373,509,control,0,20,96
pp372_guess_ans0_att19_acc89.csv,-0.03278826205562094,0.020887046814186044,-0.5820347078543189,372,guess,0,19,89
pp382_guess_ans0_att19_acc60.csv,0.005507307941832885,0.007800156100406979,-0.45282767366452187,382,guess,0,19,60
pp179_control_ans0_att20_acc68.csv,0.006498615554305126,0.006589806291334128,-0.6818228211105262,179,control,0,20,68
pp234_guess_ans0_att19_acc72.csv,0.027081290430165942,-0.004170800424597206,-0.388714018760854,234,guess,0,19,72
pp272_guess_ans0_att19_acc56.csv,0.008204072602798582,-0.002075394450159643,-0.6337805410251538,272,guess,0,19,56
pp534_guess_ans0_att18_acc57.csv,0.029219991850430855,-0.015003729337193614,-0.893566752519452,534,guess,0,18,57
pp78_guess_ans0_att20_acc69.csv,0.007107016813315422,-0.012736957323320728,-0.7420045025606588,78,guess,0,20,69
pp283_control_ans0_att20_acc78.csv,0.0027658047369026953,-0.017279324662079546,-0.5783536553468499,283,control,0,20,78
pp162_guess_ans0_att15_acc60.csv,-0.005083164147959111,0.003383511385853482,-0.49126026607179873,162,guess,0,15,60
pp167_control_ans0_att20_acc96.csv,0.0052280132249900545,-0.009596449116820654,-0.7822629381596715,167,control,0,20,96
pp387_control_ans0_att20_acc62.csv,0.010324369119905311,0.01595240039372835,-0.5761020216883009,387,control,0,20,62
