file,r_alpha_a,r_alpha_t0,r_a_t0,pp,cond,ans,att,acc
pp109_control_ans0_att20_acc100.csv,-0.4014426996118779,0.25182011386140185,-0.8004058139384937,109,control,0,20,100
pp560_guess_ans0_att18_acc62.csv,0.8542397495343679,-0.15917351714732336,-0.5606927298180933,560,guess,0,18,62
pp38_guess_ans0_att13_acc51.csv,-0.5034779751875982,-0.09204181727592055,-0.211209480447134,38,guess,0,13,51
pp355_control_ans0_att19_acc74.csv,-0.4453199653496874,-0.2637605759075576,0.13808480976697401,355,control,0,19,74
pp218_guess_ans0_att17_acc52.csv,0.6154737756281989,-0.2707170328218571,-0.44379697258504464,218,guess,0,17,52
pp375_control_ans0_att19_acc66.csv,-0.4980118159288639,-0.03487685913757948,-0.16741359842898462,375,control,0,19,66
pp74_guess_ans0_att20_acc76.csv,-0.8287312319894398,-0.24719160146761462,0.1099592301430696,74,guess,0,20,76
pp500_guess_ans0_att20_acc67.csv,0.7361870986365739,-0.1952817866093181,-0.6419022674262786,500,guess,0,20,67
pp168_guess_ans0_att20_acc79.csv,-0.7663656568465529,-0.3793307693340366,0.07010079786829058,168,guess,0,20,79
pp401_control_ans0_att18_acc61.csv,0.8416652890607735,-0.05608883388989328,-0.3574769470878079,401,control,0,18,61
pp19_control_ans0_att12_acc52.csv,-0.2778723466436556,-0.13151631728721117,-0.24368286898657268,19,control,0,12,52
pp317_control_ans0_att20_acc73.csv,-0.7580010249044693,-0.13983299362624219,-0.0648649622128015,317,control,0,20,73
pp509_control_ans0_att20_acc96.csv,-0.38179386763665685,-0.23434162670459052,-0.2825046817295205,509,control,0,20,96
pp372_guess_ans0_att19_acc89.csv,-0.8525246283962844,-0.16298692650337068,0.03352361979865759,372,guess,0,19,89
pp382_guess_ans0_att19_acc60.csv,-0.5362674963972626,-0.13821285603851655,-0.03709622852764787,382,guess,0,19,60
pp179_control_ans0_att20_acc68.csv,0.12074607278625048,-0.29685251562532294,-0.3846090340929201,179,control,0,20,68
pp234_guess_ans0_att19_acc72.csv,-0.7595057144040118,-0.2820212930919602,0.031775510738071035,234,guess,0,19,72
pp272_guess_ans0_att19_acc56.csv,-0.2295749691910624,-0.21483180527777615,-0.4610797262523087,272,guess,0,19,56
pp534_guess_ans0_att18_acc57.csv,-0.19607413454229392,-0.09519470171813593,-0.33557197739294603,534,guess,0,18,57
pp78_guess_ans0_att20_acc69.csv,0.44201764840219204,-0.2476991175485402,-0.7313458335321013,78,guess,0,20,69
pp283_control_ans0_att20_acc78.csv,-0.6828327434286584,-0.4658709649386262,0.08104895796931172,283,control,0,20,78
pp162_guess_ans0_att15_acc60.csv,-0.41358872105040195,0.014007424794111736,-0.2357966379856798,162,guess,0,15,60
pp167_control_ans0_att20_acc96.csv,-0.6303827857389336,0.2686992522775672,-0.7775162750186769,167,control,0,20,96
pp387_control_ans0_att20_acc62.csv,0.7707883348432,-0.19021474586484707,-0.5314251441694573,387,control,0,20,62
pp66_guess_ans0_att20_acc75.csv,-0.8699238937691963,-0.25491607844597175,0.13214242083868938,66,guess,0,20,75
pp556_guess_ans0_att20_acc81.csv,0.03478233086186549,-0.06408940146164854,-0.3727060421762266,556,guess,0,20,81
pp582_guess_ans0_att20_acc64.csv,0.7990868020491634,-0.13928319341525552,-0.3647266959133487,582,guess,0,20,64
pp53_control_ans0_att19_acc68.csv,0.0111378482110507,-0.1825187274871006,-0.31416243543500516,53,control,0,19,68
pp570_guess_ans0_att17_acc67.csv,-0.8072560597116202,-0.23099918538585032,0.0512924217375452,570,guess,0,17,67
pp169_control_ans0_att17_acc55.csv,0.9168240275770042,-0.041460368144421236,-0.38304550014931515,169,control,0,17,55
pp125_control_ans0_att17_acc66.csv,0.5204141248162785,-0.2572257523757044,-0.5013729871534529,125,control,0,17,66
pp83_control_ans0_att20_acc75.csv,-0.4760410228134073,-0.3485289514981902,-0.26772099814129896,83,control,0,20,75
pp384_guess_ans0_att19_acc67.csv,-0.3536987518963576,-0.35610374999043076,-0.07178482039429378,384,guess,0,19,67
pp112_guess_ans0_att19_acc64.csv,-0.2633593559569882,-0.1538299918286916,-0.33225114575649134,112,guess,0,19,64
pp373_control_ans0_att20_acc85.csv,-0.847944459290151,-0.07643291895704966,-0.15950261752812875,373,control,0,20,85
pp311_control_ans0_att20_acc65.csv,0.6523067508069202,0.009772622083883114,-0.36830945812077764,311,control,0,20,65
pp398_guess_ans0_att20_acc83.csv,0.03921863181920356,-0.0177062252132171,-0.5946211764356824,398,guess,0,20,83
