pp,symbol,cond,accuracy,meanRT_correct,meanRT_incorrect,meanRTlog_correct,meanRTlog_incorrect,0.1_correct,0.25_correct,0.3_correct,0.5_correct,0.7_correct,0.75_correct,0.9_correct,0.1_incorrect,0.25_incorrect,0.3_incorrect,0.5_incorrect,0.7_incorrect,0.75_incorrect,0.9_incorrect,skew_correct,stdRT_correct,skew_incorrect,stdRT_incorrect,n_trials,fast_errors,origin,model,study
372,1,control,0.8837209302325582,6.7501019736842105,6.439660000000001,1.7628917005364297,1.6446664110971483,2.96598,4.153449999999999,4.56343,5.93095,7.875469999999999,8.312425,11.03926,2.8233800000000002,3.3503249999999998,3.38332,4.67315,6.694069999999998,8.538075000000001,13.544600000000003,1.6536766247978996,3.8379299782318386,1.045937685838442,4.432256672740493,172,1,empirical,none,1
375,0,guess,0.4624277456647399,1.79791375,1.778289247311828,0.5031158178386484,0.45732312659285007,1.04844,1.18035,1.2574999999999998,1.6029499999999999,1.9990599999999998,2.182375,2.7728800000000002,0.87778,1.0932,1.1434199999999999,1.4697,1.9395999999999993,2.1743,2.98304,1.538155875888334,0.8020481356089926,1.5778258442777233,0.96243554786602,173,1,empirical,none,1
375,1,guess,0.8103448275862069,1.6655397163120569,2.0537060606060606,0.42408949592936873,0.6120200277637553,0.9171,1.1295,1.2163,1.4473,1.8437,2.0501,2.507,1.1162999999999998,1.2762,1.28644,1.7867,2.46012,2.6531,3.17448,1.699673580920711,0.7548982117647602,1.0538128518247425,0.98421424082215,174,0,empirical,none,1
377,0,guess,0.6896551724137931,2.0561825,1.930162962962963,0.6440553900697673,0.584820341359394,1.13413,1.451125,1.52213,1.892,2.3849799999999997,2.552075,3.1848,1.04952,1.3656249999999999,1.41843,1.86445,2.3219199999999995,2.41615,2.8042500000000006,1.0152195392210668,0.8336345123082084,0.7330929518867999,0.7370099037496155,174,1,empirical,none,1
377,1,guess,0.7235294117647059,1.9565422764227642,2.0732382978723405,0.5980270145599462,0.6579187847223008,1.0961,1.41125,1.4963,1.8459,2.28446,2.4256,2.81274,1.20882,1.61255,1.6804000000000001,1.9392,2.39798,2.51965,3.04062,0.9992973342714928,0.762490977534164,0.635171913726692,0.7727536531789335,170,0,empirical,none,1
379,0,guess,0.7616279069767442,3.163540458015267,3.7405146341463413,0.8959384693705862,1.0677712955604954,1.1285,1.4311,1.5338,2.3124,3.3474,3.5505,6.1822,1.4109,1.7983,1.8793,3.0883,3.7094,4.0753,7.2239,2.5297550643771496,2.786459445129349,2.4440845145872263,3.1011414093492236,172,0,empirical,none,1
379,1,guess,0.711764705882353,3.6411000000000002,3.589751020408163,1.102910895615847,0.9870141817595623,1.226,2.0731,2.2804,3.0011,4.2117,4.4512,6.2588,0.90964,1.5546,1.68062,2.4463,4.2171199999999995,4.4258,8.482040000000005,2.363401449737324,2.482599812964895,1.3948558808787999,2.901317251275879,170,1,empirical,none,1
388,0,control,0.6436781609195402,4.155425892857143,4.281027419354839,1.2912896791405422,1.3683151930223578,1.83608,2.6676,2.81193,3.56345,4.7815499999999975,5.183574999999999,6.971250000000001,2.4268199999999998,2.7706,3.0537900000000002,3.9559,4.93509,5.127225,7.133809999999999,1.4997728353185602,2.2818290957291945,0.9869135563523881,1.8475866426294436,174,0,empirical,none,1
388,1,control,0.8579545454545454,3.8473291390728472,4.103508,1.2195038181335778,1.3029888290642508,1.6597,2.35465,2.5696,3.3339,4.6064,5.03595,6.6455,1.9997399999999999,2.7497,2.8371,4.0479,5.047479999999999,5.4422,5.9016,1.062480189980403,1.9893914548454064,1.1372505552300667,1.9555687876591472,176,0,empirical,none,1
390,0,control,0.4857142857142857,0.9751223529411766,0.9689533333333333,-0.0439599636067753,-0.05325782486904543,0.74556,0.8427,0.8594400000000001,0.9598,1.06088,1.0884,1.2563000000000002,0.69733,0.84785,0.8704000000000001,0.94435,1.07028,1.090975,1.19073,0.5008225611942413,0.19170676042956275,0.6979709634746392,0.2058550358268675,175,1,empirical,none,1
390,1,control,0.7714285714285715,0.922042962962963,0.9678549999999999,-0.10698677689689567,-0.05205739031672564,0.6403,0.7686999999999999,0.78984,0.8927,1.00864,1.0459,1.21862,0.73834,0.8359,0.84407,0.93015,1.04023,1.0658,1.25634,0.6572266358713869,0.21376169656074603,0.6781958548136104,0.1971587190239871,175,0,empirical,none,1
397,0,guess,0.6022727272727273,2.6888,3.03186,0.8500223961717053,0.9773765242113344,1.29125,1.5484,1.6547,2.2093,3.0534999999999997,3.208825,4.9674,1.4122100000000002,1.88325,1.91347,2.4339500000000003,3.4801899999999995,3.9309250000000002,5.05931,1.6424813056368688,1.577822452682961,1.6687744491445466,1.7098175436518692,176,0,empirical,none,1
397,1,guess,0.7954545454545454,2.742619285714286,2.928602777777778,0.8484380770130484,0.9686293849644247,1.14821,1.510425,1.61734,2.2590500000000002,3.1438,3.450425,4.98193,1.5992,1.860875,1.9774,2.77455,3.23055,3.4705500000000002,4.5169,1.4907066104844349,1.6720426950547103,1.4409462483543243,1.4343828240717553,176,0,empirical,none,1
401,0,guess,0.4682080924855491,1.3163123456790125,1.1199836956521738,0.20826183828089187,0.04361567396397875,0.7765,0.9064,0.9562,1.1592,1.5351,1.5935,1.8402,0.68876,0.769425,0.79143,1.0046,1.2689399999999997,1.33385,1.6951,1.3591564408114658,0.518023118302339,1.3954221779706455,0.4552117672336144,173,1,empirical,none,1
401,1,guess,0.8045977011494253,1.18377,1.288235294117647,0.08978060473854192,0.19879825685811714,0.70933,0.795225,0.8230799999999999,1.0453999999999999,1.28006,1.347,1.883390000000001,0.75987,1.003575,1.01136,1.2494,1.4512599999999998,1.586575,1.8518499999999998,1.6242243018580647,0.5221199773502267,0.5915268130249646,0.43031389803001907,174,0,empirical,none,1
403,0,guess,0.7272727272727273,1.7109546875,1.7984020833333334,0.4510538048359502,0.4853260077351104,0.9465500000000001,1.203675,1.27389,1.5291000000000001,1.8809799999999999,2.043625,2.6086599999999995,0.89459,1.0561749999999999,1.14835,1.6743000000000001,2.2247799999999995,2.39545,2.91672,1.402801027783637,0.7574355194467621,0.6498056175931869,0.8199690939919323,176,0,empirical,none,1
403,1,guess,0.6306818181818182,1.6926729729729728,1.7993892307692307,0.45630116164106155,0.48779226422315924,0.9299,1.1891500000000002,1.3186,1.6054,1.9416,2.00725,2.6173,0.88424,1.2047,1.23462,1.5449,2.16398,2.3703,2.9069,0.6235204855970463,0.633341591724682,0.7222896140086317,0.8124290392326343,176,0,empirical,none,1
405,0,guess,0.735632183908046,4.042934375,3.040482608695652,1.1786364058057706,0.9426209834441264,1.33772,1.8114,2.04146,3.31215,5.063269999999998,5.422425,7.385879999999999,1.2374,1.78065,1.89165,2.37025,3.13495,3.729375,5.72975,1.648558064322239,2.8239976834780465,1.7927671921731743,1.9796745427585751,174,1,empirical,none,1
405,1,guess,0.8514285714285714,3.359130201342282,3.8903038461538464,1.0341228358213013,1.076943929494107,1.2556399999999999,1.8691,2.04584,2.7519,3.9127199999999998,4.209,6.4918000000000005,1.38055,1.570675,1.6991,2.5808,3.3343499999999997,4.83005,8.82715,1.3847039574959696,2.0905035491836137,1.782175813349662,3.3796378174568673,175,0,empirical,none,1
408,0,control,0.6457142857142857,4.686073451327434,6.1401532258064515,1.2349038115578161,1.526736615162837,1.2700600000000002,1.9449,2.1189,3.3701,4.9727,5.5203,9.471259999999997,1.5570700000000002,2.835725,3.16595,4.7127,7.442769999999999,7.89615,11.14575,2.0667351096428233,4.157189359797969,1.561534695580731,4.755537872001294,175,0,empirical,none,1
408,1,control,0.7616279069767442,4.192025954198473,3.69529756097561,1.179761832909169,1.0498679246166291,1.3743,1.9553500000000001,2.0808,3.2364,4.8189,5.198,7.0336,1.1428,2.0168,2.0376,2.7985,3.6741,4.0032,9.8028,2.4406001744964168,3.5024743351519545,1.6158314324256058,2.9612542268005124,172,1,empirical,none,1
419,0,guess,0.5144508670520231,5.91413595505618,7.116633333333333,1.3397863209924432,1.6321998374334619,1.4224,2.0078,2.11456,3.0605,5.74934,6.3729,15.0706,2.19402,2.938525,3.03484,4.46545,7.24981,8.1175,17.135050000000003,2.462893476261471,6.828848357773459,1.9754348667940906,6.829330057907537,173,0,empirical,none,1
419,1,guess,0.7988505747126436,6.323490647482014,4.9707485714285715,1.5349189149477172,1.3377157701031275,1.9515799999999999,2.62865,2.97442,4.0104,6.184499999999999,7.1994,12.73226,1.72442,2.42855,2.84116,3.4261,4.924179999999997,5.6350999999999996,9.87492,2.7960999619217826,6.170228898742971,3.2469678485878104,4.746041485303146,174,1,empirical,none,1
422,0,control,0.9130434782608695,13.85668163265306,9.016757142857143,2.3902614761904193,1.9400593719518269,4.392320000000001,7.26,8.14738,10.8729,16.752819999999996,17.8164,25.432700000000004,2.02079,6.0306,6.18114,7.00525,9.68689,10.453175,19.487520000000004,1.6911088763749096,9.984015235454304,0.9598074810593056,6.326275458838234,161,1,empirical,none,1
422,1,control,0.8988095238095238,13.714461589403973,8.252052941176471,2.3978226942004315,1.9693939192364578,5.5009,7.86515,8.4522,10.3479,13.5945,14.910250000000001,25.8445,3.45,5.9575,6.3335,6.8886,10.34542,10.7983,13.68608,2.305497788728966,10.687966298255624,0.43852712062446336,4.170894502099886,168,1,empirical,none,1
426,0,control,0.8604651162790697,4.220843918918919,4.3154916666666665,1.3390442085573873,1.3814170182899452,2.1273400000000002,2.918025,3.1474200000000003,3.9655500000000004,4.780799999999999,4.97875,6.806390000000002,2.49033,3.2989750000000004,3.69026,4.4996,4.87383,4.9375,6.13512,1.105782873674083,1.930654671180355,0.3278086590939298,1.6380804595933163,172,0,empirical,none,1
426,1,control,0.8342857142857143,4.4226034246575345,4.628148275862069,1.3896220256110008,1.38499248404825,2.2269,3.0818,3.3211500000000003,4.061299999999999,5.02,5.2636,7.0996500000000005,1.94388,2.5234,2.8613,4.2227,5.734959999999999,5.9682,8.41774,1.1518881178575073,2.0013310089456717,0.7698286279961815,2.5136631803037535,175,0,empirical,none,1
427,0,guess,0.686046511627907,3.0033288135593224,3.1829833333333335,0.9629239473333608,1.0674022110706642,1.2426000000000001,1.9277250000000001,2.13326,2.6336,3.36942,3.911775,4.9957,1.82597,2.23375,2.29118,2.8274,3.64986,3.77245,4.955570000000001,1.0325684566633337,1.5963914123374956,1.4863851014485556,1.443067784957149,172,0,empirical,none,1
427,1,guess,0.4228571428571429,3.59375,3.301978217821782,1.169534463522244,1.0640582803146734,1.84147,2.294025,2.42474,3.2537,4.086569999999999,4.362525,6.337510000000001,1.5361,2.0998,2.1928,2.9336,3.8971,4.1564,5.7784,0.9952378845097566,1.7469988721366068,1.0198587908112604,1.7128671274564156,175,1,empirical,none,1
429,0,guess,0.7485714285714286,2.736186259541985,2.7026749999999997,0.9366208562875211,0.9094033969819093,1.4897,1.9339499999999998,2.1144,2.6491,3.0982,3.41325,4.0862,1.39651,1.8792499999999999,2.11161,2.67815,3.17873,3.3215250000000003,4.0063,0.6200487730916119,1.0178768566718712,1.1020779871800284,1.1372521086649128,175,1,empirical,none,1
429,1,guess,0.76,2.5355864661654137,2.540640476190476,0.8477355191941648,0.875506083759311,1.36628,1.8262,1.89324,2.2689,2.8520799999999995,3.02,4.312119999999999,1.6492200000000001,1.808025,1.9960499999999997,2.52195,2.95921,3.085,3.6181399999999995,0.8680208004197015,1.0542148330437147,0.7934290891970959,0.8658594951808809,175,0,empirical,none,1
431,0,guess,0.7844311377245509,5.3678618320610685,4.5845111111111105,1.4201695632064022,1.2856952642378214,1.8145,2.6385,2.7942,3.8279,5.2145,6.1476,10.0033,1.7139000000000002,2.434825,2.5820499999999997,3.22355,5.0496,5.32625,9.330400000000001,2.2604486052961508,4.6324924851690135,1.9004782800298987,3.575919516654045,167,1,empirical,none,1
431,1,guess,0.5,5.399738554216867,5.552244578313253,1.4932261707070906,1.4419274503473893,2.1922200000000003,3.1802,3.2807,4.3967,5.529,6.1115,9.57256,1.8090800000000002,2.4902499999999996,2.6136999999999997,3.8725,6.47074,6.8186,9.41504,2.4938116561368617,3.940837775138538,2.78637606013191,5.035788010664706,166,0,empirical,none,1
432,0,control,0.6988636363636364,1.8306252032520325,1.9835528301886791,0.5167879962549767,0.581007134883109,0.94448,1.2269,1.3365799999999999,1.6655,2.0672,2.2098,2.7247999999999997,0.9803,1.3374,1.36982,1.7866,2.38888,2.5428,3.0039600000000006,2.044691250752756,0.8503943668167656,1.1377793441039394,0.9429990506161658,176,0,empirical,none,1
432,1,control,0.6931818181818182,1.7912114754098363,2.024188888888889,0.4825989687832695,0.5982381712499588,0.94923,1.165625,1.1939699999999998,1.5613000000000001,2.03943,2.1656500000000003,3.03616,0.98665,1.251075,1.29089,1.91855,2.28542,2.5126,3.1048,1.2746326802012393,0.8589498148875323,1.3199172820258498,0.9899504357073807,176,0,empirical,none,1
436,0,control,0.6628571428571428,3.377043103448276,3.6929677966101693,1.041027859224027,1.1071883134165892,1.4105500000000002,1.801625,1.90635,2.8341000000000003,4.1166,4.3713750000000005,6.22805,1.21676,1.86645,2.27432,2.96,4.2805599999999995,5.364850000000001,6.72154,1.2653317952213592,2.083171108596496,1.1610051941530581,2.371759219944836,175,0,empirical,none,1
436,1,control,0.7329545454545454,3.54968992248062,3.37558085106383,1.0874163710270741,1.005729765621511,1.4096,1.8777,2.0015,3.0597,4.266179999999999,4.6579,6.4015200000000005,1.241,1.87975,1.9674399999999999,2.7081,3.8927599999999996,3.98085,5.81672,1.4147240758707058,2.2005815116707277,3.0586753443244015,2.673141560170786,176,1,empirical,none,1
440,0,control,0.9261363636363636,9.275174846625767,11.066423076923076,2.1190860054381226,2.3237996288163782,4.58476,6.24725,6.489879999999999,7.835,10.69534,11.26975,16.152600000000003,6.30984,7.7988,8.062859999999999,10.0576,13.44036,13.851,17.7794,1.1437183627198977,4.5268634466766535,0.5366910504384084,4.598896053973867,176,0,empirical,none,1
440,1,control,0.9257142857142857,8.924357407407406,10.605107692307692,2.0841102337398034,2.294149148700828,4.502,5.813175,6.284319999999999,7.776,9.6832,10.857700000000001,15.170600000000004,5.751460000000001,8.3535,8.91726,11.3124,12.516999999999998,13.6516,14.294319999999999,1.629505228932017,4.4501711352787074,-0.5015899884193482,3.562163037037454,175,0,empirical,none,1
441,0,guess,0.7670454545454546,2.002062962962963,2.092887804878049,0.6174816036548049,0.6575794435845718,1.19952,1.3573499999999998,1.4009999999999998,1.8492,2.1459200000000003,2.3411999999999997,3.249320000000001,1.133,1.4161,1.4859,1.859,2.5157,2.6986,3.2693,1.4254167391470702,0.8516778115798392,0.5611178548431045,0.8506375036392181,176,0,empirical,none,1
441,1,guess,0.5028571428571429,1.9127465909090908,2.001444827586207,0.591213200887484,0.6055325963201228,1.1877,1.48245,1.53476,1.75675,2.15955,2.209275,2.8197599999999996,1.02522,1.32535,1.4311200000000002,1.8476,2.3512999999999997,2.4425499999999998,3.2212800000000006,0.934533791827285,0.6703616918643839,0.8050147638369511,0.855381163746725,175,0,empirical,none,1
443,0,guess,0.6242774566473989,1.5854166666666667,1.6963846153846154,0.3561766378127179,0.4180795787011281,0.8668,1.033,1.1032,1.3235000000000001,1.7181999999999997,1.9344999999999999,2.5374,0.8932,1.083,1.185,1.37,1.6592,2.0,3.4216000000000006,2.327689019529693,0.8519541596746365,1.5897453171008724,0.9052860509996911,173,0,empirical,none,1
443,1,guess,0.6586826347305389,1.5687909090909091,1.8533684210526316,0.3339475089987057,0.4988829850484759,0.8566,0.9644999999999999,1.012,1.254,1.6952999999999998,1.8932499999999999,2.7036000000000016,0.9793999999999999,1.101,1.1746,1.474,2.2269999999999994,2.479,3.1061999999999994,1.6982771099727125,0.8630403702322054,1.1945262364194495,0.9659930055865338,167,0,empirical,none,1
447,0,guess,0.9545454545454546,4.365257142857143,4.7012875,1.317348891512778,1.307927683207157,1.73302,2.5291,2.77444,3.6967,5.07389,5.68025,8.022680000000001,1.9719600000000002,3.031425,3.28467,3.52735,3.64979,4.4517999999999995,8.786229999999998,1.1890072785135781,2.5163863851463426,1.9713471086749814,3.853434051943613,176,0,empirical,none,1
447,1,guess,0.7784090909090909,4.778985401459854,4.987746153846154,1.4221374538817435,1.4262231641710734,2.1581,2.8517,3.1717999999999993,4.1886,5.585759999999999,6.1958,8.499460000000001,1.7271800000000002,2.78325,2.92072,4.28,5.63242,5.9121,8.98252,1.0267849889947598,2.587903088652259,1.1967159046360467,3.0563983812949163,176,0,empirical,none,1
451,0,control,0.38323353293413176,4.9125796875,3.377352427184466,1.4631220477231566,1.086876173061073,2.44868,3.092625,3.1696299999999997,4.24665,5.62743,5.946775,9.340870000000002,1.65396,2.1279500000000002,2.2313,2.7335,3.70794,3.8590999999999998,5.841419999999999,1.1126066244846333,2.6008230928029388,1.901289322112504,1.9779739213394476,167,1,empirical,none,1
451,1,control,0.9593023255813954,3.364558181818182,4.0487714285714285,1.0468216306601472,1.3073339350515663,1.4844600000000001,1.8913,2.04564,2.8962,3.6284,3.8809,5.777499999999999,2.09144,2.5503,2.77608,3.8893,5.475,5.58525,5.94676,2.214815923095446,2.2726796362785517,0.029387847566737315,1.7609381994780375,172,0,empirical,none,1
15,0,control,0.6298701298701299,7.109491752577319,7.7764,1.8421205896226138,1.9526180544514529,2.87732,5.0677,5.4302399999999995,6.7245,8.2797,8.733,12.042900000000007,3.8790200000000006,6.3757,6.51274,7.2007,8.643799999999999,9.1307,12.10808,0.8433177009967379,3.388652678046434,0.5760234153293999,3.2025349439935855,154,0,empirical,none,2
15,1,control,0.930379746835443,6.26688775510204,4.642881818181818,1.7690243011984939,1.4218460217680624,3.0313600000000003,5.2302,5.4548000000000005,6.3122,7.1146400000000005,7.2158,8.458100000000002,2.0897,3.34775,3.7259,4.327,5.2523,5.28665,7.1977,0.539466062830488,2.134583388177166,1.2227745167761865,2.3745923253553154,158,1,empirical,none,2
17,0,control,0.38922155688622756,3.7924846153846157,2.894754901960784,1.0421013841233226,0.7827926846682725,1.2274800000000001,1.598,1.9532199999999997,2.5941,3.8018199999999993,4.0034,7.751280000000001,0.9304,1.3189499999999998,1.38318,2.04685,2.94805,3.3307,5.32943,2.5578999757474574,3.677800706869136,3.301802663894345,2.809742224659611,167,1,empirical,none,2
17,1,control,0.9345238095238095,2.626357324840764,1.8439999999999999,0.6989405389917296,0.4809557509344415,0.9739599999999999,1.1654,1.2575,1.7948,2.6748399999999997,2.9854,5.1001,1.0453,1.1122,1.1147,1.6832,1.8152,1.8626999999999998,3.8315,2.8720155812424024,2.431291131250621,1.4119133543479232,1.0750953269361745,168,1,empirical,none,2
19,0,control,0.48,2.5806785714285714,2.4675494505494506,0.6451828733842533,0.5173169117563645,0.7142999999999999,0.864,1.153,1.9325,3.3408999999999995,3.5735,5.755700000000001,0.621,0.7435,0.847,1.719,2.271,2.629,5.215,1.3042535892941045,2.0779851580619253,2.785852340046539,2.692895212978594,175,1,empirical,none,2
19,1,control,0.5689655172413793,2.024777777777778,2.4907333333333335,0.3190136059207759,0.6241625471660116,0.6158,0.6845000000000001,0.7283999999999999,1.082,1.8307999999999998,2.402,4.452000000000002,0.7624000000000001,0.9635,1.0957999999999999,1.912,2.8821999999999997,3.33,5.476800000000004,3.289948255198303,2.3988609310337083,1.577763505943103,2.065624441502698,174,0,empirical,none,2
27,0,control,0.6198830409356725,4.228437735849057,3.4201707692307695,1.140637374119885,0.9751110205827861,1.36565,1.817225,2.0301,2.7257499999999997,3.9966,4.75085,9.62345,1.25672,1.6731,1.80576,2.6815,3.28922,3.6399,4.95678,1.8858557876357662,3.8131719005486584,3.388024943621518,3.342664341823894,171,1,empirical,none,2
27,1,control,0.7630057803468208,3.7735659090909093,4.51060487804878,1.0394533082489006,1.1900667423560225,1.26818,1.6376249999999999,1.7310599999999998,2.42815,3.915649999999998,4.6379,8.997440000000001,1.4096,1.8755,2.0747,3.255,4.7114,5.2451,11.6824,1.7201758804645773,3.2483364913510235,1.729208087148513,4.041792535679635,173,0,empirical,none,2
29,0,control,0.4797687861271676,3.4872144578313256,3.714672222222222,1.1836391576624186,1.2239061450255773,2.11222,2.57295,2.65668,3.1857,3.9871,4.2818000000000005,5.1967,2.01104,2.63875,2.79549,3.39795,4.21473,4.58935,5.871910000000001,0.6384328771784212,1.2671084157835104,0.9293549540066024,1.593616371090762,173,0,empirical,none,2
29,1,control,0.6024096385542169,3.853825,3.5320924242424243,1.282198944341093,1.1880005490599432,2.40837,3.0728999999999997,3.15738,3.67625,4.15921,4.491474999999999,5.77742,1.88335,2.495075,2.594,3.33155,4.33475,4.4563500000000005,5.1263000000000005,1.1678078073627802,1.440331152465511,0.568030709243708,1.3451864688940232,166,1,empirical,none,2
32,0,guess,0.5872093023255814,2.7309128712871287,3.2451661971830985,0.8153406224811516,0.9342820128708407,0.971,1.5269,1.699,2.3229,3.0944,3.2668,4.2819,1.0886,1.6550500000000001,1.7601,2.2505,3.4746,3.6525,7.3637,2.219876142338843,1.8853615140159918,1.588504329550217,2.4907281270425816,172,0,empirical,none,2
32,1,guess,0.6606060606060606,3.0506183486238534,2.813425,0.8937814004075958,0.848917272922059,1.03462,1.4694,1.62852,2.5652,3.4943599999999995,3.9103,5.86544,1.1188,1.6387749999999999,1.67275,2.2906500000000003,2.86245,3.179825,5.8721,1.4449271166938547,2.129925617426891,1.6931379240252118,1.9077232690732786,165,1,empirical,none,2
35,0,control,0.6296296296296297,3.3555950980392155,4.52768,1.0760977329312111,1.286724897761236,1.50939,2.111675,2.34224,2.83045,3.7691699999999995,3.9191,5.8665400000000005,1.6901100000000002,2.4934000000000003,2.65319,3.36945,4.8701099999999995,5.1848,9.081980000000001,2.346545101802046,2.00077292749614,1.7485553066462933,3.36667848806002,162,0,empirical,none,2
35,1,control,0.5443037974683544,3.700463953488372,3.7527041666666667,1.1612498145073957,1.152232534623726,1.84975,2.3594749999999998,2.5507999999999997,3.2321,3.912449999999999,4.05245,5.3227,1.6755200000000001,2.21405,2.3477,3.0487,3.97842,4.433825,6.77275,2.645872409395424,2.434913037698873,2.0428282521503025,2.5099655273115316,158,0,empirical,none,2
36,0,guess,0.5,2.682819540229885,2.799679310344828,0.9065514213442774,0.9458883947297376,1.51006,1.8555000000000001,1.96492,2.4306,3.02294,3.3074500000000002,4.389500000000001,1.63778,1.9479,2.04626,2.51,3.09722,3.29385,4.136120000000002,0.8322855199298387,1.1104803009508029,1.6761067778188357,1.271133173739445,174,0,empirical,none,2
36,1,guess,0.8103448275862069,2.5695574468085103,2.861827272727273,0.8698245445996576,0.974952233915419,1.3774,1.7802,1.9061,2.3671,3.0178,3.1892,3.9952,1.54996,2.0542,2.29956,2.6343,3.5105999999999997,3.6375,4.27436,0.6735873042316621,0.9915041478361509,0.2034143959053983,1.0722595891016573,174,0,empirical,none,2
38,0,guess,0.6069364161849711,4.012189523809524,4.368170588235294,0.9782840254237656,1.0278836811948122,0.92896,1.3053,1.43568,2.3562,4.52598,5.189,8.087720000000001,1.20679,1.666125,1.7299,2.2389,3.6525799999999995,3.98185,10.801040000000004,2.1891908523059,4.230642423300686,2.9652191569369166,5.501652476534199,173,0,empirical,none,2
38,1,guess,0.42045454545454547,3.094495945945946,5.075527450980392,0.7270111155101195,1.1823394683557766,0.87663,1.0840999999999998,1.12346,1.76275,2.8763699999999988,3.35705,5.91802,0.9346,1.5084,1.7115299999999998,3.0205,6.185529999999996,6.6968,11.454130000000005,3.1119845998884372,3.79733527785592,2.615201891072811,5.413609164281756,176,0,empirical,none,2
45,0,control,0.5266272189349113,2.2529898876404495,2.2561225,0.6254629905262219,0.6589277772627515,0.97486,1.2499,1.3792,1.7244,2.3341,2.3912,4.4351400000000005,0.76565,1.414825,1.54473,1.8952,2.65244,2.949125,4.117160000000001,2.3484347256305966,1.694884645715732,1.0511059070649504,1.276488101455798,169,0,empirical,none,2
45,1,control,0.8323699421965318,2.0947215277777778,1.9324827586206896,0.525528280186442,0.5225824200235982,0.79902,1.0628,1.14904,1.5792,2.1580099999999995,2.5218,4.304880000000002,0.94554,1.1624,1.25946,1.475,2.345359999999999,2.5215,3.48672,1.9170097560481951,1.5859970819011764,1.1960986867306165,1.0861685580414453,173,1,empirical,none,2
46,0,guess,0.7017543859649122,3.5349950000000003,3.7200745098039216,1.0964976146947716,1.1745347895274876,1.39542,2.0765000000000002,2.28061,3.0149999999999997,3.8361199999999998,4.0288,6.826490000000001,1.6165,2.29265,2.4602,3.2255,4.4198,4.5447500000000005,5.7069,1.744252808469157,2.261173805935107,1.6056624827305392,2.115524245651005,171,0,empirical,none,2
46,1,guess,0.8284023668639053,3.4189078571428575,3.663703448275862,1.1077507855496174,1.163681532368788,1.71777,2.233325,2.31779,2.9984,3.83364,4.098525,5.579130000000002,1.53238,2.3144,2.38516,3.3975,4.2683599999999995,4.8067,5.893660000000001,1.776476324547249,1.8348435309397217,1.0297613304012097,1.9179526706291266,169,0,empirical,none,2
49,0,control,0.9520958083832335,11.518972327044025,6.7963875,2.348251958397482,1.87567661527456,6.49854,7.50785,7.73316,10.3725,12.92048,13.74015,17.860580000000002,4.33401,5.73675,6.22905,6.8885000000000005,6.99805,7.461600000000001,9.212579999999999,1.6042494560212823,5.5372871358568325,0.24114906952815846,2.0226503726105087,167,1,empirical,none,2
49,1,control,0.9515151515151515,10.180508917197452,8.459325,2.229860494724501,2.023722878146148,6.0129,7.1229,7.417140000000001,8.8866,11.6497,13.1467,15.9198,5.03733,6.2439,6.3939699999999995,7.24275,9.997279999999998,10.8468,13.360019999999999,1.148212458896785,4.463715834963578,0.521688044781296,4.019043323532178,165,1,empirical,none,2
50,0,guess,0.9090909090909091,7.010960625,5.4901,1.6558147535613255,1.3882398311282282,1.8225500000000001,2.9421500000000003,3.28356,5.25695,8.901629999999999,9.793175,13.977079999999999,1.4266999999999999,2.2393,2.7807500000000003,3.45105,6.7576,8.6843,12.32185,1.6340092576179268,5.5856347239657484,0.9134267860987895,4.430861656006274,176,1,empirical,none,2
50,1,guess,0.6761363636363636,9.637928571428573,5.4670035087719295,1.962302905474609,1.3318650444048479,2.39168,3.5813,4.284919999999999,7.4507,11.696779999999999,12.8853,18.070480000000003,1.1870800000000001,2.1265,2.44644,3.6255,5.388139999999998,6.3284,11.538739999999999,2.259496131146713,8.260647546509375,2.782886189049851,5.680161884638654,176,1,empirical,none,2
52,0,guess,0.6264367816091954,2.530035779816514,2.031527692307692,0.7743792342663557,0.53391693938998,1.06786,1.628,1.67574,2.1289,2.89932,3.2129,4.850779999999999,0.82726,1.2002,1.24972,1.6459,2.1985599999999996,2.2479,3.7111200000000015,1.2053554180353128,1.4555851157424333,1.8605576468054907,1.373513516213493,174,1,empirical,none,2
52,1,guess,0.8971428571428571,2.17395923566879,2.584077777777778,0.6464224307882569,0.7320232574539502,1.0526600000000002,1.3293,1.4467999999999999,1.8807,2.44406,2.5859,3.6296000000000004,0.9834300000000001,1.250975,1.3200599999999998,1.834,2.873499999999999,3.024125,5.68813,1.8392207985818279,1.230305089583808,1.1243855463035195,1.8315950947853703,175,0,empirical,none,2
53,0,control,0.4226190476190476,2.970012676056338,2.532437113402062,0.9158315607757022,0.7078868811683564,1.3415,1.57545,1.7247,2.2328,3.3168,3.7357500000000003,6.3168,0.85504,1.2941,1.40576,1.9895,2.6834799999999985,3.2088,5.309680000000004,1.5646065496450785,1.96018237853592,1.5904738667187053,1.8520702816555261,168,1,empirical,none,2
53,1,control,0.92,2.1144391304347825,2.5403,0.5433369478262536,0.7774676408289017,0.8385,1.0748,1.1266,1.5832,2.2319,2.6977,4.1743,1.1204800000000001,1.373825,1.51949,2.17675,2.98364,2.9839,4.537330000000001,2.577780427947302,1.638340460579467,1.1325085335185423,1.5093591971939104,175,0,empirical,none,2
