t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
1.0062155,1.3523648,0.41730797,-0.87851036,-0.32070446,2.0085557,0.009880368,pp160_control_ans0_att18_acc59.csv,160,control,0,18,59
0.7885987,1.1828476,0.48546553,-0.19223034,0.31838843,3.2618952,0.005770824,pp436_control_ans0_att20_acc70.csv,436,control,0,20,70
0.72071844,0.7463674,0.5733567,-0.061280034,0.3917777,1.9579586,-0.032624025,pp191_guess_ans0_att16_acc60.csv,191,guess,0,16,60
1.4333453,1.4202673,0.43508133,-0.35001373,0.21346067,4.1011662,-0.0069695855,pp255_guess_ans0_att19_acc76.csv,255,guess,0,19,76
0.7686677,1.3124721,0.5149407,-0.2227629,0.58666384,3.7636993,-0.008597034,pp183_guess_ans0_att19_acc80.csv,183,guess,0,19,80
0.9871664,1.4063272,0.43553603,-0.31170678,0.3165142,3.5033574,-0.0050641117,pp228_control_ans0_att20_acc76.csv,228,control,0,20,76
0.73196584,0.9549631,0.47247314,0.039558165,0.56288767,2.5814106,0.00279528,pp271_guess_ans0_att19_acc65.csv,271,guess,0,19,65
1.1087126,0.94829357,0.47552818,-0.17634559,0.4963311,3.2629423,0.002709835,pp237_guess_ans0_att20_acc75.csv,237,guess,0,20,75
0.99072725,1.3097078,0.54488575,-0.36777848,0.27029052,3.1863296,0.0016088379,pp335_guess_ans0_att20_acc73.csv,335,guess,0,20,73
1.4209006,1.4090005,0.47432232,-0.3028598,0.24322587,4.719827,0.01593187,pp279_guess_ans0_att20_acc77.csv,279,guess,0,20,77
2.4231277,1.4268047,0.49698466,0.047461163,0.43650034,4.0250893,-0.021635564,pp253_guess_ans0_att19_acc64.csv,253,guess,0,19,64
4.794738,1.4385724,0.65375555,-0.88511413,0.17877258,6.0560217,-0.002190984,pp260_control_ans0_att20_acc91.csv,260,control,0,20,91
0.8202357,1.2551672,0.51636547,-0.36639485,0.16080791,3.040555,0.015091045,pp280_control_ans0_att20_acc71.csv,280,control,0,20,71
5.655396,1.4321544,0.6025032,-0.80236864,0.09788308,7.2580986,0.019434487,pp422_control_ans0_att20_acc91.csv,422,control,0,20,91
1.1475008,1.3198502,0.45706528,-0.22178462,0.6011548,2.4392862,-0.007711509,pp340_control_ans0_att20_acc72.csv,340,control,0,20,72
2.1435893,1.4172903,0.52062786,-0.3087773,0.6447339,5.6106205,-0.025590954,pp242_control_ans0_att20_acc86.csv,242,control,0,20,86
5.179009,1.4316735,0.6951965,-0.8925838,0.49264154,7.365824,-0.029797666,pp120_control_ans0_att20_acc100.csv,120,control,0,20,100
1.3493805,1.4352368,0.5196858,-0.08300155,0.2310834,4.992419,0.0054391534,pp419_guess_ans0_att20_acc66.csv,419,guess,0,20,66
5.8606462,1.4386153,0.5549295,-0.729755,0.3136688,5.6595964,-0.0108752055,pp303_guess_ans0_att20_acc92.csv,303,guess,0,20,92
0.6096919,1.4259559,0.5238712,-0.24608839,0.1737855,3.2920089,0.016297905,pp140_control_ans0_att19_acc65.csv,140,control,0,19,65
2.287176,1.4128352,0.36707193,-0.28017542,0.6804581,4.699043,-0.045538805,pp144_control_ans0_att20_acc90.csv,144,control,0,20,90
1.1707729,1.1644673,0.49804023,-0.446465,0.5101593,3.1136675,0.005479979,pp224_control_ans0_att20_acc82.csv,224,control,0,20,82
1.1013623,1.2695369,0.40852472,0.0785814,0.55262053,2.4936543,0.02364911,pp365_guess_ans0_att20_acc62.csv,365,guess,0,20,62
3.5360556,1.4169284,0.4913636,-0.40011168,0.6651471,5.1766768,0.014020088,pp135_guess_ans0_att20_acc92.csv,135,guess,0,20,92
0.9580822,1.3551779,0.5346959,-0.47893077,0.50542927,5.7241964,0.010903429,pp149_guess_ans0_att19_acc92.csv,149,guess,0,19,92
1.2966908,1.3366157,0.4816314,-0.44025087,0.4378444,3.8408859,0.01586259,pp426_control_ans0_att20_acc85.csv,426,control,0,20,85
0.70686746,0.3324912,0.51955485,-0.29772538,0.30711427,1.8985009,0.021171292,pp443_guess_ans0_att19_acc64.csv,443,guess,0,19,64
0.78221214,1.2357389,0.5447281,-0.1846542,0.2680612,2.7425642,0.018743318,pp218_control_ans0_att18_acc66.csv,218,control,0,18,66
3.3721132,1.4366255,0.7366248,-0.6324004,0.11443385,6.305328,-0.01942033,pp325_guess_ans0_att20_acc75.csv,325,guess,0,20,75
1.9684474,1.4345775,0.5032547,-0.352808,0.37137234,4.5530753,-0.027215961,pp349_guess_ans0_att20_acc82.csv,349,guess,0,20,82
0.86647654,0.8049947,0.4481541,-0.15893568,0.35987288,2.9734907,0.00940037,pp304_control_ans0_att19_acc69.csv,304,control,0,19,69
3.360418,1.4243239,0.5405577,-0.61809975,0.4428956,5.185564,0.022690438,pp225_guess_ans0_att20_acc93.csv,225,guess,0,20,93
4.0177,1.4380586,0.605168,-0.6845816,0.35990003,6.7459974,-0.017919963,pp174_control_ans0_att20_acc92.csv,174,control,0,20,92
1.1216751,1.3871279,0.51298094,-0.33114067,0.44936413,3.685241,0.016726296,pp210_control_ans0_att20_acc81.csv,210,control,0,20,81
1.144896,1.3337098,0.36816385,-0.4027433,0.19638786,2.6985943,-0.025659,pp246_control_ans0_att19_acc68.csv,246,control,0,19,68
3.0343246,1.4351144,0.47128487,-0.55829686,0.25468665,5.513553,0.0014569216,pp313_guess_ans0_att20_acc86.csv,313,guess,0,20,86
1.0411736,1.2797058,0.5216806,0.013218918,0.4369438,3.3252735,-0.009152607,pp212_control_ans0_att20_acc64.csv,212,control,0,20,64
2.8372602,1.4068941,0.4789212,-0.97257197,0.9496567,6.083504,-0.007774941,pp245_guess_ans0_att20_acc98.csv,245,guess,0,20,98
1.3644745,1.4263703,0.5999381,-0.17169401,0.16692403,3.8994102,-0.01345939,pp189_guess_ans0_att16_acc61.csv,189,guess,0,16,61
3.7644386,1.4336202,0.5375363,-0.600823,0.42881647,5.697037,0.004301199,pp440_control_ans0_att20_acc93.csv,440,control,0,20,93
0.73591125,1.3785032,0.5945199,-0.040126666,0.35892892,3.1027155,0.0015886427,pp247_guess_ans0_att17_acc61.csv,247,guess,0,17,61
0.8423341,1.3128148,0.45727408,-0.17483827,0.3640757,3.3275938,-0.0049579814,pp133_guess_ans0_att20_acc70.csv,133,guess,0,20,70
4.299917,1.2648544,0.49584457,-0.70729905,0.7500506,5.6679583,-0.010609015,pp161_guess_ans0_att20_acc97.csv,161,guess,0,20,97
2.4558394,1.4354808,0.40066648,-0.4529768,0.22952546,4.73531,-0.03856566,pp206_control_ans0_att20_acc79.csv,206,control,0,20,79
1.0266608,1.1416937,0.4259015,-0.19673586,0.80460775,3.4080794,-0.0008103156,pp125_guess_ans0_att20_acc83.csv,125,guess,0,20,83
0.76220465,0.8026268,0.42654106,-0.31837213,0.59618175,3.0307064,-0.025384085,pp166_control_ans0_att20_acc80.csv,166,control,0,20,80
0.9029666,1.1496549,0.5045534,-0.07517759,0.55076015,3.130199,-0.0067932154,pp180_control_ans0_att20_acc72.csv,180,control,0,20,72
2.5653095,1.4273381,0.53804505,-0.92983174,0.6160834,4.77948,0.012260741,pp264_control_ans0_att20_acc94.csv,264,control,0,20,94
2.2943022,1.4356952,0.45601007,-0.31779417,0.19887863,4.5481906,0.01177193,pp132_control_ans0_att18_acc69.csv,132,control,0,18,69
1.0516268,1.0471563,0.5230415,-1.1228181,0.4844446,0.9407607,-0.027993606,pp199_guess_ans0_att20_acc68.csv,199,guess,0,20,68
1.1203915,1.4179721,0.4971121,-0.16811457,0.03288243,3.6613548,0.022733444,pp330_control_ans0_att18_acc59.csv,330,control,0,18,59
0.7243659,0.6274248,0.59795594,-0.31607053,-0.03611509,2.9702847,0.007810504,pp152_control_ans0_att20_acc60.csv,152,control,0,20,60
0.8142456,1.2955953,0.43729815,-0.3013506,0.3507009,3.2635288,0.0088554965,pp379_guess_ans0_att19_acc74.csv,379,guess,0,19,74
0.7028505,0.46802047,0.5608938,-0.8192556,0.464988,1.1828084,-0.01965893,pp341_guess_ans0_att20_acc69.csv,341,guess,0,20,69
0.8276541,1.4345859,0.5011805,-0.11907294,0.3045398,4.3411756,0.0024252012,pp297_guess_ans0_att19_acc69.csv,297,guess,0,19,69
1.4571775,1.4322913,0.76272786,-0.39766693,-0.037537213,6.056209,-0.0019097948,pp146_control_ans0_att17_acc61.csv,146,control,0,17,61
0.99373865,1.4236226,0.45986977,-0.15234731,0.4301021,3.8736167,0.011929354,pp408_control_ans0_att19_acc70.csv,408,control,0,19,70
1.6926043,1.2935833,0.39251488,-0.69731414,0.39958286,3.1178956,0.013587457,pp236_control_ans0_att20_acc81.csv,236,control,0,20,81
1.7592318,1.3833268,0.37210003,-0.23005132,1.2541542,1.7765187,0.012669356,pp139_guess_ans0_att20_acc77.csv,139,guess,0,20,77
0.91009414,1.23965,0.4978373,-0.38747165,0.4522002,2.9319332,0.008473749,pp311_guess_ans0_att20_acc77.csv,311,guess,0,20,77
0.76382905,0.6105911,0.559971,-0.061884675,0.5270055,2.0224884,0.015054509,pp375_guess_ans0_att20_acc64.csv,375,guess,0,20,64
0.9997747,0.83605605,0.48682895,-0.5244248,0.03920793,2.005763,0.0034009304,pp441_guess_ans0_att18_acc64.csv,441,guess,0,18,64
0.7748263,0.7465323,0.5332009,-0.10078605,0.4257042,1.8354195,-0.011386128,pp355_guess_ans0_att16_acc61.csv,355,guess,0,16,61
0.73492426,0.9132458,0.5902687,-0.10103758,0.47221288,1.9987465,-0.010168153,pp327_guess_ans0_att17_acc63.csv,327,guess,0,17,63
1.0776196,1.4330894,0.48419103,-0.3529872,0.35374177,4.2824388,0.009510132,pp162_control_ans0_att20_acc81.csv,162,control,0,20,81
1.8733081,1.3899064,0.52549386,-0.39940265,0.32043302,2.2088857,0.01983859,pp130_control_ans0_att20_acc69.csv,130,control,0,20,69
0.5496521,0.63598794,0.54203534,-0.19437319,0.62608266,1.630486,-0.0044899965,pp244_control_ans0_att18_acc65.csv,244,control,0,18,65
2.247736,1.3630363,0.50288105,-0.6747171,0.7448389,5.823834,-0.027496586,pp234_control_ans0_att20_acc96.csv,234,control,0,20,96
2.465798,1.4101695,0.545793,-0.11530015,0.78580576,4.1110272,-0.008499072,pp172_control_ans0_att20_acc78.csv,172,control,0,20,78
1.0642112,1.343784,0.548633,-0.6965539,0.4358188,3.288267,0.001757712,pp275_guess_ans0_att20_acc86.csv,275,guess,0,20,86
1.0198418,1.2641373,0.5102348,-0.11217661,-0.00052860606,3.3193874,-0.009263983,pp117_guess_ans0_att12_acc52.csv,117,guess,0,12,52
0.81820685,1.2128255,0.5214383,-0.2661829,0.41949418,3.3148496,0.006075338,pp334_control_ans0_att20_acc76.csv,334,control,0,20,76
1.1176512,1.2682723,0.52916443,-0.5022415,0.43684003,1.9084363,-0.009988219,pp377_guess_ans0_att20_acc71.csv,377,guess,0,20,71
3.995516,1.3593078,0.52726287,-1.5053077,1.0788976,4.172315,-0.0091809435,pp352_control_ans0_att20_acc99.csv,352,control,0,20,99
0.76185435,0.6279076,0.50441957,-0.16091569,0.42729825,2.8524337,-0.0063530314,pp397_guess_ans0_att20_acc70.csv,397,guess,0,20,70
0.7574011,1.3986999,0.57649475,-0.23545788,0.29324448,3.5387797,0.017832892,pp155_guess_ans0_att20_acc70.csv,155,guess,0,20,70
1.9691082,1.4321253,0.49656093,-0.47376612,0.40977612,4.935567,-0.004442987,pp372_control_ans0_att20_acc88.csv,372,control,0,20,88
1.0886024,1.1670989,0.4900076,-0.16571234,0.48413837,3.556514,0.012848369,pp388_control_ans0_att20_acc75.csv,388,control,0,20,75
-0.032015566,0.5547684,0.5315856,-0.028367294,0.20392558,2.682938,-0.005479018,pp157_guess_ans0_att14_acc57.csv,157,guess,0,14,57
4.59842,1.4233907,0.58442676,-0.72335774,0.5357064,6.736147,-0.005026085,pp306_control_ans0_att20_acc97.csv,306,control,0,20,97
1.0553738,1.3486305,0.48473385,-0.5679077,0.3288548,4.123816,0.013327852,pp447_guess_ans0_att20_acc87.csv,447,guess,0,20,87
1.0337237,1.076163,0.44842744,-0.30312333,0.59537154,2.491345,0.036915466,pp353_guess_ans0_att20_acc75.csv,353,guess,0,20,75
6.057698,1.4342579,0.7127768,-0.91954327,0.010413603,7.463008,-0.017849145,pp272_control_ans0_att20_acc91.csv,272,control,0,20,91
2.9437208,1.4351894,0.571534,-0.5066287,0.36319444,5.4437437,-0.01722317,pp226_control_ans0_att20_acc86.csv,226,control,0,20,86
4.042699,1.4051021,0.4505609,-0.25406992,0.55564576,3.9866886,0.013821497,pp268_control_ans0_att20_acc83.csv,268,control,0,20,83
1.2939115,1.3469933,0.53970283,-0.52309686,0.42445582,2.3516872,0.009473283,pp429_guess_ans0_att20_acc75.csv,429,guess,0,20,75
0.95923644,1.3058337,0.540348,-0.23091772,0.34134102,3.12618,0.0062989257,pp285_guess_ans0_att20_acc71.csv,285,guess,0,20,71
0.79910123,0.5247062,0.6048975,-0.5000906,0.9552713,0.81448346,0.043584064,pp390_control_ans0_att19_acc63.csv,390,control,0,19,63
6.2032604,1.4142447,0.4582164,-0.39779985,1.0687717,3.3277137,0.029001523,pp318_control_ans0_att20_acc87.csv,318,control,0,20,87
1.407078,1.4105457,0.53578186,-0.18079671,0.30769244,3.915999,0.008549937,pp122_control_ans0_att20_acc73.csv,122,control,0,20,73
1.4113339,1.427792,0.45425263,-0.2490237,0.06284773,3.850851,-0.0069030626,pp431_guess_ans0_att19_acc64.csv,431,guess,0,19,64
1.30558,1.3038343,0.5683563,0.0966725,0.5100752,3.3077805,-0.0029247508,pp319_guess_ans0_att20_acc62.csv,319,guess,0,20,62
1.0805731,1.2257785,0.5908792,-0.042703554,0.70348036,2.5054195,0.026585743,pp142_control_ans0_att20_acc67.csv,142,control,0,20,67
0.8863357,1.0033064,0.5000823,-0.34692976,0.52290076,1.54154,0.013370385,pp231_guess_ans0_att20_acc66.csv,231,guess,0,20,66
1.2916716,1.1424942,0.517711,-0.23316433,0.5010574,3.4517374,0.005465141,pp190_control_ans0_att20_acc77.csv,190,control,0,20,77
