t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
1.0955224,1.3864213,0.32641226,-0.74023116,-0.2089786,1.914816,1.7051041,pp160_control_ans0_att18_acc59.csv,160,control,0,18,59
0.9168876,1.0972273,0.47464564,-0.21980186,0.38653532,3.4786663,1.3787823,pp436_control_ans0_att20_acc70.csv,436,control,0,20,70
0.7584827,0.6688024,0.6438725,-0.14559741,0.32751954,1.6802758,1.4209417,pp191_guess_ans0_att16_acc60.csv,191,guess,0,16,60
1.4576536,1.4049335,0.35766643,-0.3709383,0.36411485,6.4308443,1.1285328,pp255_guess_ans0_att19_acc76.csv,255,guess,0,19,76
0.8103584,0.8695342,0.5782394,-0.45337945,0.7455853,5.1188564,1.2342803,pp183_guess_ans0_att19_acc80.csv,183,guess,0,19,80
1.0826099,1.425851,0.38854057,-0.3127037,0.38787648,4.1510653,1.3213418,pp228_control_ans0_att20_acc76.csv,228,control,0,20,76
0.7525407,0.6588554,0.4814544,0.015726937,0.5461669,2.5417418,1.5925139,pp271_guess_ans0_att19_acc65.csv,271,guess,0,19,65
1.2572644,0.21005842,0.4797287,-0.28228346,0.6158459,3.6336703,1.2747601,pp237_guess_ans0_att20_acc75.csv,237,guess,0,20,75
1.1491231,1.1293702,0.577958,-0.4646819,0.33536646,3.3160384,1.3771014,pp335_guess_ans0_att20_acc73.csv,335,guess,0,20,73
1.7799746,1.3201535,0.44642514,-0.66991556,0.5883633,7.6136923,1.1298453,pp279_guess_ans0_att20_acc77.csv,279,guess,0,20,77
2.586493,1.434516,0.574254,0.05282857,0.45605063,5.401105,1.3042545,pp253_guess_ans0_att19_acc64.csv,253,guess,0,19,64
4.122061,1.4331034,0.7186372,-0.5628774,-0.09657134,7.7974343,1.9296033,pp260_control_ans0_att20_acc91.csv,260,control,0,20,91
0.9972277,1.2805747,0.47376412,-0.43620846,0.26636478,3.2629452,1.153661,pp280_control_ans0_att20_acc71.csv,280,control,0,20,71
4.271805,1.3848811,0.7139874,-0.25770563,-0.16234487,8.305308,1.9787029,pp422_control_ans0_att20_acc91.csv,422,control,0,20,91
1.2288151,1.2261394,0.4664734,-0.24511513,0.63942844,2.295415,1.3292224,pp340_control_ans0_att20_acc72.csv,340,control,0,20,72
2.2770147,1.3858753,0.58984715,-0.53716606,0.7211236,7.4192553,1.5135372,pp242_control_ans0_att20_acc86.csv,242,control,0,20,86
4.7602735,1.4386022,0.66933197,-0.69283754,0.50106686,7.8528686,1.9866418,pp120_control_ans0_att20_acc100.csv,120,control,0,20,100
1.4613477,1.4433173,0.53365856,-0.00182474,0.2029565,6.8375416,1.3008108,pp419_guess_ans0_att20_acc66.csv,419,guess,0,20,66
5.3021297,1.4502764,0.59160095,-0.5062551,0.21684782,7.6992116,1.6959189,pp303_guess_ans0_att20_acc92.csv,303,guess,0,20,92
0.7074743,1.4240657,0.45828652,-0.23998867,0.24637236,4.3863673,1.0262406,pp140_control_ans0_att19_acc65.csv,140,control,0,19,65
2.3567524,1.4025828,0.38254365,-0.4228998,0.74598753,5.7193937,1.6051464,pp144_control_ans0_att20_acc90.csv,144,control,0,20,90
1.1655991,0.7027242,0.50085384,-0.45868072,0.5467517,3.2326887,1.7366478,pp224_control_ans0_att20_acc82.csv,224,control,0,20,82
1.1527493,1.1166995,0.3947224,0.084099606,0.628407,2.3387446,1.4028975,pp365_guess_ans0_att20_acc62.csv,365,guess,0,20,62
3.5012605,1.4096917,0.49171215,-0.549249,0.8190712,6.602718,1.702574,pp135_guess_ans0_att20_acc92.csv,135,guess,0,20,92
1.098459,1.2427706,0.5683688,-0.7364936,0.66101414,7.547157,1.5351725,pp149_guess_ans0_att19_acc92.csv,149,guess,0,19,92
1.405073,0.93402296,0.47903588,-0.7536258,0.76061976,5.498899,1.2236841,pp426_control_ans0_att20_acc85.csv,426,control,0,20,85
0.72465146,0.20878348,0.5521303,-0.33188593,0.21507913,1.7321236,1.6973119,pp443_guess_ans0_att19_acc64.csv,443,guess,0,19,64
0.8381449,0.9367613,0.57006645,-0.25563362,0.29850978,2.7498941,1.3189878,pp218_control_ans0_att18_acc66.csv,218,control,0,18,66
2.2087379,1.4355547,0.72605044,-0.30748144,-0.033295576,7.990419,1.8795217,pp325_guess_ans0_att20_acc75.csv,325,guess,0,20,75
1.8189201,1.437808,0.50164664,-0.4441836,0.46379867,7.1767697,1.2234086,pp349_guess_ans0_att20_acc82.csv,349,guess,0,20,82
0.9835164,0.5594906,0.41997716,-0.18277593,0.4671022,3.0618904,1.3251227,pp304_control_ans0_att19_acc69.csv,304,control,0,19,69
3.428075,1.4318237,0.53567225,-0.77599835,0.5603731,6.6310205,1.6229873,pp225_guess_ans0_att20_acc93.csv,225,guess,0,20,93
2.9095633,1.4297743,0.67039984,-0.4518756,0.12630188,8.011509,1.932537,pp174_control_ans0_att20_acc92.csv,174,control,0,20,92
1.1800902,1.4312537,0.49940333,-0.34450606,0.46673563,4.2803698,1.4745442,pp210_control_ans0_att20_acc81.csv,210,control,0,20,81
1.2160524,1.1933769,0.34302494,-0.4130845,0.27481136,2.63391,1.6645203,pp246_control_ans0_att19_acc68.csv,246,control,0,19,68
3.0287242,1.4364362,0.5057408,-0.6035191,0.26081678,7.554815,1.4237274,pp313_guess_ans0_att20_acc86.csv,313,guess,0,20,86
1.21149,1.3088713,0.57306117,-0.013001811,0.41706264,3.6141531,1.4047034,pp212_control_ans0_att20_acc64.csv,212,control,0,20,64
2.920516,1.079535,0.46997422,-1.2406352,1.1974534,7.5133805,1.5842142,pp245_guess_ans0_att20_acc98.csv,245,guess,0,20,98
1.4376407,1.429771,0.6285186,-0.2769481,0.1936261,6.1501603,1.0665461,pp189_guess_ans0_att16_acc61.csv,189,guess,0,16,61
3.4823167,1.442101,0.6103648,-0.60899204,0.35242444,7.464347,1.645015,pp440_control_ans0_att20_acc93.csv,440,control,0,20,93
0.76499707,1.4211137,0.72965854,0.00084264966,0.26174617,3.90771,1.0846938,pp247_guess_ans0_att17_acc61.csv,247,guess,0,17,61
0.9686113,1.0280206,0.42759722,-0.25819945,0.57399064,4.055546,1.1301359,pp133_guess_ans0_att20_acc70.csv,133,guess,0,20,70
4.309217,1.084201,0.5031147,-0.8093171,0.8261806,6.284252,1.8555166,pp161_guess_ans0_att20_acc97.csv,161,guess,0,20,97
2.1287618,1.4407103,0.39860877,-0.3897132,0.15218377,6.9760776,1.4430653,pp206_control_ans0_att20_acc79.csv,206,control,0,20,79
1.0365415,0.7494576,0.44126168,-0.20933104,0.798561,3.4979043,1.8318166,pp125_guess_ans0_att20_acc83.csv,125,guess,0,20,83
0.78132737,0.23121288,0.4060923,-0.33744287,0.6675414,3.1588032,1.5393139,pp166_control_ans0_att20_acc80.csv,166,control,0,20,80
1.0678372,1.0546316,0.5893493,-0.16930872,0.52550465,3.210407,1.5118128,pp180_control_ans0_att20_acc72.csv,180,control,0,20,72
2.8044698,1.3352374,0.5600366,-1.6251466,1.1304784,7.5666866,1.2714899,pp264_control_ans0_att20_acc94.csv,264,control,0,20,94
2.007354,1.4422232,0.4264996,-0.21469553,0.116981044,7.103234,1.3471273,pp132_control_ans0_att18_acc69.csv,132,control,0,18,69
1.033041,0.99067813,0.49455997,-0.8132877,0.46794268,0.77940094,1.5917897,pp199_guess_ans0_att20_acc68.csv,199,guess,0,20,68
1.3208044,1.3999504,0.46611407,-0.24274874,0.09230661,4.9632354,1.0754155,pp330_control_ans0_att18_acc59.csv,330,control,0,18,59
0.7974166,0.35328358,0.69165164,-0.43945044,-0.16094781,3.0899093,1.2696749,pp152_control_ans0_att20_acc60.csv,152,control,0,20,60
0.93696904,1.2108227,0.355149,-0.25702488,0.5316635,3.818043,1.1730702,pp379_guess_ans0_att19_acc74.csv,379,guess,0,19,74
0.7112715,0.27554765,0.5352969,-0.55400705,0.47713873,0.91312206,1.4372753,pp341_guess_ans0_att20_acc69.csv,341,guess,0,20,69
0.8750219,1.4382502,0.5165817,-0.19585931,0.3182144,6.401701,1.1336617,pp297_guess_ans0_att19_acc69.csv,297,guess,0,19,69
0.93427205,1.4464449,0.69018406,-0.1861954,-0.0996289,7.586017,1.4562035,pp146_control_ans0_att17_acc61.csv,146,control,0,17,61
1.0397512,1.4264129,0.49221808,-0.21710484,0.5047331,6.0027585,1.072725,pp408_control_ans0_att19_acc70.csv,408,control,0,19,70
1.7167032,1.233829,0.38621214,-0.6855053,0.44101337,3.1512392,1.8021693,pp236_control_ans0_att20_acc81.csv,236,control,0,20,81
1.7590338,1.3532416,0.38169882,-0.23320562,1.1861498,1.6797094,1.7393906,pp139_guess_ans0_att20_acc77.csv,139,guess,0,20,77
0.948291,0.79498357,0.5236587,-0.476622,0.5280597,3.1134493,1.3109592,pp311_guess_ans0_att20_acc77.csv,311,guess,0,20,77
0.81489795,0.53281844,0.60079354,-0.12004504,0.48263213,1.8140395,1.552056,pp375_guess_ans0_att20_acc64.csv,375,guess,0,20,64
1.0095559,0.64364207,0.46159175,-0.43785512,0.11125962,1.7624496,1.5101054,pp441_guess_ans0_att18_acc64.csv,441,guess,0,18,64
0.8023321,0.61308116,0.57066643,-0.15808876,0.32768986,1.4451014,1.3241589,pp355_guess_ans0_att16_acc61.csv,355,guess,0,16,61
0.7566767,0.839551,0.6506509,-0.19215423,0.4290871,1.7910559,1.5172817,pp327_guess_ans0_att17_acc63.csv,327,guess,0,17,63
1.0858563,1.4357593,0.4418692,-0.4911642,0.46393105,6.2513056,1.2020223,pp162_control_ans0_att20_acc81.csv,162,control,0,20,81
1.9298363,1.3226824,0.5501195,-0.49181747,0.34583274,2.0200443,1.1694688,pp130_control_ans0_att20_acc69.csv,130,control,0,20,69
0.67650676,0.75111574,0.5773083,-0.22062397,0.5973345,1.4179097,1.7093451,pp244_control_ans0_att18_acc65.csv,244,control,0,18,65
2.3789377,0.81562614,0.50166804,-0.92087674,0.97049344,7.257278,1.6044935,pp234_control_ans0_att20_acc96.csv,234,control,0,20,96
2.5797508,1.4088286,0.5762746,-0.16859433,0.804918,4.5171866,1.7125663,pp172_control_ans0_att20_acc78.csv,172,control,0,20,78
