t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
1.0028913,1.3460233,0.39784357,-0.8687692,-0.29597026,2.0789142,0.024740843,pp160_control_ans0_att18_acc59.csv,160,control,0,18,59
0.7587182,1.0842931,0.49777076,-0.20643348,0.29729152,3.320476,-0.01930175,pp436_control_ans0_att20_acc70.csv,436,control,0,20,70
0.7396758,0.81772363,0.5671875,-0.03844834,0.41971147,1.9703556,-0.0065206084,pp191_guess_ans0_att16_acc60.csv,191,guess,0,16,60
1.1808361,1.0305333,0.4471331,-0.2797756,0.1572542,4.318624,0.006580422,pp255_guess_ans0_att19_acc76.csv,255,guess,0,19,76
0.78944194,1.3283111,0.53452295,-0.26244056,0.5653018,3.7347145,0.009368882,pp183_guess_ans0_att19_acc80.csv,183,guess,0,19,80
0.8300218,1.1830717,0.46225524,-0.32451952,0.26355505,3.5649712,0.00101219,pp228_control_ans0_att20_acc76.csv,228,control,0,20,76
0.74926984,0.9188342,0.46969903,0.054723933,0.58206564,2.6386435,0.0126849,pp271_guess_ans0_att19_acc65.csv,271,guess,0,19,65
1.123919,0.9777636,0.48599985,-0.19095507,0.48523676,3.2965152,0.014402213,pp237_guess_ans0_att20_acc75.csv,237,guess,0,20,75
1.0032876,1.3368057,0.55145574,-0.39746875,0.27887875,3.2103343,-0.0029250884,pp335_guess_ans0_att20_acc73.csv,335,guess,0,20,73
1.5134885,1.3890781,0.49793512,-0.33468717,0.21046202,4.609016,-0.00076264684,pp279_guess_ans0_att20_acc77.csv,279,guess,0,20,77
2.3684556,1.4088395,0.48734513,0.055965923,0.4433027,4.080324,0.0031696933,pp253_guess_ans0_att19_acc64.csv,253,guess,0,19,64
4.21318,1.4131927,0.6159418,-0.5756849,-0.11148157,5.695942,0.017173192,pp260_control_ans0_att20_acc91.csv,260,control,0,20,91
0.7533992,1.0197597,0.5294474,-0.4076898,0.14683285,3.1310291,0.00840399,pp280_control_ans0_att20_acc71.csv,280,control,0,20,71
5.08304,1.4279786,0.52788156,-0.3000104,-0.17773232,6.108384,-0.005495401,pp422_control_ans0_att20_acc91.csv,422,control,0,20,91
1.1089392,1.288527,0.4634127,-0.21126379,0.5858029,2.5313056,0.007872625,pp340_control_ans0_att20_acc72.csv,340,control,0,20,72
2.2723062,1.3859271,0.5286145,-0.28144327,0.5843192,5.255616,-0.0073770536,pp242_control_ans0_att20_acc86.csv,242,control,0,20,86
5.0859704,1.3214878,0.6724245,-0.73237884,0.4415605,7.1273165,0.014496966,pp120_control_ans0_att20_acc100.csv,120,control,0,20,100
1.8387351,1.3973311,0.4681061,-0.09031365,0.22236516,4.0040174,-0.009053133,pp419_guess_ans0_att20_acc66.csv,419,guess,0,20,66
5.4439344,1.4045528,0.52799,-0.43323794,0.13590257,5.430563,0.005976227,pp303_guess_ans0_att20_acc92.csv,303,guess,0,20,92
0.29712164,1.1162122,0.5370403,-0.2724388,0.051774066,3.2343988,0.013005058,pp140_control_ans0_att19_acc65.csv,140,control,0,19,65
2.1889923,1.3793406,0.38898847,-0.33363008,0.6428204,4.830866,-0.000593024,pp144_control_ans0_att20_acc90.csv,144,control,0,20,90
1.1537493,1.1677266,0.49284694,-0.4316895,0.5233092,3.1648657,0.00097600697,pp224_control_ans0_att20_acc82.csv,224,control,0,20,82
1.0586522,1.1818553,0.41300148,0.07760665,0.56005484,2.555044,0.010282769,pp365_guess_ans0_att20_acc62.csv,365,guess,0,20,62
3.529591,1.3941157,0.49205357,-0.4205851,0.65943694,5.2606,0.014397454,pp135_guess_ans0_att20_acc92.csv,135,guess,0,20,92
1.1498297,1.3087915,0.55266505,-0.46141356,0.4454415,5.2510056,0.0049563497,pp149_guess_ans0_att19_acc92.csv,149,guess,0,19,92
1.3258488,1.3450786,0.49479616,-0.4918558,0.43932188,3.8392,0.014008553,pp426_control_ans0_att20_acc85.csv,426,control,0,20,85
