t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
5.762408,1.3932831,0.5877041,-0.823387,0.53505594,5.8288994,-0.018519437,pp109_control_ans0_att20_acc100.csv,109,control,0,20,100
1.0727504,1.3175128,0.5292854,0.06651638,0.8873581,1.2488482,-0.03691116,pp560_guess_ans0_att18_acc62.csv,560,guess,0,18,62
0.6633896,1.4351943,0.5397474,-0.08542726,-0.0689713,3.6918628,0.003366692,pp38_guess_ans0_att13_acc51.csv,38,guess,0,13,51
1.7044476,1.4369491,0.51247287,-0.23156911,0.15618931,5.1491523,-0.0138756605,pp355_control_ans0_att19_acc74.csv,355,control,0,19,74
0.6088544,0.6244989,0.38543442,-0.1280917,-0.0025110173,2.3164258,0.011028671,pp218_guess_ans0_att17_acc52.csv,218,guess,0,17,52
0.62492687,1.4335934,0.50157607,-0.0516758,0.197034,4.1915174,0.003719113,pp375_control_ans0_att19_acc66.csv,375,control,0,19,66
1.3046821,1.4277984,0.50399995,-0.4145651,0.16799009,4.1061406,0.01588646,pp74_guess_ans0_att20_acc76.csv,74,guess,0,20,76
0.8085326,0.77475905,0.57024145,-0.144897,0.64098245,1.909017,0.005071889,pp500_guess_ans0_att20_acc67.csv,500,guess,0,20,67
1.0418593,1.3685099,0.47808442,-0.40783688,0.3133051,3.8180602,0.018748159,pp168_guess_ans0_att20_acc79.csv,168,guess,0,20,79
0.7087432,1.1032133,0.5100118,-0.020562101,0.5689239,1.7752697,-0.021677855,pp401_control_ans0_att18_acc61.csv,401,control,0,18,61
0.14590228,0.5963295,0.57422614,-0.12592877,0.057074413,2.7970068,-0.019213196,pp19_control_ans0_att12_acc52.csv,19,control,0,12,52
1.9636472,1.4206096,0.530088,-0.2160376,0.31614545,3.9713469,0.02819362,pp317_control_ans0_att20_acc73.csv,317,control,0,20,73
5.0581303,1.4000225,0.4838186,-0.67411715,0.7194297,6.518679,-0.011426405,pp509_control_ans0_att20_acc96.csv,509,control,0,20,96
2.2244434,1.4330302,0.528366,-0.49002784,0.3861961,4.9750667,-0.012064266,pp372_guess_ans0_att19_acc89.csv,372,guess,0,19,89
0.89039814,1.4315,0.4700765,-0.19360729,0.0030620405,4.1368647,-0.008331449,pp382_guess_ans0_att19_acc60.csv,382,guess,0,19,60
0.6810265,0.80621797,0.5194435,-0.27723008,0.23660176,2.7259674,-0.007702959,pp179_control_ans0_att20_acc68.csv,179,control,0,20,68
0.76684153,1.4190838,0.5025305,-0.18201979,0.33708033,3.7456954,-0.0045120623,pp234_guess_ans0_att19_acc72.csv,234,guess,0,19,72
0.7957294,1.301261,0.44813535,0.45536909,1.0133839,2.3366773,-0.010460533,pp272_guess_ans0_att19_acc56.csv,272,guess,0,19,56
0.0753751,0.6335544,0.47278795,-0.021704488,0.29211715,2.842951,0.03409061,pp534_guess_ans0_att18_acc57.csv,534,guess,0,18,57
0.9316907,1.0995206,0.5405066,-0.36047554,0.3143271,2.333321,-0.011514385,pp78_guess_ans0_att20_acc69.csv,78,guess,0,20,69
1.1541036,1.3769045,0.4372752,-0.2756336,0.3772828,3.690147,0.009230012,pp283_control_ans0_att20_acc78.csv,283,control,0,20,78
-0.092439,1.4290491,0.6644698,-0.12951936,0.004908641,4.3250804,-0.013689899,pp162_guess_ans0_att15_acc60.csv,162,guess,0,15,60
4.467957,1.4139082,0.4827953,-0.70681363,1.1414596,3.9534242,-0.0080168545,pp167_control_ans0_att20_acc96.csv,167,control,0,20,96
0.70858645,0.84627783,0.5109048,-0.066322386,0.4092384,2.0870996,-0.010557645,pp387_control_ans0_att20_acc62.csv,387,control,0,20,62
1.9490254,1.4239368,0.45409536,-0.32708192,0.21186706,4.615204,0.0135666,pp66_guess_ans0_att20_acc75.csv,66,guess,0,20,75
0.4213718,0.5882482,0.53439516,-0.31465635,0.7054744,2.873376,0.0034999156,pp556_guess_ans0_att20_acc81.csv,556,guess,0,20,81
0.34162736,0.39939553,0.49814996,-0.17368346,0.3256773,2.2752335,-0.016166667,pp582_guess_ans0_att20_acc64.csv,582,guess,0,20,64
0.68969625,0.6677393,0.61717486,-0.051065505,0.6044712,2.783922,-0.015808053,pp53_control_ans0_att19_acc68.csv,53,control,0,19,68
1.7220914,1.4283493,0.4755979,-0.22056733,0.17861848,3.9789426,0.022998203,pp570_guess_ans0_att17_acc67.csv,570,guess,0,17,67
0.80119437,0.7836056,0.49472636,-0.14095497,0.28690797,1.0697745,-0.013513103,pp169_control_ans0_att17_acc55.csv,169,control,0,17,55
0.677029,0.65169406,0.5850821,-0.2886293,0.19035165,2.4524662,-0.039899327,pp125_control_ans0_att17_acc66.csv,125,control,0,17,66
1.4342002,1.305226,0.4917186,-0.17729527,0.5695154,3.0390518,-0.0025914887,pp83_control_ans0_att20_acc75.csv,83,control,0,20,75
0.62404895,1.0605079,0.56921786,-0.11465234,0.3436044,2.9007423,-0.0013925954,pp384_guess_ans0_att19_acc67.csv,384,guess,0,19,67
0.7175468,1.0284377,0.4405324,-0.07362257,0.4112229,2.6513774,-0.020938033,pp112_guess_ans0_att19_acc64.csv,112,guess,0,19,64
1.1834563,1.3521506,0.471638,-0.43598026,0.38724875,4.347479,-0.00074850733,pp373_control_ans0_att20_acc85.csv,373,control,0,20,85
0.6435678,0.6170222,0.58379304,-0.27386385,0.36402467,2.031684,3.0928473e-05,pp311_control_ans0_att20_acc65.csv,311,control,0,20,65
0.80334824,0.77819973,0.45650244,-0.43315318,0.70562917,2.7888525,0.0022189536,pp398_guess_ans0_att20_acc83.csv,398,guess,0,20,83
3.3283134,1.438234,0.617494,-0.4527694,0.3935017,5.8671713,-0.026081674,pp104_guess_ans0_att20_acc86.csv,104,guess,0,20,86
0.9181001,1.3785306,0.49158397,-0.16500635,0.32607403,3.4577153,-0.0027268196,pp333_control_ans0_att18_acc68.csv,333,control,0,18,68
0.8205629,0.94519544,0.45803198,-0.38707903,0.44375128,3.6478364,0.0077233147,pp537_control_ans0_att20_acc81.csv,537,control,0,20,81
