t0,st0,zr,v0,v1,a,alpha,file,pp,cond,ans,att,acc
5.773681,1.3659809,0.58875525,-0.7266664,0.52185315,5.893396,1.9904329,pp109_control_ans0_att20_acc100.csv,109,control,0,20,100
1.0752615,1.3410318,0.5203306,0.09278792,0.9139332,1.0397941,1.6358413,pp560_guess_ans0_att18_acc62.csv,560,guess,0,18,62
0.7628995,1.1928163,0.44978055,-0.27588877,-0.40810308,6.1717277,1.0361958,pp38_guess_ans0_att13_acc51.csv,38,guess,0,13,51
1.9896504,1.4326658,0.55012596,-0.34567526,-0.24383403,7.775195,1.2237006,pp355_control_ans0_att19_acc74.csv,355,control,0,19,74
0.72319597,0.79204446,0.30229586,-0.035354406,0.069123685,1.9620407,1.3182914,pp218_guess_ans0_att17_acc52.csv,218,guess,0,17,52
0.79288447,1.3502469,0.39420694,-0.09405093,0.081099264,6.78595,1.0486474,pp375_control_ans0_att19_acc66.csv,375,control,0,19,66
1.5283009,1.4087819,0.48239005,-0.55809695,0.13467886,5.6544323,1.2014648,pp74_guess_ans0_att20_acc76.csv,74,guess,0,20,76
0.8674382,0.8167767,0.60992384,-0.19818445,0.5504468,1.7259259,1.7405717,pp500_guess_ans0_att20_acc67.csv,500,guess,0,20,67
1.2254245,1.3227757,0.46654752,-0.45589337,0.36791876,4.0687785,1.5785152,pp168_guess_ans0_att20_acc79.csv,168,guess,0,20,79
0.7364155,1.1012964,0.55364335,-0.05146156,0.45420602,1.3469833,1.3566875,pp401_control_ans0_att18_acc61.csv,401,control,0,18,61
0.72841394,1.2157885,0.6718209,-0.16433792,-0.28781068,2.5956333,1.0749271,pp19_control_ans0_att12_acc52.csv,19,control,0,12,52
2.2929368,1.4177299,0.53471917,-0.35453543,0.48828024,5.3941536,1.1353831,pp317_control_ans0_att20_acc73.csv,317,control,0,20,73
5.406103,1.2282957,0.48583403,-0.8087143,0.913704,7.447657,1.6444327,pp509_control_ans0_att20_acc96.csv,509,control,0,20,96
2.4498544,1.4151807,0.53077173,-0.6013483,0.42827484,6.0585666,1.5315106,pp372_guess_ans0_att19_acc89.csv,372,guess,0,19,89
0.9295448,1.2012576,0.34917367,-0.2440558,-0.23640105,7.5303054,1.1193169,pp382_guess_ans0_att19_acc60.csv,382,guess,0,19,60
0.7122037,0.41648555,0.55254626,-0.3481396,0.180662,2.6355414,1.542407,pp179_control_ans0_att20_acc68.csv,179,control,0,20,68
0.94124675,1.3567221,0.48325524,-0.22102866,0.34283897,4.7970405,1.1696272,pp234_guess_ans0_att19_acc72.csv,234,guess,0,19,72
0.83489424,1.186979,0.54941213,0.3934564,0.88817567,2.2603683,1.2928348,pp272_guess_ans0_att19_acc56.csv,272,guess,0,19,56
0.69889563,1.0209386,0.48796514,-0.060079295,0.21853003,2.5379224,1.08718,pp534_guess_ans0_att18_acc57.csv,534,guess,0,18,57
0.9435076,0.90582234,0.5841818,-0.40462142,0.27401283,2.1405554,1.4792916,pp78_guess_ans0_att20_acc69.csv,78,guess,0,20,69
1.3659595,1.3199725,0.4047893,-0.241558,0.37732503,3.7971613,1.6429756,pp283_control_ans0_att20_acc78.csv,283,control,0,20,78
0.6872085,1.3452907,0.5264456,-0.29328567,-0.32855108,6.0780635,1.0177703,pp162_guess_ans0_att15_acc60.csv,162,guess,0,15,60
4.3310623,1.2613022,0.5067985,-1.1806278,1.5248885,5.9623857,1.5393558,pp167_control_ans0_att20_acc96.csv,167,control,0,20,96
0.7318894,0.72375065,0.5219806,-0.050008174,0.35231715,1.785047,1.4419388,pp387_control_ans0_att20_acc62.csv,387,control,0,20,62
2.1734662,1.3394349,0.46700606,-0.49776283,0.31076556,6.5174127,1.2466675,pp66_guess_ans0_att20_acc75.csv,66,guess,0,20,75
0.68616736,0.6742255,0.5738323,-0.40580136,0.65392274,2.738491,1.7476158,pp556_guess_ans0_att20_acc81.csv,556,guess,0,20,81
0.67493933,0.56913674,0.51544607,-0.2093889,0.26263404,1.8327324,1.5106555,pp582_guess_ans0_att20_acc64.csv,582,guess,0,20,64
0.70906866,0.5259957,0.6388598,-0.05584495,0.56541175,2.835721,1.8180904,pp53_control_ans0_att19_acc68.csv,53,control,0,19,68
2.0914688,1.4173057,0.45958966,-0.31862035,0.2636547,4.893007,1.2103503,pp570_guess_ans0_att17_acc67.csv,570,guess,0,17,67
0.84583914,0.868591,0.48766342,-0.0873371,0.2304211,0.7527337,1.5952146,pp169_control_ans0_att17_acc55.csv,169,control,0,17,55
0.7115995,0.5825778,0.6178356,-0.36919805,0.13535078,2.3155048,1.5608858,pp125_control_ans0_att17_acc66.csv,125,control,0,17,66
1.5405374,1.1671113,0.5204599,-0.23315434,0.59415954,3.0751948,1.463566,pp83_control_ans0_att20_acc75.csv,83,control,0,20,75
0.71372646,0.80946285,0.63774276,-0.16929244,0.21046808,2.881652,1.453987,pp384_guess_ans0_att19_acc67.csv,384,guess,0,19,67
0.74072605,0.46246874,0.40519288,-0.056768324,0.48348993,2.6700768,1.1292931,pp112_guess_ans0_att19_acc64.csv,112,guess,0,19,64
1.4038172,1.1872202,0.48773256,-0.7109159,0.62533605,5.9449058,1.2928392,pp373_control_ans0_att20_acc85.csv,373,control,0,20,85
0.6983995,0.6985146,0.6015193,-0.24581778,0.31876048,1.9058256,1.8434697,pp311_control_ans0_att20_acc65.csv,311,control,0,20,65
0.77901375,0.5229426,0.46287394,-0.4335295,0.6859494,2.8288772,1.8406967,pp398_guess_ans0_att20_acc83.csv,398,guess,0,20,83
3.416593,1.4307302,0.70552236,-0.6146279,0.205072,7.5893607,1.5457469,pp104_guess_ans0_att20_acc86.csv,104,guess,0,20,86
1.1676925,1.3883,0.4859578,-0.17942747,0.38519847,3.9683027,1.1649284,pp333_control_ans0_att18_acc68.csv,333,control,0,18,68
0.8617922,0.6181863,0.44259667,-0.3641411,0.4656863,3.6872368,1.7931912,pp537_control_ans0_att20_acc81.csv,537,control,0,20,81
