file,r_alpha_a,r_alpha_t0,r_a_t0,pp,cond,ans,att,acc
pp109_control_ans0_att20_acc100.csv,-0.23460391680634737,0.04964323778666498,-0.5802979486133991,109,control,0,20,100
pp560_guess_ans0_att18_acc62.csv,0.8763165924782212,-0.21980822544767628,-0.5787288139653051,560,guess,0,18,62
pp38_guess_ans0_att13_acc51.csv,-0.37711083806922074,-0.024979002968752086,-0.20268171864139078,38,guess,0,13,51
pp355_control_ans0_att19_acc74.csv,-0.7000900964637589,-0.10615166845252832,-0.029987486033315285,355,control,0,19,74
pp218_guess_ans0_att17_acc52.csv,0.13874729550618325,-0.18349540217142554,-0.23494547278351555,218,guess,0,17,52
pp375_control_ans0_att19_acc66.csv,-0.6186628707836946,-0.04302924747372164,-0.04967156005735848,375,control,0,19,66
pp74_guess_ans0_att20_acc76.csv,-0.7909001971625583,-0.12080538382344701,-0.05254875429210438,74,guess,0,20,76
pp500_guess_ans0_att20_acc67.csv,0.7888210131214973,-0.27791428848056393,-0.6263983504626359,500,guess,0,20,67
pp168_guess_ans0_att20_acc79.csv,-0.7451918335139562,-0.4045672512867423,0.05221141676638031,168,guess,0,20,79
pp420_guess_ans0_att20_acc69.csv,-0.7274846494634624,-0.09694248149227473,0.0062385670915328095,420,guess,0,20,69
pp19_control_ans0_att12_acc52.csv,-0.19459050672845413,-0.17645837092127944,-0.2502406227280305,19,control,0,12,52
pp317_control_ans0_att20_acc73.csv,-0.8259791429176038,-0.20883438557144965,0.02174100313857954,317,control,0,20,73
pp131_control_ans0_att18_acc61.csv,-0.06082248089614282,-0.1786321908499999,-0.23344560636114867,131,control,0,18,61
pp509_control_ans0_att20_acc96.csv,-0.32310241089801817,-0.25302164074944566,-0.19905640975456007,509,control,0,20,96
pp372_guess_ans0_att19_acc89.csv,-0.8397258948026948,0.0451146231381552,-0.21205757502106007,372,guess,0,19,89
pp382_guess_ans0_att19_acc60.csv,-0.7384646817047208,-0.14798590212441418,0.01641621272348254,382,guess,0,19,60
pp179_control_ans0_att20_acc68.csv,-0.009603230161074752,-0.2881022299915768,-0.1924009632496341,179,control,0,20,68
pp234_guess_ans0_att19_acc72.csv,-0.6285647094262705,-0.12397896013369779,-0.1795464716396246,234,guess,0,19,72
pp272_guess_ans0_att19_acc56.csv,-0.15107306537746865,-0.303859564830334,-0.4341317269565525,272,guess,0,19,56
pp534_guess_ans0_att18_acc57.csv,-0.22818132054709375,-0.21402423280627078,-0.23189910318542975,534,guess,0,18,57
pp78_guess_ans0_att20_acc69.csv,0.34121009429740556,-0.22100446602164223,-0.6600084911640777,78,guess,0,20,69
pp283_control_ans0_att20_acc78.csv,-0.7638683510255988,-0.4958901586410864,0.1671379440763865,283,control,0,20,78
pp162_guess_ans0_att15_acc60.csv,-0.45305282078404163,-0.02508964361811619,-0.11006314411662264,162,guess,0,15,60
pp402_guess_ans0_att18_acc65.csv,0.9172482438617574,-0.2721589192765005,-0.4341324081650125,402,guess,0,18,65
pp167_control_ans0_att20_acc96.csv,-0.5194514386640424,0.11292315174733708,-0.7225867575693212,167,control,0,20,96
pp387_control_ans0_att20_acc62.csv,0.7237890208140576,-0.2662446903443322,-0.47161628203107125,387,control,0,20,62
pp66_guess_ans0_att20_acc75.csv,-0.8104136168223752,-0.19163362815953966,0.07168599541352663,66,guess,0,20,75
pp556_guess_ans0_att20_acc81.csv,0.08649172827572794,-0.10213650334334809,-0.4095766422012912,556,guess,0,20,81
pp582_guess_ans0_att20_acc64.csv,0.7807359798589105,-0.2665730133261177,-0.5047266356444807,582,guess,0,20,64
pp53_control_ans0_att19_acc68.csv,-0.14834453966020456,-0.28362453929173953,-0.21370936410468191,53,control,0,19,68
pp570_guess_ans0_att17_acc67.csv,-0.8389901521046812,-0.41013505080271784,0.19339485041009585,570,guess,0,17,67
pp169_control_ans0_att17_acc55.csv,0.9334614522258983,-0.07856672092395915,-0.345889750935842,169,control,0,17,55
