file,r_alpha_a,r_alpha_t0,r_a_t0,pp,cond,ans,att,acc
pp160_control_ans0_att18_acc59.csv,-0.018605869153491418,0.015703924309679474,-0.7324115729590929,160,control,0,18,59
pp253_guess_ans0_att19_acc63.csv,0.00041162133983771893,0.016519582561534032,-0.6375028918754565,253,guess,0,19,63
pp436_control_ans0_att20_acc70.csv,-0.0011010939650715776,-0.01554070145037189,-0.5070520869233777,436,control,0,20,70
pp255_guess_ans0_att19_acc76.csv,-0.0038905839855025224,0.006347424405356985,-0.4551091458843043,255,guess,0,19,76
pp183_guess_ans0_att19_acc80.csv,0.00945811157552228,-0.00015848684503999604,-0.4329711230382483,183,guess,0,19,80
pp228_control_ans0_att20_acc76.csv,-0.023722384255356173,0.01590252545022384,-0.5843807411288576,228,control,0,20,76
pp271_guess_ans0_att19_acc65.csv,0.01791463627349178,-0.0256254434510913,-0.5026082139819392,271,guess,0,19,65
pp237_guess_ans0_att20_acc75.csv,-0.01237346421892902,0.006326810567748571,-0.6480019079475084,237,guess,0,20,75
pp335_guess_ans0_att20_acc73.csv,0.005384670315483179,0.009441109745262423,-0.6349724864918779,335,guess,0,20,73
pp279_guess_ans0_att20_acc77.csv,-0.0004350853140657429,-0.007177294055477515,-0.4124561705141637,279,guess,0,20,77
pp260_control_ans0_att20_acc91.csv,0.037466267227014974,-0.02476213372684601,-0.6474103001588822,260,control,0,20,91
pp280_control_ans0_att20_acc71.csv,0.02051701724812987,-0.005925033547599418,-0.5624579429661964,280,control,0,20,71
pp422_control_ans0_att20_acc91.csv,-0.00821093963993005,0.01630980301326099,-0.6334015068122208,422,control,0,20,91
pp340_control_ans0_att20_acc72.csv,0.006292775168878462,0.005626708527306491,-0.7266896412962228,340,control,0,20,72
pp242_control_ans0_att20_acc86.csv,0.0006407271497304817,0.0021621200975303996,-0.4855778701213157,242,control,0,20,86
pp120_control_ans0_att20_acc100.csv,0.0009266895160254094,0.009247247850858623,-0.5032284323160019,120,control,0,20,100
pp419_guess_ans0_att20_acc66.csv,0.004333624103623127,-0.006309849303476762,-0.45356762657617566,419,guess,0,20,66
pp303_guess_ans0_att20_acc92.csv,-0.010410262229775858,0.0051512728144560895,-0.704133114337752,303,guess,0,20,92
pp140_control_ans0_att19_acc65.csv,-0.004302849223846019,-0.011241523140917323,-0.6231979732490223,140,control,0,19,65
pp144_control_ans0_att20_acc90.csv,0.02152995962308751,-0.02369254267502448,-0.4861025033576389,144,control,0,20,90
pp224_control_ans0_att20_acc82.csv,0.001123622828924342,0.0004146082262003434,-0.6813491694333174,224,control,0,20,82
pp365_guess_ans0_att20_acc62.csv,0.007967067107964255,-0.03142425768409204,-0.7057924111129363,365,guess,0,20,62
pp135_guess_ans0_att20_acc92.csv,0.004627109219727538,-0.016645879820215707,-0.5439620335915414,135,guess,0,20,92
pp149_guess_ans0_att19_acc92.csv,0.021210465733571618,-0.041740575855589816,-0.38827759829654757,149,guess,0,19,92
pp426_control_ans0_att20_acc85.csv,-0.000330592442779292,0.014835191284487199,-0.6333400030668004,426,control,0,20,85
pp443_guess_ans0_att19_acc64.csv,-0.026655977994445103,0.013062469091495584,-0.528391487997294,443,guess,0,19,64
pp218_control_ans0_att18_acc66.csv,0.016880448582350476,-0.0018788035321892094,-0.571667529393193,218,control,0,18,66
pp325_guess_ans0_att20_acc75.csv,-0.021645210439776606,0.012112228430960341,-0.5440065876598474,325,guess,0,20,75
pp349_guess_ans0_att20_acc82.csv,-0.015336272904157221,0.024250698372438432,-0.5771826600506592,349,guess,0,20,82
pp304_control_ans0_att19_acc69.csv,-0.0050212735778984476,0.016887391162601073,-0.6152304417724941,304,control,0,19,69
pp225_guess_ans0_att20_acc93.csv,-0.0004629354837095359,-0.014802708827307163,-0.6552885804700328,225,guess,0,20,93
pp174_control_ans0_att20_acc92.csv,0.030076049966994665,-0.01439026736451709,-0.6629022518575289,174,control,0,20,92
pp210_control_ans0_att20_acc81.csv,0.009713392703375982,0.012137457143875945,-0.6048161591366807,210,control,0,20,81
pp246_control_ans0_att19_acc68.csv,0.027186757718161366,-0.007950094018234431,-0.5972494924461802,246,control,0,19,68
pp191_guess_ans0_att16_acc61.csv,-0.011171450823350637,-0.0003038022258566357,-0.48591419456668,191,guess,0,16,61
pp313_guess_ans0_att20_acc86.csv,0.0018565202784440887,0.010518684403640797,-0.5445878534153583,313,guess,0,20,86
pp212_control_ans0_att20_acc64.csv,0.019734551768684553,-0.002217230006224051,-0.6042081368804006,212,control,0,20,64
pp245_guess_ans0_att20_acc98.csv,-0.010896467343054432,0.020409327081858195,-0.8584308743087804,245,guess,0,20,98
pp189_guess_ans0_att16_acc61.csv,-0.0017965087757327604,-0.0024888763092851124,-0.4438229757459656,189,guess,0,16,61
pp440_control_ans0_att20_acc93.csv,-0.0017031442540449903,0.0011695755004600583,-0.6276895867804764,440,control,0,20,93
pp247_guess_ans0_att17_acc61.csv,-0.0009992507757009665,-0.0052192691855912875,-0.31664739422645677,247,guess,0,17,61
pp133_guess_ans0_att20_acc70.csv,-0.00714271185757481,0.010667437403548438,-0.5715458473109494,133,guess,0,20,70
pp161_guess_ans0_att20_acc97.csv,0.0028997840185795527,-0.005578448681450271,-0.6652690197526937,161,guess,0,20,97
pp206_control_ans0_att20_acc79.csv,0.020503619270695394,4.162981443226504e-05,-0.5112312645928127,206,control,0,20,79
pp125_guess_ans0_att20_acc83.csv,0.000400929541341354,0.0029582488309720604,-0.6747171327086191,125,guess,0,20,83
pp166_control_ans0_att20_acc80.csv,0.0021331489521620997,0.0039921658765720664,-0.5027364316512217,166,control,0,20,80
pp180_control_ans0_att20_acc72.csv,0.00426754782806702,0.004724520916225674,-0.6243756125413243,180,control,0,20,72
pp264_control_ans0_att20_acc94.csv,0.012471914789346663,-0.015314627731759319,-0.7768560145707768,264,control,0,20,94
pp132_control_ans0_att18_acc69.csv,0.0030895431457193556,0.00728797245527357,-0.5016485241639294,132,control,0,18,69
pp199_guess_ans0_att20_acc68.csv,-0.022069787877206794,0.01588681488413479,-0.8600528231895636,199,guess,0,20,68
pp330_control_ans0_att18_acc59.csv,-0.005701533585587554,0.005280209444432963,-0.5764041032733462,330,control,0,18,59
pp152_control_ans0_att20_acc60.csv,-0.014119157633069954,0.017298061501556345,-0.41173190249774483,152,control,0,20,60
pp379_guess_ans0_att19_acc74.csv,-0.0021041941440017504,0.005423783744453331,-0.5475445807681528,379,guess,0,19,74
pp341_guess_ans0_att20_acc69.csv,-0.016337960720593216,0.01206583845439546,-0.69627998119618,341,guess,0,20,69
pp297_guess_ans0_att19_acc69.csv,0.004569200059882956,0.012708256937771126,-0.4928491605574047,297,guess,0,19,69
pp146_control_ans0_att17_acc61.csv,0.010217204891788245,0.026182665466443055,-0.25399651035113724,146,control,0,17,61
pp408_control_ans0_att19_acc70.csv,-0.008023560470238646,-0.0005546057646809686,-0.5420203390515839,408,control,0,19,70
pp236_control_ans0_att20_acc81.csv,-0.007160287551244976,0.00727808915581558,-0.6114222724169865,236,control,0,20,81
pp139_guess_ans0_att20_acc77.csv,-0.0006301442572811579,0.016934495026257095,-0.6833882640263669,139,guess,0,20,77
pp311_guess_ans0_att20_acc77.csv,-0.0014625277215933148,-0.0129731290533742,-0.6564085458711936,311,guess,0,20,77
pp375_guess_ans0_att20_acc64.csv,0.026490097116049147,-0.01217342755609752,-0.6403644607766017,375,guess,0,20,64
pp441_guess_ans0_att18_acc64.csv,0.004323590782641468,-0.0005579259987243307,-0.774512274068225,441,guess,0,18,64
pp355_guess_ans0_att16_acc61.csv,0.0019030110933006812,0.0036804023577507363,-0.6659535405854935,355,guess,0,16,61
pp327_guess_ans0_att17_acc63.csv,-0.01607873271766509,-0.005092731359507721,-0.5072627675307367,327,guess,0,17,63
pp162_control_ans0_att20_acc81.csv,-0.0029475948187281734,0.009587861102315954,-0.47253539707915787,162,control,0,20,81
pp130_control_ans0_att20_acc69.csv,-0.00743400839339349,-0.0011404685562449324,-0.7119723492506727,130,control,0,20,69
pp121_guess_ans0_att20_acc70.csv,0.005578621999199347,-0.0133916808864707,-0.5607267856439315,121,guess,0,20,70
pp234_control_ans0_att20_acc96.csv,0.008807210549227824,0.0009594568020742345,-0.6721713036174946,234,control,0,20,96
