file,r_alpha_a,r_alpha_t0,r_a_t0,pp,cond,ans,att,acc
pp160_control_ans0_att18_acc59.csv,0.3826282856933594,-0.1488909869642259,-0.4998600326321125,160,control,0,18,59
pp253_guess_ans0_att19_acc63.csv,-0.7949498869845637,-0.19076005632532425,-0.029413240757748114,253,guess,0,19,63
pp436_control_ans0_att20_acc70.csv,-0.6548156451172878,-0.4251420244985885,-0.030558346550366513,436,control,0,20,70
pp255_guess_ans0_att19_acc76.csv,-0.7902399285575803,-0.12943712875739186,-0.021750184815037595,255,guess,0,19,76
pp183_guess_ans0_att19_acc80.csv,-0.8201167402196435,-0.08260988926379019,-0.07196808959516211,183,guess,0,19,80
pp228_control_ans0_att20_acc76.csv,-0.7823302001473104,-0.3987399188053329,0.13931558520077086,228,control,0,20,76
pp271_guess_ans0_att19_acc65.csv,0.2623417783741416,-0.29425726785008105,-0.473427103479529,271,guess,0,19,65
pp237_guess_ans0_att20_acc75.csv,-0.695608110483849,-0.35744313389562177,0.011304684566804083,237,guess,0,20,75
pp335_guess_ans0_att20_acc73.csv,-0.5950787084396149,-0.3270211362638961,-0.205328108342524,335,guess,0,20,73
pp279_guess_ans0_att20_acc77.csv,-0.616707644739482,-0.27423547284917765,0.06321555552253026,279,guess,0,20,77
pp260_control_ans0_att20_acc91.csv,-0.34217103977183866,-0.06487206762795564,-0.26278225120435195,260,control,0,20,91
pp280_control_ans0_att20_acc71.csv,-0.48909656230819865,-0.2881484578892999,-0.2724480692828522,280,control,0,20,71
pp422_control_ans0_att20_acc91.csv,0.636589743590637,0.18602821014139692,-0.296689680455627,422,control,0,20,91
pp340_control_ans0_att20_acc72.csv,0.12471972198269415,-0.2290740833611687,-0.6069388014408015,340,control,0,20,72
pp242_control_ans0_att20_acc86.csv,-0.6191883669635488,-0.04299736758552257,-0.1488474456530948,242,control,0,20,86
pp120_control_ans0_att20_acc100.csv,-0.16515984592659522,-0.20266631886271913,-0.16344892391032545,120,control,0,20,100
pp419_guess_ans0_att20_acc66.csv,-0.7361102039332061,-0.080988871336659,-0.09532197638584244,419,guess,0,20,66
pp303_guess_ans0_att20_acc92.csv,-0.6563787284485835,-0.12199057055961399,-0.17693282013717462,303,guess,0,20,92
pp140_control_ans0_att19_acc65.csv,-0.38276752576322537,-0.07507288391955882,-0.1470498022995045,140,control,0,19,65
pp144_control_ans0_att20_acc90.csv,-0.8510860636692512,-0.19767417518803504,-0.02386926363218982,144,control,0,20,90
pp224_control_ans0_att20_acc82.csv,-0.28639018435066155,-0.20185350188702192,-0.5195140765039061,224,control,0,20,82
pp365_guess_ans0_att20_acc62.csv,0.38489741716718695,-0.3456563456808919,-0.6878159067775773,365,guess,0,20,62
