file,r_alpha_a,r_alpha_t0,r_a_t0,pp,cond,ans,att,acc
pp109_control_ans0_att20_acc100.csv,-0.020065079550090417,-0.002998944283374448,-0.6139447935142285,109,control,0,20,100
pp560_guess_ans0_att18_acc62.csv,-0.017364601712536218,0.0015818215668153548,-0.914192671817872,560,guess,0,18,62
pp38_guess_ans0_att13_acc51.csv,0.00880119708462959,-0.01464062658002805,-0.6285674099423426,38,guess,0,13,51
pp355_control_ans0_att19_acc74.csv,-0.036637545234020845,0.024542200696491708,-0.5434573101392141,355,control,0,19,74
pp218_guess_ans0_att17_acc52.csv,-0.012560034574711321,0.014039692443030046,-0.7277083601894019,218,guess,0,17,52
pp375_control_ans0_att19_acc66.csv,-0.007146684979992368,0.011941342025692775,-0.5154963775198327,375,control,0,19,66
pp74_guess_ans0_att20_acc76.csv,0.014669937392247569,-0.007089892128128027,-0.6199604663171131,74,guess,0,20,76
pp500_guess_ans0_att20_acc67.csv,-0.002392347144733209,0.004713166181617972,-0.7171953671416144,500,guess,0,20,67
pp168_guess_ans0_att20_acc79.csv,-0.015014560040319987,0.026883044292064017,-0.6225832137415679,168,guess,0,20,79
pp420_guess_ans0_att20_acc69.csv,-0.009845261225047048,-0.011586280583456395,-0.5133563272167918,420,guess,0,20,69
pp19_control_ans0_att12_acc52.csv,0.0022536825983512686,-0.006565806776267852,-0.84272371542406,19,control,0,12,52
pp317_control_ans0_att20_acc73.csv,-0.005022087834492992,0.015408103719091513,-0.5861909791744291,317,control,0,20,73
pp131_control_ans0_att18_acc61.csv,0.005831264566085007,0.012424387941502852,-0.7795495036214213,131,control,0,18,61
pp509_control_ans0_att20_acc96.csv,0.0037923901863692274,-0.009835256515512208,-0.7626696948387539,509,control,0,20,96
pp372_guess_ans0_att19_acc89.csv,-0.008035200880061962,1.6563099659790474e-05,-0.5363714396197894,372,guess,0,19,89
pp382_guess_ans0_att19_acc60.csv,-0.0004020997128700672,-0.014142608804566801,-0.4591158622519671,382,guess,0,19,60
pp179_control_ans0_att20_acc68.csv,0.029699456041319006,-0.02049405514700192,-0.49958583263963235,179,control,0,20,68
pp234_guess_ans0_att19_acc72.csv,0.010643049064289412,-0.019587931722849044,-0.3603782210723494,234,guess,0,19,72
pp272_guess_ans0_att19_acc56.csv,-0.007906162409741326,0.0020385706187282613,-0.6470360514502359,272,guess,0,19,56
pp534_guess_ans0_att18_acc57.csv,-0.015443999026702659,0.0009829168764725537,-0.8088489335454755,534,guess,0,18,57
pp78_guess_ans0_att20_acc69.csv,0.019414448004363496,-0.014281854240707763,-0.726967623543144,78,guess,0,20,69
