RT,mean,half
1.856,0,1
-2.0698,0,1
-1.8552,0,1
-2.3319,1,1
1.2284,1,1
-3.5466,1,1
-2.2994,1,1
-2.9038,0,1
2.7038,1,1
2.8834,1,1
-4.4528,0,1
2.4985,0,1
-5.4504,1,1
-5.2639,0,1
2.2485,1,1
-2.9001,0,1
3.4197,1,1
4.4957,1,1
-4.4134,0,1
-5.2782,0,1
-5.5481,0,1
5.1268,0,1
-3.1349,0,1
-2.8371,0,1
-4.9269,1,1
1.9023,0,1
-3.5701,1,1
-5.2297,1,1
3.7438,1,1
3.5171,1,1
8.4282,0,1
3.2309,1,1
-3.0484,0,1
7.492,1,1
-3.4135,0,1
4.322,1,1
4.2487,1,1
3.7684,1,1
-5.9962,0,1
2.4243,1,1
-3.6744,0,1
-7.1487,1,1
5.9393,1,1
-5.2604,0,1
3.3153,1,1
-4.6552,0,1
-3.4794,1,1
-4.9919,1,1
2.984,1,1
-3.5343,0,1
5.5768,0,1
4.0437,0,1
-6.6948,0,1
-4.4555,1,1
1.1327,1,1
5.574,1,1
2.6368,1,1
4.8242,0,1
-1.8957,0,1
4.1587,0,1
2.8774,1,1
4.9401,1,1
3.8834,1,1
-5.8136,0,1
3.833,0,1
6.3773,0,1
-6.3734,1,1
4.5864,1,1
3.6648,0,1
2.7367,0,1
2.4389,0,1
1.7493,1,1
4.3851,0,1
2.555,0,1
-1.7168,0,1
1.5101,1,1
-6.7449,1,1
8.8363,1,1
-8.1234,0,1
9.9878,1,1
2.7299,1,1
8.2773,0,1
-2.246,1,1
4.4802,0,1
9.4531,0,1
-3.1154,0,1
1.9096,1,1
5.6932,0,1
1.1875,1,1
3.3071,0,1
2.3376,1,1
1.8361,1,1
6.7784,0,1
1.0619,1,1
2.8833,0,1
2.9292,1,1
-3.7624,1,1
2.4303,0,1
2.2628,0,1
-2.3296,0,1
2.1927,0,1
3.0303,0,1
1.8689,1,1
3.5603,1,1
1.9228,1,1
2.478,1,1
2.5805,1,1
2.8475,1,1
2.1766,1,1
3.0305,0,1
3.0317,0,1
-2.2786,1,1
-4.8199,0,1
1.6953,1,1
4.6965,0,1
-3.5308,0,1
1.8365,1,1
-2.9821,0,1
1.9828,1,1
2.1395,0,1
2.1547,1,1
-2.1139,0,1
2.9457,1,1
-2.7626,0,1
-3.4982,1,1
2.9426,0,1
1.9653,1,1
3.8476,0,1
2.9687,0,1
3.1232,1,1
2.2551,1,1
6.5793,1,1
3.3381,1,1
2.9648,1,1
3.4851,1,1
5.1486,0,1
5.829,0,1
-6.1105,0,1
2.7341,0,1
3.1482,1,1
3.1534,0,1
11.0041,0,1
1.9787,1,1
-4.6489,0,1
3.2618,0,1
-5.6126,0,1
3.4612,1,1
2.795,0,1
-9.3489,0,1
-3.5561,0,1
2.3545,1,1
-3.0186,0,1
3.376,1,1
3.211,1,1
6.1469,0,1
3.8571,1,1
3.2699,1,1
3.2303,1,1
2.2955,0,1
3.6959,1,1
6.4788,1,1
-5.4053,0,1
3.1673,1,1
7.0453,1,1
1.9638,1,1
3.1282,1,1
3.4162,1,1
2.8339,0,1
5.6469,0,1
1.3165,0,1
2.7554,0,1
-2.9576,0,1
2.4346,0,1
6.74,0,1
1.7446,0,1
3.6803,1,1
2.4204,0,2
1.7013,1,2
-4.4131,0,2
1.8494,1,2
3.3806,0,2
3.5632,1,2
-3.808,0,2
3.9936,1,2
1.4054,1,2
-3.3273,1,2
-4.7108,0,2
3.8204,1,2
2.6456,1,2
2.4379,0,2
6.1461,1,2
1.8886,0,2
-2.1973,0,2
-6.1107,0,2
6.0252,0,2
1.5817,1,2
3.1743,1,2
2.8822,0,2
-3.6534,0,2
2.2239,0,2
2.1689,0,2
-6.2918,0,2
3.2963,0,2
1.2476,1,2
3.0316,0,2
3.9885,1,2
4.0011,1,2
3.2463,0,2
1.9839,1,2
2.8534,0,2
1.4888,1,2
1.6634,1,2
5.2772,0,2
2.3661,0,2
-4.4935,0,2
2.9921,1,2
2.1971,1,2
3.268,1,2
4.7103,1,2
7.3707,1,2
2.4668,0,2
2.9293,1,2
-2.5315,0,2
3.8007,1,2
2.0159,1,2
2.8868,1,2
7.1161,0,2
3.6463,1,2
4.5264,1,2
4.0969,0,2
3.435,1,2
4.4946,0,2
2.498,1,2
-4.0962,1,2
3.9058,0,2
2.4666,1,2
4.2243,0,2
-5.5019,0,2
2.5532,1,2
2.4975,1,2
-3.3522,0,2
-4.0227,0,2
2.9204,1,2
2.1745,0,2
5.0761,1,2
3.2893,1,2
4.664,0,2
2.0288,0,2
-3.286,0,2
2.3303,0,2
5.2539,1,2
1.8044,1,2
6.7013,0,2
2.4475,1,2
1.584,1,2
3.0493,0,2
-4.6925,0,2
-3.8877,0,2
2.1186,0,2
9.3235,1,2
2.8778,1,2
4.5543,1,2
-2.1485,0,2
4.7183,0,2
3.8687,0,2
4.6766,0,2
3.1155,0,2
2.3046,0,2
4.0048,0,2
6.3794,1,2
4.2698,0,2
2.3278,1,2
3.1801,1,2
4.884,1,2
3.8163,1,2
6.3927,0,2
2.7701,1,2
3.5948,0,2
-4.0768,0,2
5.7986,1,2
6.1677,1,2
3.7787,0,2
8.1657,1,2
2.244,0,2
3.4322,0,2
6.5839,0,2
2.3869,1,2
3.7571,0,2
2.7575,1,2
3.4217,0,2
2.2624,1,2
3.3886,1,2
-6.2283,0,2
2.2307,0,2
-4.2903,0,2
6.1947,1,2
6.1281,0,2
6.9286,0,2
4.1037,1,2
3.0448,1,2
6.4119,1,2
6.0915,0,2
5.3777,0,2
1.3209,1,2
3.1804,1,2
4.0123,0,2
3.9637,0,2
2.6164,1,2
2.9052,1,2
1.8305,0,2
2.5635,1,2
-3.9698,0,2
4.6359,0,2
1.6341,1,2
5.4353,1,2
7.262,1,2
2.2758,0,2
2.346,1,2
4.7984,0,2
2.1901,1,2
4.8742,1,2
