RT,mean,half
-8.3349,0,1
-8.3245,0,1
-6.2247,0,1
18.4433,1,1
3.3326,1,1
8.8828,1,1
-4.4732,1,1
-2.6096,0,1
3.9844,1,1
-6.1192,1,1
13.8754,0,1
4.8022,1,1
-3.5415,0,1
5.1894,1,1
-2.1335,0,1
3.8898,1,1
-2.8233,1,1
-8.2692,0,1
-2.629,0,1
-8.2589,0,1
-3.0508,0,1
-3.853,0,1
-3.0263,0,1
1.649,1,1
15.9483,0,1
12.7654,1,1
3.05,1,1
5.2496,1,1
4.9443,1,1
-18.356,0,1
4.7093,1,1
-2.5992,0,1
2.2648,1,1
-2.8111,0,1
-3.3207,1,1
-2.1347,1,1
5.6787,1,1
-2.5802,0,1
10.9899,1,1
-7.2752,0,1
8.8508,1,1
0.6072,0,1
1.9041,1,1
-3.5706,0,1
2.6641,1,1
-1.9685,1,1
1.3036,1,1
3.5551,0,1
-3.6776,0,1
-1.5034,0,1
-5.0247,1,1
-8.1213,1,1
-3.0311,1,1
1.6356,1,1
-2.014,0,1
-1.8414,0,1
-1.7817,0,1
1.7257,1,1
-1.74,1,1
1.8815,1,1
-4.1821,0,1
-5.3223,0,1
-6.8626,0,1
7.511,1,1
25.1521,1,1
10.9009,0,1
-7.8575,0,1
-9.3101,0,1
2.7233,1,1
-2.1082,0,1
-6.3348,0,1
-3.3937,0,1
-3.7351,1,1
4.4753,1,1
4.0581,1,1
-6.727,0,1
-8.9679,1,1
-4.5703,1,1
-1.3685,0,1
1.9691,1,1
3.5543,0,1
-2.8916,0,1
-2.1823,0,1
1.3648,1,1
-1.9749,0,1
1.0361,1,1
-0.8245,0,1
-0.6935,1,1
2.7118,1,1
2.0564,0,1
-1.6905,1,1
-1.6134,0,1
4.316,1,1
1.9269,1,1
-4.075,0,1
-1.8972,0,1
-2.8524,0,1
-2.4523,0,1
-5.0031,0,1
5.1949,1,1
4.4893,1,1
14.6563,1,1
4.0891,1,1
7.5596,1,1
-5.6155,1,1
12.488,1,1
-1.6944,0,1
5.5533,0,1
3.2228,1,1
3.7019,0,1
1.477,1,1
-1.3834,0,1
1.2829,0,1
1.4613,1,1
-1.6795,0,1
1.0611,1,1
1.3252,0,1
2.1605,1,1
-1.1022,0,1
1.2821,1,1
-0.8375,0,1
1.4937,1,1
-1.6697,0,1
-1.3343,1,1
-1.3177,0,1
-1.5301,0,1
-1.4933,1,1
1.9374,1,1
1.0949,1,1
1.5084,1,1
2.3457,1,1
7.7237,1,1
-4.5281,0,1
-3.7555,0,1
-5.168,0,1
5.048,0,1
3.5669,1,1
-3.0727,0,1
-1.9362,0,1
1.9534,1,1
-1.8965,0,1
8.8225,0,1
-2.6916,0,1
2.7774,1,1
-9.2856,0,1
-10.1108,0,1
-3.2873,0,1
12.313,1,1
-2.9983,0,1
24.5385,1,1
2.2113,1,1
-1.9607,0,1
-2.0796,1,1
2.8187,1,1
2.1844,1,1
12.9333,0,1
-3.299,1,1
20.148,1,1
3.8659,0,1
6.7658,1,1
6.8787,1,1
1.5248,1,1
-2.3975,1,1
4.2943,1,1
-3.1938,0,1
-1.4369,0,1
2.1623,0,1
-1.3808,0,1
-2.0203,0,1
-1.8067,0,1
-1.0506,0,1
3.0277,0,1
0.961,1,1
-2.2092,0,2
3.3362,1,2
5.8411,0,2
3.1298,1,2
-1.9567,0,2
11.4285,1,2
2.2326,0,2
11.8353,1,2
1.9483,1,2
1.6004,1,2
-1.3292,0,2
1.7106,1,2
2.2131,1,2
-2.6526,0,2
2.6886,1,2
2.7631,0,2
-7.3954,0,2
-14.8248,0,2
-4.0628,0,2
-8.0838,1,2
-10.2972,1,2
-1.9142,0,2
-3.772,0,2
-4.2681,0,2
-2.7724,0,2
-4.4534,0,2
-2.8328,0,2
7.0131,1,2
-14.2414,0,2
3.3544,1,2
9.3978,1,2
-2.876,0,2
2.6978,1,2
2.7591,0,2
6.9934,1,2
3.1579,1,2
-3.6386,0,2
-1.8554,0,2
-2.2551,0,2
-3.7949,1,2
-1.6252,1,2
-2.8438,1,2
10.054,1,2
-2.7007,0,2
26.5466,1,2
-1.8854,0,2
1.3041,1,2
3.1867,1,2
-1.2512,0,2
2.2976,1,2
3.6964,1,2
-1.7481,0,2
-3.4631,1,2
2.0329,0,2
2.956,1,2
2.776,1,2
-6.7589,0,2
3.8329,1,2
-11.2462,0,2
2.3304,0,2
2.3142,1,2
2.1754,1,2
-2.2248,0,2
-1.762,0,2
1.1846,1,2
-1.9837,0,2
3.4976,1,2
4.4144,1,2
-7.5902,0,2
-2.835,0,2
-8.218,0,2
-12.3083,0,2
25.0118,1,2
4.8031,1,2
16.7153,0,2
4.0821,1,2
4.7798,1,2
-25.254,0,2
15.2122,0,2
-4.5302,0,2
-3.0899,0,2
2.3981,1,2
2.873,1,2
3.901,1,2
-3.2271,0,2
-3.9327,0,2
5.2108,0,2
1.5138,0,2
1.309,0,2
-2.3018,0,2
-2.3968,0,2
2.4769,1,2
5.9591,0,2
3.507,1,2
9.1607,1,2
2.7179,1,2
4.4694,1,2
-7.9285,0,2
11.6325,1,2
13.5308,0,2
-6.3854,0,2
12.0684,1,2
-14.7096,1,2
-2.3813,0,2
-1.4092,1,2
-2.0356,0,2
-3.2747,0,2
-3.1431,0,2
-7.599,1,2
-10.2084,0,2
14.7796,1,2
-3.2013,0,2
3.181,1,2
4.6537,1,2
10.007,0,2
2.4479,0,2
-2.5391,0,2
-10.6176,1,2
-2.3156,0,2
-2.875,0,2
4.6827,1,2
6.8062,1,2
2.4686,1,2
-1.1686,0,2
-1.9448,0,2
3.387,1,2
2.0721,1,2
-2.8613,0,2
-5.3172,0,2
16.5329,1,2
18.7321,1,2
-3.7323,0,2
4.0371,1,2
-2.2649,0,2
3.6719,0,2
