pp,group,block,trial_type,mean,response_action,correct,rt,att_correct,fast_outliers_crit_fix,slow_outliers_crit_fix,rt_ms,rt_log,fast_outliers_tukey,slow_outliers_tukey,n_trials_pre,n_trials_post
101,control,1,test,450,l,0,3.6335,20,0.0,0.0,3633.5,3.560325164529279,0.0,2.0,352.0,350.0
101,control,1,test,450,l,0,3.6631,20,0.0,0.0,3663.1,3.563848774753922,0.0,2.0,352.0,350.0
101,control,1,test,450,l,0,3.1554,20,0.0,0.0,3155.4,3.499054421197101,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,1.8567,20,0.0,0.0,1856.7,3.2687417374124763,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,3.5843,20,0.0,0.0,3584.2999999999997,3.5544043522434245,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,4.3428,20,0.0,0.0,4342.8,3.637769829155824,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,4.9458,20,0.0,0.0,4945.8,3.6942365502273464,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,2.3063,20,0.0,0.0,2306.2999999999997,3.3629157989995946,0.0,2.0,352.0,350.0
101,control,1,test,550,a,0,3.3396,20,0.0,0.0,3339.6,3.523694452381668,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,6.2856,20,0.0,0.0,6285.599999999999,3.798346740136838,0.0,2.0,352.0,350.0
101,control,1,test,550,a,0,2.9573,20,0.0,0.0,2957.3,3.470895383280216,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,2.758,20,0.0,0.0,2758.0,3.440594261839831,0.0,2.0,352.0,350.0
101,control,1,test,450,l,0,5.1117,20,0.0,0.0,5111.7,3.7085653576370934,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,6.0496,20,0.0,0.0,6049.599999999999,3.7817266600184603,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,3.0135,20,0.0,0.0,3013.5,3.4790711958039306,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,2.2449,20,0.0,0.0,2244.9,3.3511969999426974,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,2.5742,20,0.0,0.0,2574.2,3.410642285972441,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,3.0889,20,0.0,0.0,3088.9,3.489803848686308,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,4.0846,20,0.0,0.0,4084.6,3.6111495330107912,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,4.5918,20,0.0,0.0,4591.8,3.661982963713096,0.0,2.0,352.0,350.0
101,control,1,test,450,l,0,2.6598,20,0.0,0.0,2659.8,3.4248489816829784,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,3.3916,20,0.0,0.0,3391.6,3.5304046265928246,0.0,2.0,352.0,350.0
101,control,1,test,550,a,0,9.8039,20,0.0,0.0,9803.9,3.9913988727891714,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,4.4195,20,0.0,0.0,4419.5,3.6453731382350734,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,3.064,20,0.0,0.0,3064.0,3.486288760960566,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,1.3447,20,0.0,0.0,1344.7,3.1286254048759505,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,3.6254,20,0.0,0.0,3625.4,3.5593559304129534,0.0,2.0,352.0,350.0
101,control,1,test,450,a,1,4.5545,20,0.0,0.0,4554.5,3.6584407064111257,0.0,2.0,352.0,350.0
101,control,1,test,550,l,1,2.3292,20,0.0,0.0,2329.2000000000003,3.367206781435988,0.0,2.0,352.0,350.0
