RT,mean,half
-6.6958,0,1
2.4805,1,1
10.5798,0,1
-3.6829,1,1
-3.6547,0,1
2.836,1,1
-4.1202,0,1
6.9819,1,1
11.0976,1,1
6.6989,1,1
7.3401,1,1
-8.3291,0,1
7.9797,1,1
-8.2912,0,1
9.5374,1,1
11.0175,1,1
7.0937,1,1
-6.7802,0,1
8.3663,1,1
-9.1992,0,1
3.9312,1,1
8.5387,1,1
-4.1331,0,1
-4.0257,0,1
-2.2699,0,1
-4.7524,0,1
2.5523,1,1
-6.834,0,1
8.7969,0,1
-4.3312,1,1
-5.4567,0,1
-3.0659,1,1
6.832,1,1
-6.7949,0,1
-5.0754,0,1
-5.3464,0,1
9.1183,1,1
-4.0064,0,1
-7.4816,0,1
-9.9712,0,1
5.6307,1,1
11.2442,1,1
4.0082,1,1
5.6567,0,1
-10.6249,0,1
16.6028,1,1
-11.8627,0,1
8.3705,1,1
5.3083,0,1
-4.2169,1,1
-6.6916,0,1
29.2273,1,1
-10.2308,0,1
2.0592,1,1
-9.0051,0,1
-7.0906,0,1
3.7688,0,1
5.7588,1,1
9.4614,1,1
-21.5471,1,1
3.1667,1,1
-2.1222,0,1
3.1186,0,1
-3.6791,0,1
23.0649,1,1
-3.5857,0,1
2.4727,1,1
-2.554,1,1
2.7115,1,1
8.7193,1,1
15.7103,1,1
9.1485,1,1
-9.3836,0,1
11.1762,0,1
-10.8238,0,1
16.1811,1,1
-9.1948,0,1
-6.6922,0,1
-16.4057,0,1
8.4676,1,1
-7.4598,0,1
23.1575,1,1
19.3347,1,1
-7.6776,0,1
9.2968,1,1
10.3339,1,1
11.2628,1,1
-9.8038,0,1
-12.7838,1,1
2.2651,1,1
8.8791,0,1
4.9417,1,1
-5.506,0,1
4.1987,1,1
-13.096,0,1
-5.1727,0,1
7.79,1,1
11.6543,1,1
7.4789,1,1
4.3519,1,1
4.2607,1,1
5.9809,0,1
8.0771,1,1
2.5258,1,1
-1.975,0,1
-5.8293,0,1
-6.9411,0,1
-10.0212,0,1
3.8592,0,2
3.5174,1,2
6.1645,0,2
2.0528,1,2
3.0604,0,2
2.3993,1,2
3.9168,1,2
3.6828,1,2
-2.1545,0,2
3.9131,1,2
4.8,1,2
-22.1886,0,2
5.1886,1,2
9.1811,0,2
26.9446,1,1
4.8476,1,1
7.8057,0,1
-2.6191,0,1
7.0834,0,1
5.35,1,1
-6.6874,0,1
10.9606,1,1
2.6666,1,1
6.6084,1,1
5.6177,1,1
-6.6001,0,1
-7.2319,0,1
-5.6745,0,1
-15.0841,0,1
-22.4201,0,1
6.3748,0,1
-13.553,0,1
-14.0584,0,1
3.5566,1,1
5.859,1,2
11.0812,1,1
5.9996,1,1
4.9343,1,1
-9.3331,1,1
6.9558,1,1
-7.3955,0,1
-7.622,0,1
2.3528,1,1
-8.0829,0,1
6.2093,1,1
-3.2206,0,1
13.5126,1,2
-9.8984,0,2
8.0946,1,2
18.3277,1,2
-8.6779,0,2
9.0864,1,2
-11.5004,0,2
7.8816,0,2
6.8476,1,2
16.1225,1,2
-8.4462,0,2
-16.0562,0,2
2.0095,1,2
-9.4627,0,2
12.0664,1,2
8.4213,1,2
-11.7953,0,2
-13.0129,0,2
-19.5797,0,1
7.2529,1,2
8.7152,1,2
8.6644,0,2
-9.5507,0,2
-11.9175,0,2
-13.4316,0,2
11.0015,1,2
7.0813,1,2
11.1929,1,2
-9.6925,0,2
-9.8516,0,2
7.6821,0,2
9.7446,0,2
-8.5822,0,2
-5.9981,0,2
-8.5275,0,2
6.8251,1,2
-7.4624,0,2
9.0665,1,2
7.7957,1,2
8.1154,1,2
7.1859,1,2
6.4504,0,2
8.5157,1,2
-9.1611,0,2
-18.7306,0,2
6.0803,1,2
9.7771,1,2
-12.7129,0,2
5.4815,1,2
-6.6806,0,2
-9.3748,0,2
-11.7863,0,2
10.6801,0,2
9.3647,1,2
10.7955,1,2
-13.2499,0,2
8.3329,1,2
-7.6903,0,2
14.5919,0,2
24.2976,0,2
5.9463,1,2
8.6841,0,2
-7.0203,0,2
9.9944,1,2
7.4017,1,2
9.5765,1,2
17.9566,0,2
-9.0591,0,2
7.5652,1,2
6.9534,1,2
8.7835,0,2
-7.1793,0,2
-9.2618,0,2
9.8697,1,2
8.3888,1,2
-9.1122,0,2
-11.4943,0,2
-9.1866,0,2
4.5254,0,1
4.1395,1,1
4.4189,1,1
-8.0489,0,1
7.2597,1,1
-4.7371,0,1
-14.1778,0,2
10.251,1,2
-10.9097,0,2
8.7475,1,2
-18.7254,0,1
8.9018,0,1
6.114,1,1
-3.2786,0,1
-4.4863,0,1
-3.3139,0,1
3.9196,1,1
4.642,1,1
3.438,1,1
3.7683,1,1
-4.4321,0,1
2.5288,1,1
6.179,1,1
-2.7508,0,1
4.7977,1,2
-9.5277,0,2
8.863,1,2
-8.4788,0,2
8.5503,1,2
8.4508,1,2
10.4179,0,2
-7.5455,1,1
3.2361,1,1
-16.9172,0,1
-2.2716,0,1
2.2545,0,1
-11.0498,0,2
5.6341,0,2
16.3618,1,2
12.3141,1,2
9.1108,1,2
10.6602,1,2
6.7889,1,2
-19.3284,0,2
13.4561,1,2
-22.0227,0,2
6.8313,1,2
9.4799,1,2
-9.6285,0,2
8.1813,1,2
6.5552,1,2
9.177,0,2
-7.0294,0,2
20.4677,0,2
6.5904,1,2
8.0464,1,2
-25.5232,0,2
8.5868,1,2
-3.2726,0,2
-6.1628,0,2
-10.1689,0,2
8.1217,0,2
10.5248,1,2
11.7131,1,2
-8.9417,0,2
22.4283,1,2
10.544,0,2
17.6174,1,2
10.8059,1,2
27.7842,1,2
8.223,1,2
-7.788,0,2
9.278,1,2
6.8594,1,2
-12.6994,0,2
-7.7307,0,2
-3.7256,0,2
20.7901,1,2
28.2467,1,2
3.7836,1,2
-4.4985,0,2
-6.8667,0,2
-8.0357,0,2
-5.744,0,2
6.9441,0,2
-22.28,0,2
10.6583,1,2
4.1381,1,2
-8.2471,0,2
6.8498,0,2
4.6685,1,2
4.5671,1,2
9.4494,1,2
-10.0113,0,2
12.0778,1,2
10.1485,0,2
5.6061,1,2
11.2626,1,2
11.0013,1,2
6.0637,1,2
5.8438,1,2
