RT,mean,half
-2.8903,0,2
3.196,1,2
-1.8035,0,2
-2.2698,1,2
-3.228,0,2
1.8553,0,2
-1.6646,1,2
-7.5647,0,1
-8.0578,0,1
-2.544,0,2
-2.2288,0,2
4.2913,1,2
2.115,1,2
-1.6081,1,2
6.4733,0,2
4.0185,1,2
5.6474,1,2
3.5034,1,2
-9.776,0,1
-9.1067,0,1
8.5558,1,1
-14.5984,0,1
18.0007,1,1
-8.3984,0,1
9.2658,1,1
-5.2696,0,1
6.8011,1,1
6.7102,1,1
-7.0368,0,1
-4.6408,0,1
-7.1705,0,1
8.6863,0,1
-3.6107,0,1
7.0559,1,1
9.9206,1,1
-9.3336,0,1
-8.3894,0,1
-7.9055,0,1
6.8364,1,1
-8.1157,0,1
-7.0031,0,1
-3.1137,0,2
-2.0793,0,2
2.9784,0,2
-2.3281,0,2
-2.3786,0,2
2.4297,1,2
5.1859,1,2
-4.4083,0,2
-4.1177,0,1
-15.9658,0,1
-2.6222,0,1
2.6607,1,1
-2.8162,0,1
7.4378,1,1
-7.3443,0,1
5.7752,1,1
8.8524,1,1
-6.4716,0,1
7.8079,1,1
10.0028,1,1
2.8706,1,1
20.7685,1,1
-2.9474,0,1
-4.3656,0,1
-5.4588,0,1
-5.8777,0,1
3.8622,1,1
7.5279,1,1
36.3929,1,1
-10.4908,1,1
6.932,1,1
6.7568,1,1
6.8053,1,1
9.2432,1,1
-5.2679,0,1
-6.9281,0,1
4.8618,1,1
3.5498,1,1
3.7583,1,1
-4.9933,0,1
4.5052,1,1
6.6856,1,1
-3.058,0,1
4.1949,1,1
6.0784,0,1
8.5534,1,1
4.3993,0,1
7.1373,1,1
-6.1276,0,1
7.8767,1,1
-7.7054,0,1
14.389,1,1
-5.2185,0,1
-5.8181,0,1
9.6734,1,1
4.3225,1,1
9.6529,1,1
-2.1971,0,1
-4.9048,0,1
7.2915,0,1
-17.0948,0,1
-4.7618,0,1
2.5448,1,1
-4.1938,0,2
1.7102,1,2
-5.866,0,2
3.43,1,2
-10.3979,0,2
5.6545,1,2
-5.6721,0,2
6.3833,1,2
9.7356,1,2
-7.6227,0,1
9.7563,1,1
-3.913,0,1
6.2801,1,1
-5.6234,0,1
-11.0785,0,1
-11.8555,1,1
-8.914,0,1
-13.3467,1,1
-10.3023,0,2
-12.0612,1,2
10.8648,1,2
-9.4565,0,2
-8.9059,0,2
-3.6893,0,2
-8.0392,0,2
-10.4678,0,2
-7.8198,0,2
7.1599,1,2
-7.4184,0,2
11.5598,1,2
11.8543,1,2
-15.1272,0,2
11.3159,1,2
3.2751,0,2
2.4311,1,2
1.5594,1,2
-2.5905,0,2
-1.8492,0,2
2.6616,0,2
3.0378,1,2
2.6369,1,2
2.3109,1,2
4.1854,1,2
4.14,1,2
-5.2912,0,2
-3.6106,1,2
-4.2975,0,2
5.7179,1,2
-10.2129,0,2
9.7047,1,2
10.4474,1,2
-3.4529,0,2
12.3119,1,2
-10.9883,0,2
-8.8703,0,2
-4.4565,0,2
6.4546,1,2
2.6234,1,2
-7.4578,0,2
-4.3047,1,2
-5.0423,0,2
-6.8224,0,2
3.8615,1,2
4.8021,1,2
-7.7704,0,2
-2.6707,0,2
2.8074,1,2
-7.3139,0,2
4.2092,1,2
3.4759,1,2
-5.2381,0,2
6.2592,0,2
-12.1851,0,2
-31.4631,0,2
7.9395,1,2
-5.5076,1,2
-8.7503,0,2
-8.3404,1,2
-2.7924,0,1
-3.6714,0,1
4.5861,1,1
-2.9655,0,1
-4.6279,0,1
-4.2932,0,1
6.4545,1,1
-11.5955,0,1
1.9248,1,2
4.2904,1,2
9.6197,1,2
-7.2167,0,2
-3.4524,1,2
2.0992,1,2
-1.8191,0,2
-12.7157,1,2
-2.9409,0,2
2.4257,1,1
-3.4131,0,1
4.8568,1,1
-2.5438,1,1
-3.7109,0,1
3.61,1,1
1.5953,1,1
5.5095,1,1
4.1891,1,1
10.6759,1,1
-1.9619,0,1
9.1077,0,1
-1.7209,0,1
1.9252,1,2
-1.5057,0,2
1.317,0,2
-2.5425,0,2
2.3849,1,2
-2.5183,0,2
-2.2083,1,2
3.082,0,2
3.3902,1,2
1.5425,1,2
-1.6924,0,2
-1.7163,0,2
-2.2427,0,2
1.8444,1,2
-1.631,0,2
1.5105,0,2
1.5994,1,2
-1.819,1,2
3.518,1,2
3.5381,0,2
-2.5734,0,2
1.5755,1,2
-2.0794,1,2
-1.5589,0,2
1.9846,0,2
-2.0547,1,2
3.3615,1,2
-4.1063,0,2
1.913,1,2
2.1948,0,2
2.9267,0,2
1.3776,1,2
-1.8913,1,2
2.142,1,2
3.4572,0,2
-4.2734,1,2
-3.5308,0,2
-1.9917,1,2
1.3131,1,2
3.1102,1,2
-2.8338,1,2
2.5713,1,2
-2.4155,0,2
1.6291,1,2
-1.7209,0,2
1.948,1,2
-3.9635,0,1
-11.1434,0,1
-6.9895,0,1
5.9368,1,1
3.567,1,1
10.4366,1,1
6.7924,1,1
-3.5912,0,1
5.6303,1,1
7.6996,1,1
-7.4834,0,1
-7.5245,0,1
-9.558,0,1
3.9911,1,1
5.2177,1,1
8.1305,1,1
9.2575,1,1
7.8479,1,1
-7.3867,0,1
-10.5873,0,1
-8.787,0,1
-9.7015,0,1
-8.3573,0,1
-3.786,0,1
6.417,1,1
-8.2944,0,1
6.5055,1,1
13.4215,1,1
14.2601,1,1
9.5512,1,1
-7.4712,0,1
-3.1258,0,1
-5.167,0,1
2.5464,1,1
-5.7495,0,1
1.6814,1,1
4.2531,1,1
-4.6602,0,1
36.088,1,1
3.3707,1,1
5.8473,1,1
-5.7354,0,1
17.3455,1,1
-13.3017,0,1
6.0023,1,1
11.6986,1,1
10.3507,1,1
-7.2887,0,1
0.6719,1,2
5.656,0,2
5.1331,1,2
3.789,1,2
-3.3774,0,2
-7.3386,0,1
-5.7929,0,1
-6.8575,0,1
