RT,mean,half
-5.0173,0,2
14.0098,1,2
-9.708,0,2
11.8107,1,2
1.3993,1,1
-2.675,0,1
1.1645,1,1
1.7734,1,1
1.2698,1,1
1.654,1,1
-0.5662,1,1
-1.3872,0,1
1.579,1,1
-3.071,0,1
2.2039,1,1
2.34,1,1
1.7268,1,1
9.0316,1,1
3.1803,0,1
1.6526,1,1
-2.0377,0,1
1.3565,1,1
5.3936,1,1
2.1401,0,1
-14.7132,0,2
2.4101,1,2
-3.2654,1,2
4.4793,1,2
1.8012,1,1
-8.6081,0,1
-10.5236,0,1
-6.8244,0,1
-3.9552,1,1
10.4728,1,1
4.0228,0,1
-3.102,0,1
3.2271,0,1
2.3305,0,2
-1.7295,0,2
-3.2609,1,2
-2.0263,0,2
4.2339,0,2
3.9305,0,2
1.168,0,2
1.6133,0,2
3.2923,0,1
-5.2451,1,1
-2.3198,0,1
0.8181,1,1
-1.6635,0,1
1.7719,1,1
3.427,1,1
2.4296,1,1
-8.2579,0,1
4.6005,0,1
3.9747,1,1
-15.5594,0,1
-2.0747,1,1
13.8348,1,1
-2.1857,0,1
-2.2353,0,1
-11.9456,0,1
18.8416,0,1
2.6815,0,1
-2.9005,0,1
-5.2658,1,1
-2.1889,0,1
-1.7814,1,1
-2.0339,0,1
2.2053,0,1
-1.0891,1,1
-3.3066,0,1
-1.7757,0,1
-1.8401,0,1
1.4633,1,1
-2.2703,0,1
-3.7606,0,1
1.761,0,1
1.8593,1,1
-4.444,0,1
3.5454,1,1
2.0781,1,1
-12.4752,0,1
10.7469,1,1
2.1476,1,1
1.212,1,1
-1.8755,1,1
1.3898,0,1
1.268,1,1
-1.3251,0,1
1.6648,1,1
-2.2749,0,1
18.4598,0,1
-2.9034,0,1
8.69,1,1
2.1024,1,1
3.019,1,1
4.6089,1,1
-2.1534,0,1
-3.2902,0,1
1.445,0,1
-3.643,1,1
-14.2193,1,1
0.5778,0,1
-0.9593,0,1
1.6186,0,2
1.3929,1,2
-1.4593,0,2
2.4781,1,2
1.472,0,2
-1.5424,1,2
2.9912,0,2
2.4399,1,2
1.8276,1,2
-1.4926,1,2
-1.8679,0,2
10.2027,1,2
-3.0244,1,2
4.8561,0,2
1.8437,1,2
2.7508,0,2
1.7936,0,2
