rt,symbol,cond,pp
2.292763934327671,0.0,control,160
-3.587124145590773,0.0,control,160
-0.694881909876842,0.0,control,160
-0.945777317965636,0.0,control,160
-2.371856969800981,0.0,control,160
-1.5521069223374977,0.0,control,160
-0.973156702775404,0.0,control,160
-2.0263794844123164,0.0,control,160
1.232973023863901,0.0,control,160
-2.148374015832551,0.0,control,160
-2.14512165998934,0.0,control,160
-0.9708888552955626,0.0,control,160
1.8970716218018728,0.0,control,160
-1.4066820258579724,0.0,control,160
-1.506178464253936,0.0,control,160
-1.5566939932079973,0.0,control,160
-1.9129104993982489,0.0,control,160
-1.49387905100141,0.0,control,160
-1.8196996090026138,0.0,control,160
-2.3441018920224543,0.0,control,160
-1.0314719606332867,0.0,control,160
2.6246010740697416,0.0,control,160
-1.9605860478544133,0.0,control,160
-1.3536002206038962,0.0,control,160
-1.8392146349093452,0.0,control,160
-1.8460632740569145,0.0,control,160
-1.6816054301907821,0.0,control,160
-3.23623315365922,0.0,control,160
4.944772144840745,0.0,control,160
-0.628559895945698,0.0,control,160
-2.003515416267045,0.0,control,160
-2.4728269037656165,0.0,control,160
-1.9758645837104394,0.0,control,160
-2.1089294790088124,0.0,control,160
-1.523280690963328,0.0,control,160
-2.6188634917372107,0.0,control,160
-3.0239398540709184,0.0,control,160
-0.614496125814629,0.0,control,160
-2.8460688858941556,0.0,control,160
1.0526788200594375,0.0,control,160
-2.2402847576565823,0.0,control,160
-6.403387671493707,0.0,control,160
1.556014370991079,0.0,control,160
-1.0273892444180106,0.0,control,160
-2.520564527838646,0.0,control,160
-1.2160224638391808,0.0,control,160
-0.849064803889285,0.0,control,160
1.6532579333579793,0.0,control,160
-1.9213222006054913,0.0,control,160
-3.284078230669428,0.0,control,160
-1.8517404067447572,0.0,control,160
-2.5559426632046853,0.0,control,160
-0.5624206323117176,0.0,control,160
-1.5117426230905215,0.0,control,160
-2.425610396291857,0.0,control,160
-1.3097469019208128,0.0,control,160
-1.7855173456876616,0.0,control,160
-3.0270599200726025,0.0,control,160
2.3583795789443585,0.0,control,160
-2.084497958799336,0.0,control,160
-0.7764913025816247,0.0,control,160
-2.062820237064182,0.0,control,160
1.9015213119633925,0.0,control,160
1.6499033862163128,0.0,control,160
-1.4032721726753643,0.0,control,160
-0.928634612048916,0.0,control,160
-1.623905930364336,0.0,control,160
-0.9997526761084845,0.0,control,160
-0.7663996643652397,0.0,control,160
-1.0820469802879662,0.0,control,160
-3.001947598623455,0.0,control,160
2.443162217059137,0.0,control,160
-0.9749038160595704,0.0,control,160
-1.9394042834445222,0.0,control,160
-2.241339617877398,0.0,control,160
-0.8980260420370351,0.0,control,160
-1.491494709919119,0.0,control,160
-2.1742457775443684,0.0,control,160
-1.0495781466021714,0.0,control,160
-1.8620836346624392,0.0,control,160
-1.1140897842166917,0.0,control,160
-1.5695513238864836,0.0,control,160
1.450550254255595,0.0,control,160
2.6541080928121468,0.0,control,160
-0.9756393336641451,0.0,control,160
-1.8515753765640297,0.0,control,160
1.9160421792114055,0.0,control,160
-1.7392832043203794,0.0,control,160
-1.522189947448218,0.0,control,160
-1.8158408576346572,0.0,control,160
-1.3666657192932148,0.0,control,160
1.9295817251611478,0.0,control,160
-1.2102746510814921,0.0,control,160
-2.49615411312832,0.0,control,160
-2.342764813044904,0.0,control,160
-0.9786594236792343,0.0,control,160
-0.851890004648892,0.0,control,160
-2.5245971190555645,0.0,control,160
-1.5926202893927779,0.0,control,160
-2.38779946019244,0.0,control,160
-1.714098848092216,0.0,control,160
-2.3360189191787404,0.0,control,160
2.3952279352532613,0.0,control,160
1.3445149545498332,0.0,control,160
-0.5905577100023258,0.0,control,160
-2.7593002709522993,0.0,control,160
-1.083567956623616,0.0,control,160
-1.6260207687490598,0.0,control,160
1.717833624899367,0.0,control,160
-1.76344070204983,0.0,control,160
-2.719976250397503,0.0,control,160
-0.6549864096241202,0.0,control,160
-1.7408236446045753,0.0,control,160
-1.6443507172718297,0.0,control,160
-1.4829471874819966,0.0,control,160
-1.3855735174136337,0.0,control,160
-3.023817005148899,0.0,control,160
-1.7032414826804432,0.0,control,160
1.00551469114903,0.0,control,160
-1.8507872755248647,0.0,control,160
-2.740066225623844,0.0,control,160
-2.6586203479660577,0.0,control,160
-2.109634033433605,0.0,control,160
-2.3923402958302193,0.0,control,160
-1.2742313486074097,0.0,control,160
2.215766325785486,0.0,control,160
-1.8341049883453657,0.0,control,160
-1.3805647537696077,0.0,control,160
-2.40990734300548,0.0,control,160
-2.0417220118272796,0.0,control,160
-1.3993708432297582,0.0,control,160
-0.6648129704615046,0.0,control,160
-1.4038987774284855,0.0,control,160
-1.8619891931654708,0.0,control,160
-1.996698505090912,0.0,control,160
-1.2835567921347657,0.0,control,160
-2.138057425968164,0.0,control,160
-1.032075382336846,0.0,control,160
2.7626107462381237,0.0,control,160
-1.684071416059742,0.0,control,160
-1.3270733310906626,0.0,control,160
-2.4792342914823764,0.0,control,160
-0.9724985647127069,0.0,control,160
-0.6243675342891866,0.0,control,160
-2.5051020203927923,0.0,control,160
-0.9162973709521792,0.0,control,160
-1.7443706919569988,0.0,control,160
-0.9703837180936081,0.0,control,160
-0.7918267590798347,0.0,control,160
-2.4160461831426416,0.0,control,160
-1.1912250451185082,0.0,control,160
-2.299518237769484,0.0,control,160
2.639105957133906,0.0,control,160
-1.73680762569872,0.0,control,160
-0.6997977015758418,0.0,control,160
-1.5133573081757645,0.0,control,160
2.1737821663236376,0.0,control,160
-1.883493841223023,0.0,control,160
-0.8604973618302603,0.0,control,160
-5.252634515260014,0.0,control,160
-2.2676295547032828,0.0,control,160
-1.5473048158041354,0.0,control,160
-0.8773910346903,0.0,control,160
1.792949361647461,0.0,control,160
-3.757411646341092,0.0,control,160
-1.3128957204765617,0.0,control,160
-1.44761373507315,0.0,control,160
-1.952706442939541,0.0,control,160
-0.8276940650718333,0.0,control,160
-0.8240388058324211,0.0,control,160
-1.7166203683342145,0.0,control,160
-2.769036442903597,0.0,control,160
-1.5352495261675747,0.0,control,160
-1.9858080866757566,0.0,control,160
1.0487678787593218,0.0,control,160
-1.7248925012042886,0.0,control,160
-1.286238665590341,0.0,control,160
-1.9362981577521436,0.0,control,160
-0.8329531683362537,0.0,control,160
-1.909018886052201,0.0,control,160
1.9952909414471414,0.0,control,160
-1.7115919434830564,0.0,control,160
-1.3393039628106824,0.0,control,160
-1.888070047727303,0.0,control,160
-2.8574521115081613,0.0,control,160
-1.0477713860524898,0.0,control,160
-1.0460509619360006,0.0,control,160
-1.2567680246994097,0.0,control,160
-1.753253357660916,0.0,control,160
-2.2611919899810085,0.0,control,160
-1.7115565133900592,0.0,control,160
2.417704506951158,0.0,control,160
-0.9285114180559203,0.0,control,160
-1.6147026566896336,0.0,control,160
-1.0215987979253696,0.0,control,160
-2.1295438662489463,0.0,control,160
-1.3266814631228727,0.0,control,160
-1.5643689533731757,0.0,control,160
3.7377678017941407,0.0,control,160
-1.9913170189206673,0.0,control,160
-3.0202257314700915,0.0,control,160
2.575473679893156,0.0,control,160
-1.8992966778153086,0.0,control,160
1.7615215520897118,0.0,control,160
-1.3290811567712497,0.0,control,160
2.369635654046598,0.0,control,160
-1.2704616742007315,0.0,control,160
-0.8631190232773559,0.0,control,160
-1.259769543696352,0.0,control,160
-1.3910716266857301,0.0,control,160
-2.3261081865342508,0.0,control,160
-1.111923044582947,0.0,control,160
-1.590588145221017,0.0,control,160
-1.3467180721215763,0.0,control,160
-2.906984906836173,0.0,control,160
1.9830032043486965,0.0,control,160
-1.9539836706730578,0.0,control,160
-1.7425092790469479,0.0,control,160
-1.4827470103601952,0.0,control,160
-1.9171292982897876,0.0,control,160
-2.029768462960182,0.0,control,160
-1.3127226166497228,0.0,control,160
-1.1124287265817896,0.0,control,160
-1.521916344449651,0.0,control,160
-0.7547968920855288,0.0,control,160
-2.018749875194085,0.0,control,160
-0.8329788428965694,0.0,control,160
-2.0220960222710085,0.0,control,160
-4.275917146292623,0.0,control,160
-1.937048411149442,0.0,control,160
-1.541369427453441,0.0,control,160
-2.490149321948129,0.0,control,160
-1.9441489005568124,0.0,control,160
-1.140474576855235,0.0,control,160
-1.8826321181771135,0.0,control,160
-0.9962186475486601,0.0,control,160
-2.9300800462680643,0.0,control,160
-1.6238724695924054,0.0,control,160
