rt,symbol,cond,pp
-10.651900177441796,0.0,control,109
-7.96795649052398,0.0,control,109
-8.73860884691765,0.0,control,109
-9.086867813523074,0.0,control,109
-8.861894964393123,0.0,control,109
-7.74685183855709,0.0,control,109
-11.93033774794538,0.0,control,109
-8.785548618488448,0.0,control,109
-9.178603883718177,0.0,control,109
-12.353580830805054,0.0,control,109
-7.419035902716132,0.0,control,109
-10.771712479599849,0.0,control,109
-8.96474707146415,0.0,control,109
-8.00667095537614,0.0,control,109
-7.5090724603784835,0.0,control,109
7.164517132774202,0.0,control,109
-11.523344727813164,0.0,control,109
-11.632464888556878,0.0,control,109
-9.139673525562618,0.0,control,109
-13.510352167876968,0.0,control,109
-9.15646009894309,0.0,control,109
-9.226225089515012,0.0,control,109
-11.717510489887466,0.0,control,109
-7.582478472627292,0.0,control,109
-7.976556989474694,0.0,control,109
-7.97518717900814,0.0,control,109
-6.993447277663044,0.0,control,109
-8.95899686804826,0.0,control,109
-8.794086503599546,0.0,control,109
-8.324640071321932,0.0,control,109
-7.089727375859486,0.0,control,109
-10.789646454806558,0.0,control,109
-8.389939514942867,0.0,control,109
-9.9136607473352,0.0,control,109
-8.921971984638263,0.0,control,109
-9.151643921174411,0.0,control,109
-11.276591473554955,0.0,control,109
-8.358893552981671,0.0,control,109
-8.659349450105328,0.0,control,109
-8.503749590441071,0.0,control,109
-7.477359464335216,0.0,control,109
-8.28891110598907,0.0,control,109
-8.349713459981915,0.0,control,109
-7.416297656905977,0.0,control,109
-10.13239053555862,0.0,control,109
-10.015299902659248,0.0,control,109
-7.971575428843029,0.0,control,109
-9.356283176242426,0.0,control,109
-8.528902947777766,0.0,control,109
-7.96653357461926,0.0,control,109
-8.488925304441103,0.0,control,109
-11.258416291305988,0.0,control,109
-9.301737056912382,0.0,control,109
-7.421819284454479,0.0,control,109
-7.9200335956584365,0.0,control,109
-12.386166348879348,0.0,control,109
-10.605719114565835,0.0,control,109
15.58735579179267,0.0,control,109
-9.29728425342975,0.0,control,109
-10.999085772256525,0.0,control,109
-11.676790393942259,0.0,control,109
-9.064843131374577,0.0,control,109
-7.617115973216418,0.0,control,109
-11.369177439186,0.0,control,109
-7.061537794446035,0.0,control,109
-7.73700500215813,0.0,control,109
-13.065131803308528,0.0,control,109
-7.375920786846089,0.0,control,109
-13.820315555843525,0.0,control,109
-7.185369263363103,0.0,control,109
-8.05450565763656,0.0,control,109
-9.289197348663592,0.0,control,109
-8.586234903872153,0.0,control,109
-9.500887661255906,0.0,control,109
-7.819298219174453,0.0,control,109
-7.990783404823323,0.0,control,109
-7.932817646584381,0.0,control,109
-7.49750750642965,0.0,control,109
-11.442681038989061,0.0,control,109
-7.731809416425806,0.0,control,109
-10.557186246038505,0.0,control,109
-12.084729357786554,0.0,control,109
-8.751235466308973,0.0,control,109
-6.361812998189304,0.0,control,109
-8.400896583173889,0.0,control,109
-11.845503575687747,0.0,control,109
-11.72525266976285,0.0,control,109
-8.856977566927668,0.0,control,109
-8.40624302662697,0.0,control,109
-8.942565868946284,0.0,control,109
-7.660210591051321,0.0,control,109
6.31617190251465,0.0,control,109
-8.668099638305167,0.0,control,109
-13.707648615274309,0.0,control,109
-8.768349560901205,0.0,control,109
-7.050755971578862,0.0,control,109
-11.243233417336175,0.0,control,109
-11.424862997883945,0.0,control,109
