rt,symbol,cond,pp
-3.03173273015562,0.0,control,160
-1.3177344777125115,0.0,control,160
-1.2767230777683976,0.0,control,160
-1.2124555126258811,0.0,control,160
-1.0288180366145503,0.0,control,160
-2.0402395032596456,0.0,control,160
-2.4805048958355633,0.0,control,160
-2.09787162852989,0.0,control,160
-1.1638285458226456,0.0,control,160
-1.4284969878566618,0.0,control,160
-1.7614730079150438,0.0,control,160
-0.9183648953106689,0.0,control,160
-3.7189411258657064,0.0,control,160
-1.6061964816719314,0.0,control,160
-2.300700797624308,0.0,control,160
-1.3243596095908017,0.0,control,160
-1.2730581465737956,0.0,control,160
-1.068469260249316,0.0,control,160
1.9575130241699632,0.0,control,160
-1.361359705522982,0.0,control,160
-1.1133222377071514,0.0,control,160
-1.5213187357656723,0.0,control,160
-1.1284250056280465,0.0,control,160
-2.0845843345619257,0.0,control,160
1.7081610859246252,0.0,control,160
-1.781581533608246,0.0,control,160
-1.4545478908455614,0.0,control,160
-2.1192970839740575,0.0,control,160
-1.3998084869866079,0.0,control,160
-1.7228257273659904,0.0,control,160
-0.7692316254379032,0.0,control,160
4.235688462345991,0.0,control,160
-0.9150326930272269,0.0,control,160
-1.9105075284590418,0.0,control,160
-1.2230479804540249,0.0,control,160
-1.4674715885202727,0.0,control,160
-1.2783769138731036,0.0,control,160
1.3816019124876515,0.0,control,160
-1.6452648470436295,0.0,control,160
-1.8080322960650372,0.0,control,160
-1.545151747579058,0.0,control,160
-0.8489376864323102,0.0,control,160
-0.8956166904739277,0.0,control,160
-1.4641825201998415,0.0,control,160
-2.268403645467121,0.0,control,160
-4.736733994444714,0.0,control,160
-2.173905810554088,0.0,control,160
-1.5692388393941576,0.0,control,160
-1.9259285533391999,0.0,control,160
-3.0745262001440783,0.0,control,160
-1.0725288009044605,0.0,control,160
-2.0094838211691073,0.0,control,160
-1.292054493029176,0.0,control,160
-0.5434635192635809,0.0,control,160
-1.350101383191722,0.0,control,160
-0.986297075576884,0.0,control,160
-2.4140027299317888,0.0,control,160
-0.6530268294790165,0.0,control,160
-0.8264266120330621,0.0,control,160
-1.2793826460469844,0.0,control,160
-1.6405784004085562,0.0,control,160
2.2833838776220285,0.0,control,160
