rt,symbol,cond,pp
-4.390079344256514,0.0,control,152
1.6847699307968045,0.0,control,152
1.1655910628352255,0.0,control,152
-3.42484486936225,0.0,control,152
-2.049839404315371,0.0,control,152
2.4489541716124306,0.0,control,152
-2.350702589647423,0.0,control,152
1.58511283180887,0.0,control,152
1.5440747035027214,0.0,control,152
-2.1092220954730805,0.0,control,152
-4.772692464857551,0.0,control,152
3.6191886372004944,0.0,control,152
1.64095995866999,0.0,control,152
-1.569625236529006,0.0,control,152
-3.159668078625292,0.0,control,152
1.2411048562277796,0.0,control,152
1.329980202668096,0.0,control,152
-1.6928618412484775,0.0,control,152
4.039898544624149,0.0,control,152
-1.4603810352938242,0.0,control,152
-5.174023853767885,0.0,control,152
-1.3356349227094162,0.0,control,152
-3.257753369713344,0.0,control,152
1.7584976352721975,0.0,control,152
-2.6307755916734448,0.0,control,152
2.970223417463779,0.0,control,152
-2.685387889341894,0.0,control,152
-4.729460043258582,0.0,control,152
1.1055042684685623,0.0,control,152
-4.693435636291482,0.0,control,152
1.1508049126874207,0.0,control,152
1.3171718267991026,0.0,control,152
-2.2265379428350363,0.0,control,152
1.050756603841643,0.0,control,152
-3.614716401908813,0.0,control,152
-2.5546015848207,0.0,control,152
5.04033935874582,0.0,control,152
-3.5870524838709046,0.0,control,152
-2.354693003382749,0.0,control,152
4.25468711153165,0.0,control,152
4.621618404287258,0.0,control,152
2.451982809083557,0.0,control,152
-4.362374731218061,0.0,control,152
-3.21711134584951,0.0,control,152
1.4875782788904832,0.0,control,152
-5.066037675441786,0.0,control,152
-1.595965651566893,0.0,control,152
4.438142030500626,0.0,control,152
1.022784161635661,0.0,control,152
3.623072073248908,0.0,control,152
1.456867629376566,0.0,control,152
-1.0155849695165362,0.0,control,152
-1.6206282659631754,0.0,control,152
-5.705365980475035,0.0,control,152
-5.854356714104971,0.0,control,152
-1.6813731325514345,0.0,control,152
-3.164686092300228,0.0,control,152
-5.176011858372111,0.0,control,152
2.612691632592309,0.0,control,152
-1.555325725498886,0.0,control,152
-2.049824289570128,0.0,control,152
-1.7014942965434487,0.0,control,152
-3.0027956333611803,0.0,control,152
1.2518212969612803,0.0,control,152
-8.006830206788688,0.0,control,152
-2.8139024075251675,0.0,control,152
-0.9716035252537644,0.0,control,152
-3.341393674022113,0.0,control,152
-7.381047608980139,0.0,control,152
2.0183798376285766,0.0,control,152
-1.0822544582108264,0.0,control,152
1.0673244086705906,0.0,control,152
1.16093961609451,0.0,control,152
-3.056903590297833,0.0,control,152
-0.9648331539953428,0.0,control,152
1.2839520855927724,0.0,control,152
3.4766708021796067,0.0,control,152
2.6760453596313734,0.0,control,152
-4.323653508898,0.0,control,152
-3.987625928168452,0.0,control,152
1.7676595257761696,0.0,control,152
-2.877538817626553,0.0,control,152
-2.6684424951910453,0.0,control,152
-3.882856119248825,0.0,control,152
-2.416016319789578,0.0,control,152
1.5114883569032376,0.0,control,152
4.785388775242188,0.0,control,152
1.8820013704242349,0.0,control,152
2.03280300012866,0.0,control,152
0.6265027793413154,0.0,control,152
1.7694355959174737,0.0,control,152
3.175607054530158,0.0,control,152
-3.373994968755711,0.0,control,152
1.223339369800491,0.0,control,152
1.588700460516778,0.0,control,152
-2.132579900834987,0.0,control,152
4.3102025714689365,0.0,control,152
1.4350691307349557,0.0,control,152
-5.402567131984987,0.0,control,152
-2.602150925540606,0.0,control,152
1.1937654710907482,0.0,control,152
-2.3084045050164645,0.0,control,152
1.7185066272885088,0.0,control,152
-3.593664423555258,0.0,control,152
5.257586374311109,0.0,control,152
-1.6017301873492678,0.0,control,152
-3.2691077645712765,0.0,control,152
-2.750513046516212,0.0,control,152
2.376711526291533,0.0,control,152
-2.81826808970006,0.0,control,152
-2.4580914634961,0.0,control,152
-5.544724015541107,0.0,control,152
-5.903016770210057,0.0,control,152
-1.1006374007093067,0.0,control,152
-6.208596149701787,0.0,control,152
-5.970078880626033,0.0,control,152
-3.385719229085557,0.0,control,152
2.925424488985338,0.0,control,152
3.5360888001098467,0.0,control,152
-4.981462141037423,0.0,control,152
-5.859213026963097,0.0,control,152
-5.21302812845192,0.0,control,152
-4.584908331092278,0.0,control,152
-2.776832113507028,0.0,control,152
1.7751977065783695,0.0,control,152
-1.634195308624098,0.0,control,152
-2.7208373775810397,0.0,control,152
-3.3491494370992427,0.0,control,152
2.913774659148924,0.0,control,152
-1.2969828655688271,0.0,control,152
-1.2683395680630625,0.0,control,152
-4.710586607924179,0.0,control,152
-3.76348939473137,0.0,control,152
-4.320217894798932,0.0,control,152
1.3320299309627586,0.0,control,152
2.133485833217309,0.0,control,152
1.783318104031018,0.0,control,152
6.695885505796775,0.0,control,152
4.2216561640471095,0.0,control,152
-1.8747948252449864,0.0,control,152
3.855966811158692,0.0,control,152
0.6665352004399554,0.0,control,152
1.273714593358275,0.0,control,152
1.3572290821704485,0.0,control,152
2.569335360362627,0.0,control,152
1.3170963840226313,0.0,control,152
0.920188117098128,0.0,control,152
1.382837482959803,0.0,control,152
1.166988152114364,0.0,control,152
-3.881639529808269,0.0,control,152
0.8779163874761537,0.0,control,152
-1.2263952239384666,0.0,control,152
2.611719368520207,0.0,control,152
-4.232134412026909,0.0,control,152
-6.783716994078883,0.0,control,152
-6.148196696226056,0.0,control,152
-1.6165681546424964,0.0,control,152
-1.5649987781905206,0.0,control,152
-5.142785676134763,0.0,control,152
1.3520599238888915,0.0,control,152
1.5130370448260302,0.0,control,152
-2.160088702755081,0.0,control,152
-3.797936395173153,0.0,control,152
-2.0652587566159037,0.0,control,152
1.5421563755485717,0.0,control,152
0.7439950451355639,0.0,control,152
3.0606492512496333,0.0,control,152
-1.9660015429984927,0.0,control,152
-7.011584808651598,0.0,control,152
-3.215663699838063,0.0,control,152
-3.111776962892032,0.0,control,152
-2.873415599428641,0.0,control,152
-1.671871514184854,0.0,control,152
-5.190295459689796,0.0,control,152
-1.8924175322185777,0.0,control,152
-3.755471944105618,0.0,control,152
7.903955077152668,0.0,control,152
-0.9692740594537204,0.0,control,152
1.090967583434562,0.0,control,152
3.085103827611316,0.0,control,152
-2.4934659554928635,0.0,control,152
-1.6322913689845713,0.0,control,152
-5.002806420032607,0.0,control,152
-2.4707689555561,0.0,control,152
-3.863622957509532,0.0,control,152
1.61310591506999,0.0,control,152
3.1161770427198583,0.0,control,152
3.3138367747734887,0.0,control,152
2.5365616143798366,0.0,control,152
7.481239407194531,0.0,control,152
4.456523666344875,0.0,control,152
-8.584197399027126,0.0,control,152
-1.8703393535403212,0.0,control,152
-7.913105126728235,0.0,control,152
-5.24318647826382,0.0,control,152
-2.6440083970526898,0.0,control,152
-1.643014336960511,0.0,control,152
2.1798047591980847,0.0,control,152
-10.450734653259888,0.0,control,152
1.0476837064300013,0.0,control,152
3.151545668572437,0.0,control,152
3.349053432832621,0.0,control,152
-2.4588934878512974,0.0,control,152
1.758830849341498,0.0,control,152
-3.487360555973324,0.0,control,152
-5.226666269684348,0.0,control,152
-1.8989589185229967,0.0,control,152
1.5007472750223962,0.0,control,152
-3.556069720679056,0.0,control,152
-2.801618160401317,0.0,control,152
-1.829612173906518,0.0,control,152
2.29690182681812,0.0,control,152
-4.799189978896788,0.0,control,152
3.8437395909974255,0.0,control,152
-4.206230015997426,0.0,control,152
-1.7835464658129725,0.0,control,152
2.8791635979039114,0.0,control,152
-1.862935719930507,0.0,control,152
1.144663325604244,0.0,control,152
-4.621348934295274,0.0,control,152
-1.703153627941648,0.0,control,152
-4.7857534189090565,0.0,control,152
-3.8663142951886553,0.0,control,152
-5.599582474108147,0.0,control,152
1.2313588003753306,0.0,control,152
-2.4526224586206515,0.0,control,152
1.2332790758027532,0.0,control,152
4.169304348965851,0.0,control,152
-2.70230611012364,0.0,control,152
-0.956984384873592,0.0,control,152
-3.112234171339584,0.0,control,152
-1.37748775481067,0.0,control,152
1.3011192858271694,0.0,control,152
-5.531891358276114,0.0,control,152
1.329086528854278,0.0,control,152
-3.118598501782067,0.0,control,152
-1.7265437036430278,0.0,control,152
-2.575933136515454,0.0,control,152
-2.832134843090072,0.0,control,152
-2.6002541101409093,0.0,control,152
1.5730429072234726,0.0,control,152
-1.9980888550943687,0.0,control,152
-3.9571882006003536,0.0,control,152
-5.478181737472767,0.0,control,152
-2.6819023348793314,0.0,control,152
1.0863641026078326,0.0,control,152
-4.5138438584166405,0.0,control,152
-5.459747488058552,0.0,control,152
-2.3737319656679823,0.0,control,152
-2.0558043226104425,0.0,control,152
2.874668790184605,0.0,control,152
0.932351565720412,0.0,control,152
-3.286801375566938,0.0,control,152
8.38365973485042,0.0,control,152
-1.7603997756003835,0.0,control,152
1.820641989181276,0.0,control,152
1.404497909261374,0.0,control,152
2.230275899880582,0.0,control,152
-2.5224740740233424,0.0,control,152
0.9572639879013972,0.0,control,152
1.3744885418347974,0.0,control,152
-4.755484747263267,0.0,control,152
-5.169823966666511,0.0,control,152
1.6328645919589209,0.0,control,152
2.437374203409376,0.0,control,152
1.2056100971366697,0.0,control,152
-2.34364659937602,0.0,control,152
-2.309124227405541,0.0,control,152
1.986950183355208,0.0,control,152
-2.839927181280521,0.0,control,152
-1.918248831414196,0.0,control,152
-2.455568067969359,0.0,control,152
-1.7732804910169808,0.0,control,152
2.2102329093292004,0.0,control,152
-1.125817858055639,0.0,control,152
1.23796719779125,0.0,control,152
-4.325181043478549,0.0,control,152
-3.0794376815171467,0.0,control,152
-3.842348256826451,0.0,control,152
-2.544673034022617,0.0,control,152
5.109724230117183,0.0,control,152
1.1071703620255469,0.0,control,152
-1.8958390233554836,0.0,control,152
-2.9384055945749386,0.0,control,152
-4.97138695712247,0.0,control,152
-3.919693175108885,0.0,control,152
-1.9707120394223965,0.0,control,152
1.4200414572319178,0.0,control,152
0.8347374008676482,0.0,control,152
0.9897560087950312,0.0,control,152
-4.095039022266951,0.0,control,152
-4.376306484601655,0.0,control,152
2.491503309486492,0.0,control,152
-2.063978173482848,0.0,control,152
-1.3719386947350136,0.0,control,152
-2.38337292410652,0.0,control,152
-3.5199846361491165,0.0,control,152
-2.5472778264129063,0.0,control,152
1.672336255681702,0.0,control,152
-2.0542174118766474,0.0,control,152
-7.155841066552577,0.0,control,152
-2.267143174311642,0.0,control,152
2.627251650669332,0.0,control,152
-3.621725319678896,0.0,control,152
-2.6363474130678446,0.0,control,152
1.349613540128043,0.0,control,152
3.004214400656264,0.0,control,152
-4.757803260791904,0.0,control,152
-2.4995667454720527,0.0,control,152
-6.6221265558574505,0.0,control,152
2.1675937457054264,0.0,control,152
-2.338573421980976,0.0,control,152
1.0090343119526717,0.0,control,152
1.4625486963448728,0.0,control,152
1.472185080002338,0.0,control,152
2.8659685960413177,0.0,control,152
-1.6146112358314002,0.0,control,152
-3.251508339213662,0.0,control,152
-1.551655242041615,0.0,control,152
-3.38494945238916,0.0,control,152
-2.41411368681532,0.0,control,152
-1.697918878754014,0.0,control,152
-3.963372723226487,0.0,control,152
-3.0178449562571155,0.0,control,152
-1.3712150789754816,0.0,control,152
-3.670859155863493,0.0,control,152
-4.421273501605794,0.0,control,152
0.9013365652912148,0.0,control,152
1.2949677239327149,0.0,control,152
5.645866928981236,0.0,control,152
