DM_st0,LFM_st0,DM_all,LFM_all,file,pp,condition,ans,att,acc
0.0019938787,0.002872203,0.89263004,0.10250385,pp109_control_ans0_att20_acc100.csv,109,control,0,20,100
0.339863,0.14225052,0.34959373,0.16829278,pp560_guess_ans0_att18_acc62.csv,560,guess,0,18,62
0.0076949247,0.023098907,0.1490663,0.8201398,pp38_guess_ans0_att13_acc51.csv,38,guess,0,13,51
0.0024864548,0.5770259,0.004543435,0.41594422,pp355_control_ans0_att19_acc74.csv,355,control,0,19,74
0.38368893,0.123949744,0.36284176,0.1295195,pp218_guess_ans0_att17_acc52.csv,218,guess,0,17,52
0.0015545543,0.15925124,0.003867597,0.8353266,pp375_control_ans0_att19_acc66.csv,375,control,0,19,66
0.0022781976,0.07049768,0.0021177952,0.92510635,pp74_guess_ans0_att20_acc76.csv,74,guess,0,20,76
0.3916599,0.13670246,0.3408813,0.13075633,pp500_guess_ans0_att20_acc67.csv,500,guess,0,20,67
0.007941381,0.14062452,0.009910439,0.8415237,pp168_guess_ans0_att20_acc79.csv,168,guess,0,20,79
0.13684835,0.21821451,0.21198285,0.43295434,pp401_control_ans0_att18_acc61.csv,401,control,0,18,61
0.009027736,0.0028730973,0.8793339,0.10876526,pp19_control_ans0_att12_acc52.csv,19,control,0,12,52
0.0025070687,0.22059898,0.0027193583,0.77417463,pp317_control_ans0_att20_acc73.csv,317,control,0,20,73
0.0046697473,0.9061438,0.0027862936,0.08640018,pp509_control_ans0_att20_acc96.csv,509,control,0,20,96
0.0027969894,0.012720552,0.0014208639,0.98306155,pp372_guess_ans0_att19_acc89.csv,372,guess,0,19,89
0.0016155035,0.71932954,0.0024998987,0.27655503,pp382_guess_ans0_att19_acc60.csv,382,guess,0,19,60
0.019581951,0.0075533427,0.6180859,0.35477868,pp179_control_ans0_att20_acc68.csv,179,control,0,20,68
0.055522557,0.63456136,0.050426856,0.25948924,pp234_guess_ans0_att19_acc72.csv,234,guess,0,19,72
0.09007725,0.6759845,0.040133227,0.19380498,pp272_guess_ans0_att19_acc56.csv,272,guess,0,19,56
0.0023917155,0.0020761823,0.893024,0.102508046,pp534_guess_ans0_att18_acc57.csv,534,guess,0,18,57
0.25954926,0.19610967,0.25725824,0.28708288,pp78_guess_ans0_att20_acc69.csv,78,guess,0,20,69
0.017536199,0.023303526,0.13774337,0.8214169,pp283_control_ans0_att20_acc78.csv,283,control,0,20,78
0.001769855,0.0347216,0.009195724,0.9543128,pp162_guess_ans0_att15_acc60.csv,162,guess,0,15,60
0.004093131,0.8547191,0.0026843038,0.13850345,pp167_control_ans0_att20_acc96.csv,167,control,0,20,96
0.20235354,0.12309175,0.35323054,0.3213242,pp387_control_ans0_att20_acc62.csv,387,control,0,20,62
0.0019565697,0.77754754,0.002778862,0.2177171,pp66_guess_ans0_att20_acc75.csv,66,guess,0,20,75
0.4079111,0.042460073,0.47185937,0.07776952,pp556_guess_ans0_att20_acc81.csv,556,guess,0,20,81
0.055053584,0.0069558728,0.82967556,0.10831498,pp582_guess_ans0_att20_acc64.csv,582,guess,0,20,64
0.19147374,0.017997583,0.6987981,0.0917306,pp53_control_ans0_att19_acc68.csv,53,control,0,19,68
0.0023707037,0.032673553,0.0023562019,0.9625995,pp570_guess_ans0_att17_acc67.csv,570,guess,0,17,67
0.33939198,0.10396582,0.41061607,0.14602612,pp169_control_ans0_att17_acc55.csv,169,control,0,17,55
0.11278933,0.022989325,0.6551921,0.20902926,pp125_control_ans0_att17_acc66.csv,125,control,0,17,66
0.43511048,0.2240206,0.21004406,0.13082482,pp83_control_ans0_att20_acc75.csv,83,control,0,20,75
0.019479249,0.0049691456,0.8152302,0.16032133,pp384_guess_ans0_att19_acc67.csv,384,guess,0,19,67
0.011271956,0.21019715,0.022558391,0.75597245,pp112_guess_ans0_att19_acc64.csv,112,guess,0,19,64
0.0040792,0.8554792,0.0027113548,0.13773033,pp373_control_ans0_att20_acc85.csv,373,control,0,20,85
0.024845136,0.005444264,0.81135637,0.15835418,pp311_control_ans0_att20_acc65.csv,311,control,0,20,65
0.70675004,0.061288822,0.2084311,0.023529995,pp398_guess_ans0_att20_acc83.csv,398,guess,0,20,83
0.0018023044,0.8224507,0.0037083728,0.1720387,pp104_guess_ans0_att20_acc86.csv,104,guess,0,20,86
0.0018183235,0.025703324,0.0055515114,0.9669269,pp333_control_ans0_att18_acc68.csv,333,control,0,18,68
0.6389017,0.13472587,0.17859398,0.047778446,pp537_control_ans0_att20_acc81.csv,537,control,0,20,81
0.002437252,0.022301752,0.0018548693,0.9734061,pp420_guess_ans0_att20_acc68.csv,420,guess,0,20,68
0.004971653,0.0025549168,0.7736917,0.21878168,pp141_control_ans0_att20_acc69.csv,141,control,0,20,69
0.002074318,0.6872916,0.004480099,0.30615392,pp144_guess_ans0_att17_acc73.csv,144,guess,0,17,73
0.002218833,0.008885197,0.0013300867,0.98756593,pp217_control_ans0_att20_acc72.csv,217,control,0,20,72
0.25454727,0.15699042,0.3396713,0.2487911,pp222_guess_ans0_att12_acc52.csv,222,guess,0,12,52
0.0028442016,0.5097712,0.0027989314,0.48458567,pp215_control_ans0_att20_acc77.csv,215,control,0,20,77
0.0018721392,0.41284662,0.0027143438,0.58256686,pp79_control_ans0_att20_acc87.csv,79,control,0,20,87
