LFM_st0,LFM_all,file,pp,condition,ans,att,acc
0.7581047,0.24189529,pp160_control_ans0_att18_acc59.csv,160,control,0,18,59
0.8684413,0.1315587,pp436_control_ans0_att20_acc70.csv,436,control,0,20,70
0.52145314,0.47854686,pp191_guess_ans0_att16_acc60.csv,191,guess,0,16,60
0.58418405,0.41581592,pp255_guess_ans0_att19_acc76.csv,255,guess,0,19,76
0.97028685,0.029713137,pp183_guess_ans0_att19_acc80.csv,183,guess,0,19,80
0.004865087,0.9951349,pp228_control_ans0_att20_acc76.csv,228,control,0,20,76
0.4276405,0.57235944,pp271_guess_ans0_att19_acc65.csv,271,guess,0,19,65
0.9465376,0.05346243,pp237_guess_ans0_att20_acc75.csv,237,guess,0,20,75
0.84700173,0.15299825,pp335_guess_ans0_att20_acc73.csv,335,guess,0,20,73
0.983312,0.016688013,pp279_guess_ans0_att20_acc77.csv,279,guess,0,20,77
0.1554995,0.84450054,pp253_guess_ans0_att19_acc64.csv,253,guess,0,19,64
0.058848456,0.94115156,pp260_control_ans0_att20_acc91.csv,260,control,0,20,91
0.0052771904,0.99472284,pp280_control_ans0_att20_acc71.csv,280,control,0,20,71
0.99316216,0.0068378584,pp422_control_ans0_att20_acc91.csv,422,control,0,20,91
0.9028504,0.09714954,pp340_control_ans0_att20_acc72.csv,340,control,0,20,72
0.977285,0.02271503,pp242_control_ans0_att20_acc86.csv,242,control,0,20,86
0.97604907,0.023950918,pp120_control_ans0_att20_acc100.csv,120,control,0,20,100
0.0047767297,0.99522334,pp419_guess_ans0_att20_acc66.csv,419,guess,0,20,66
0.9632856,0.036714416,pp303_guess_ans0_att20_acc92.csv,303,guess,0,20,92
0.0048106816,0.9951893,pp140_control_ans0_att19_acc65.csv,140,control,0,19,65
0.58305347,0.41694653,pp144_control_ans0_att20_acc90.csv,144,control,0,20,90
0.94118524,0.05881481,pp224_control_ans0_att20_acc82.csv,224,control,0,20,82
0.6062186,0.39378136,pp365_guess_ans0_att20_acc62.csv,365,guess,0,20,62
0.9223672,0.077632755,pp135_guess_ans0_att20_acc92.csv,135,guess,0,20,92
0.98105526,0.018944755,pp149_guess_ans0_att19_acc92.csv,149,guess,0,19,92
0.9195157,0.08048422,pp426_control_ans0_att20_acc85.csv,426,control,0,20,85
0.020511365,0.9794886,pp443_guess_ans0_att19_acc64.csv,443,guess,0,19,64
0.82028437,0.1797156,pp218_control_ans0_att18_acc66.csv,218,control,0,18,66
0.9700215,0.02997854,pp325_guess_ans0_att20_acc75.csv,325,guess,0,20,75
0.39721593,0.60278416,pp349_guess_ans0_att20_acc82.csv,349,guess,0,20,82
0.72044426,0.2795557,pp304_control_ans0_att19_acc69.csv,304,control,0,19,69
0.743894,0.2561061,pp225_guess_ans0_att20_acc93.csv,225,guess,0,20,93
0.98140633,0.018593604,pp174_control_ans0_att20_acc92.csv,174,control,0,20,92
0.0048534363,0.9951466,pp210_control_ans0_att20_acc81.csv,210,control,0,20,81
0.2780961,0.72190386,pp246_control_ans0_att19_acc68.csv,246,control,0,19,68
0.9273569,0.07264314,pp313_guess_ans0_att20_acc86.csv,313,guess,0,20,86
0.031557165,0.9684428,pp212_control_ans0_att20_acc64.csv,212,control,0,20,64
0.97836226,0.021637771,pp245_guess_ans0_att20_acc98.csv,245,guess,0,20,98
0.08452523,0.9154748,pp189_guess_ans0_att16_acc61.csv,189,guess,0,16,61
0.9342584,0.06574159,pp440_control_ans0_att20_acc93.csv,440,control,0,20,93
0.0048589944,0.995141,pp247_guess_ans0_att17_acc61.csv,247,guess,0,17,61
0.71407723,0.28592274,pp133_guess_ans0_att20_acc70.csv,133,guess,0,20,70
0.94086367,0.05913626,pp161_guess_ans0_att20_acc97.csv,161,guess,0,20,97
0.018497992,0.981502,pp206_control_ans0_att20_acc79.csv,206,control,0,20,79
0.35836926,0.6416308,pp125_guess_ans0_att20_acc83.csv,125,guess,0,20,83
0.9159577,0.084042266,pp166_control_ans0_att20_acc80.csv,166,control,0,20,80
0.8190345,0.18096553,pp180_control_ans0_att20_acc72.csv,180,control,0,20,72
0.98188066,0.018119354,pp264_control_ans0_att20_acc94.csv,264,control,0,20,94
0.1752249,0.8247751,pp132_control_ans0_att18_acc69.csv,132,control,0,18,69
0.27811617,0.7218838,pp199_guess_ans0_att20_acc68.csv,199,guess,0,20,68
0.14176072,0.85823923,pp330_control_ans0_att18_acc59.csv,330,control,0,18,59
0.008897261,0.9911027,pp152_control_ans0_att20_acc60.csv,152,control,0,20,60
0.008092364,0.9919077,pp379_guess_ans0_att19_acc74.csv,379,guess,0,19,74
0.92859143,0.07140862,pp341_guess_ans0_att20_acc69.csv,341,guess,0,20,69
0.004861919,0.9951381,pp297_guess_ans0_att19_acc69.csv,297,guess,0,19,69
0.0044348976,0.9955651,pp146_control_ans0_att17_acc61.csv,146,control,0,17,61
0.005163865,0.9948362,pp408_control_ans0_att19_acc70.csv,408,control,0,19,70
0.7755058,0.22449422,pp236_control_ans0_att20_acc81.csv,236,control,0,20,81
0.02896217,0.9710378,pp139_guess_ans0_att20_acc77.csv,139,guess,0,20,77
0.9295116,0.070488445,pp311_guess_ans0_att20_acc77.csv,311,guess,0,20,77
0.40964139,0.5903587,pp375_guess_ans0_att20_acc64.csv,375,guess,0,20,64
0.5648131,0.43518695,pp441_guess_ans0_att18_acc64.csv,441,guess,0,18,64
0.5470265,0.45297343,pp355_guess_ans0_att16_acc61.csv,355,guess,0,16,61
0.58291936,0.41708067,pp327_guess_ans0_att17_acc63.csv,327,guess,0,17,63
0.0048445174,0.99515545,pp162_control_ans0_att20_acc81.csv,162,control,0,20,81
0.9644367,0.03556326,pp130_control_ans0_att20_acc69.csv,130,control,0,20,69
0.061131414,0.93886864,pp244_control_ans0_att18_acc65.csv,244,control,0,18,65
0.97619516,0.023804791,pp234_control_ans0_att20_acc96.csv,234,control,0,20,96
0.10353102,0.896469,pp172_control_ans0_att20_acc78.csv,172,control,0,20,78
0.89482826,0.10517173,pp275_guess_ans0_att20_acc86.csv,275,guess,0,20,86
0.0059026075,0.99409735,pp117_guess_ans0_att12_acc52.csv,117,guess,0,12,52
0.41160914,0.5883908,pp334_control_ans0_att20_acc76.csv,334,control,0,20,76
0.7818584,0.21814157,pp377_guess_ans0_att20_acc71.csv,377,guess,0,20,71
0.89002573,0.10997433,pp352_control_ans0_att20_acc99.csv,352,control,0,20,99
0.43638986,0.5636101,pp397_guess_ans0_att20_acc70.csv,397,guess,0,20,70
0.0048432946,0.9951567,pp155_guess_ans0_att20_acc70.csv,155,guess,0,20,70
0.27131927,0.7286808,pp372_control_ans0_att20_acc88.csv,372,control,0,20,88
0.94137186,0.058628082,pp388_control_ans0_att20_acc75.csv,388,control,0,20,75
0.005014651,0.99498534,pp157_guess_ans0_att14_acc57.csv,157,guess,0,14,57
0.97652787,0.023472054,pp306_control_ans0_att20_acc97.csv,306,control,0,20,97
0.8996162,0.10038374,pp447_guess_ans0_att20_acc87.csv,447,guess,0,20,87
0.16775176,0.8322483,pp353_guess_ans0_att20_acc75.csv,353,guess,0,20,75
0.9865068,0.01349312,pp272_control_ans0_att20_acc91.csv,272,control,0,20,91
0.9711586,0.02884139,pp226_control_ans0_att20_acc86.csv,226,control,0,20,86
0.0067674136,0.9932326,pp268_control_ans0_att20_acc83.csv,268,control,0,20,83
0.9418205,0.058179468,pp429_guess_ans0_att20_acc75.csv,429,guess,0,20,75
0.15496704,0.84503293,pp285_guess_ans0_att20_acc71.csv,285,guess,0,20,71
0.40220517,0.5977949,pp390_control_ans0_att19_acc63.csv,390,control,0,19,63
0.95350665,0.046493407,pp318_control_ans0_att20_acc87.csv,318,control,0,20,87
0.78710926,0.21289079,pp122_control_ans0_att20_acc73.csv,122,control,0,20,73
